Африк	Afrika
1974 он	1974
1975 он	1975
1976 он	1976
1977 он	1977
1978 он	1978
1979 он	1979
1969 он	1969
Мушгиа галактик	Spiralgalakse
XVI Бенедикт	Benedikt XVI
4 сарын 15	15. april
4 сарын 13	13. april
4 сарын 12	12. april
4 сарын 14	14. april
4 сарын 11	11. april
4 сарын 10	10. april
4 сарын 8	8. april
4 сарын 9	9. april
4 сарын 7	7. april
4 сарын 6	6. april
4 сарын 5	5. april
4 сарын 4	4. april
4 сарын 3	3. april
4 сарын 1	1. april
4 сарын 2	2. april
4 сарын 16	16. april
4 сарын 17	17. april
4 сарын 18	18. april
4 сарын 19	19. april
4 сарын 20	20. april
4 сарын 21	21. april
4 сарын 22	22. april
4 сарын 23	23. april
4 сарын 24	24. april
4 сарын 25	25. april
4 сарын 26	26. april
4 сарын 27	27. april
4 сарын 28	28. april
4 сарын 29	29. april
4 сарын 30	30. april
Хорст Көлэр	Horst Köhler
5 сарын 1	1. mai
5 сарын 2	2. mai
5 сарын 3	3. mai
5 сарын 4	4. mai
5 сарын 5	5. mai
5 сарын 6	6. mai
5 сарын 7	7. mai
5 сарын 8	8. mai
5 сарын 9	9. mai
5 сарын 10	10. mai
5 сарын 11	11. mai
5 сарын 12	12. mai
5 сарын 13	13. mai
5 сарын 14	14. mai
5 сарын 15	15. mai
Титан (сар)	Titan (måne)
5 сарын 16	16. mai
5 сарын 17	17. mai
5 сарын 18	18. mai
5 сарын 19	19. mai
5 сарын 20	20. mai
5 сарын 21	21. mai
5 сарын 22	22. mai
5 сарын 23	23. mai
5 сарын 24	24. mai
5 сарын 25	25. mai
5 сарын 26	26. mai
5 сарын 27	27. mai
5 сарын 28	28. mai
5 сарын 29	29. mai
5 сарын 30	30. mai
5 сарын 31	31. mai
Пол Маккартни	Paul McCartney
12 сарын 21	21. desember
6 сарын 14	14. juni
6 сарын 15	15. juni
6 сарын 13	13. juni
6 сарын 10	10. juni
6 сарын 7	7. juni
6 сарын 11	11. juni
6 сарын 9	9. juni
6 сарын 12	12. juni
6 сарын 6	6. juni
6 сарын 8	8. juni
6 сарын 5	5. juni
6 сарын 3	3. juni
6 сарын 2	2. juni
6 сарын 1	1. juni
6 сарын 4	4. juni
Вальтер Ульбрихт	Walter Ulbricht
Иваново	Ivanovo
Ринго Старр	Ringo Starr
12 сарын 22	22. desember
Жорж Харрисон	George Harrison
1968 он	1968
1967 он	1967
1966 он	1966
1965 он	1965
1964 он	1964
6 сарын 16	16. juni
Иваново муж	Ivanovo oblast
Палермо	Palermo
6 сарын 30	30. juni
6 сарын 29	29. juni
6 сарын 28	28. juni
6 сарын 26	26. juni
6 сарын 25	25. juni
6 сарын 22	22. juni
6 сарын 27	27. juni
6 сарын 24	24. juni
6 сарын 20	20. juni
6 сарын 23	23. juni
6 сарын 19	19. juni
6 сарын 18	18. juni
6 сарын 21	21. juni
6 сарын 17	17. juni
12 сарын 23	23. desember
Брюс Уиллис	Bruce Willis
Владимир хот	Vladimir
Арнольд Шварценеггер	Arnold Schwarzenegger
7 сарын 15	15. juli
7 сарын 13	13. juli
7 сарын 12	12. juli
7 сарын 10	10. juli
7 сарын 9	9. juli
7 сарын 14	14. juli
7 сарын 8	8. juli
7 сарын 7	7. juli
7 сарын 6	6. juli
7 сарын 5	5. juli
7 сарын 2	2. juli
7 сарын 4	4. juli
7 сарын 3	3. juli
7 сарын 1	1. juli
7 сарын 11	11. juli
Владимир муж	Vladimir oblast
12 сарын 24	24. desember
7 сарын 31	31. juli
7 сарын 30	30. juli
7 сарын 29	29. juli
7 сарын 28	28. juli
7 сарын 27	27. juli
7 сарын 25	25. juli
7 сарын 24	24. juli
7 сарын 23	23. juli
7 сарын 26	26. juli
7 сарын 22	22. juli
7 сарын 19	19. juli
7 сарын 21	21. juli
7 сарын 20	20. juli
7 сарын 17	17. juli
7 сарын 18	18. juli
7 сарын 16	16. juli
Хөлбөмбөг	Fotball
Луй де Фунес	Louis de Funès
Мюнстер	Münster
12 сарын 25	25. desember
Рязань	Rjazan
Аугсбург	Augsburg
Рязань муж	Rjazan oblast
1963 он	1963
Лех Качински	Lech Kaczyński
12 сарын 26	26. desember
Холокост	Holocaust
1962 он	1962
IPhone	IPhone
Тула	Tula (Tula)
Өрнө Суматра	Sumatera Barat
8 сарын 14	14. august
8 сарын 15	15. august
8 сарын 13	13. august
8 сарын 12	12. august
8 сарын 11	11. august
8 сарын 10	10. august
8 сарын 8	8. august
8 сарын 7	7. august
8 сарын 9	9. august
8 сарын 5	5. august
8 сарын 4	4. august
8 сарын 2	2. august
8 сарын 3	3. august
8 сарын 6	6. august
8 сарын 1	1. august
Тула муж	Tula oblast
12 сарын 27	27. desember
Мадрид	Madrid
Брянск муж	Brjansk oblast
8 сарын 16	16. august
Кока-Кола	Coca-Cola
8 сарын 29	29. august
8 сарын 28	28. august
8 сарын 30	30. august
8 сарын 25	25. august
8 сарын 26	26. august
8 сарын 23	23. august
8 сарын 27	27. august
8 сарын 21	21. august
8 сарын 20	20. august
8 сарын 24	24. august
8 сарын 18	18. august
8 сарын 17	17. august
8 сарын 22	22. august
8 сарын 19	19. august
8 сарын 31	31. august
Майкл Жэксон	Michael Jackson
12 сарын 28	28. desember
Фрайбург	Freiburg im Breisgau
Калуга	Kaluga
Богота	Bogotá
Бразилиа	Brasília
9 сарын 15	15. september
9 сарын 14	14. september
9 сарын 13	13. september
9 сарын 12	12. september
9 сарын 8	8. september
9 сарын 11	11. september
9 сарын 7	7. september
9 сарын 10	10. september
9 сарын 5	5. september
9 сарын 4	4. september
9 сарын 9	9. september
9 сарын 2	2. september
9 сарын 6	6. september
9 сарын 1	1. september
9 сарын 3	3. september
12 сарын 29	29. desember
Александр Лукашенко	Aleksandr Lukasjenko
9 сарын 30	30. september
9 сарын 29	29. september
9 сарын 28	28. september
9 сарын 27	27. september
9 сарын 26	26. september
9 сарын 25	25. september
Сантъяго	Santiago de Chile
9 сарын 23	23. september
9 сарын 22	22. september
9 сарын 24	24. september
9 сарын 21	21. september
9 сарын 20	20. september
9 сарын 18	18. september
9 сарын 17	17. september
9 сарын 19	19. september
9 сарын 16	16. september
12 сарын 30	30. desember
12 сарын 31	31. desember
10 сарын 1	1. oktober
10 сарын 15	15. oktober
10 сарын 12	12. oktober
10 сарын 10	10. oktober
10 сарын 14	14. oktober
10 сарын 9	9. oktober
10 сарын 8	8. oktober
10 сарын 13	13. oktober
10 сарын 7	7. oktober
10 сарын 11	11. oktober
10 сарын 6	6. oktober
10 сарын 4	4. oktober
10 сарын 5	5. oktober
10 сарын 3	3. oktober
10 сарын 2	2. oktober
Ямаа	Geit
10 сарын 31	31. oktober
10 сарын 30	30. oktober
10 сарын 29	29. oktober
10 сарын 28	28. oktober
10 сарын 26	26. oktober
10 сарын 25	25. oktober
10 сарын 24	24. oktober
10 сарын 27	27. oktober
10 сарын 22	22. oktober
10 сарын 23	23. oktober
10 сарын 20	20. oktober
10 сарын 21	21. oktober
10 сарын 19	19. oktober
10 сарын 17	17. oktober
10 сарын 16	16. oktober
10 сарын 18	18. oktober
11 сарын 15	15. november
11 сарын 14	14. november
11 сарын 13	13. november
11 сарын 12	12. november
11 сарын 11	11. november
11 сарын 10	10. november
11 сарын 7	7. november
11 сарын 8	8. november
11 сарын 9	9. november
11 сарын 6	6. november
11 сарын 5	5. november
11 сарын 4	4. november
11 сарын 3	3. november
11 сарын 2	2. november
11 сарын 1	1. november
11 сарын 30	30. november
11 сарын 29	29. november
11 сарын 28	28. november
11 сарын 27	27. november
11 сарын 26	26. november
11 сарын 25	25. november
11 сарын 23	23. november
11 сарын 24	24. november
11 сарын 21	21. november
11 сарын 20	20. november
11 сарын 22	22. november
11 сарын 19	19. november
11 сарын 18	18. november
11 сарын 17	17. november
11 сарын 16	16. november
Катманду	Katmandu
Их Карл	Karl den store
Канберра	Canberra
Ио (дагуул)	Io (måne)
Орёл муж	Orjol oblast
Сидней	Sydney
Мельбурн	Melbourne
Улаан	Rød
Перт	Perth (Australia)
Гал	Ild
Баруун Австрали	Vest-Australia
Од аймаг	Aude
Шинэ Өмнөд Вэльс	New South Wales
Позитрон	Positron
Агаар мандал	Jordens atmosfære
Хойд Нутаг Дэвсгэр	Nordterritoriet
Австралийн Нийслэлийн Нутаг Дэвсгэр	Australian Capital Territory
Виннипег нуур	Winnipegsjøen
Манагуа	Managua
Энселадус	Enceladus (måne)
Белгород	Belgorod
Жорж Орвелл	George Orwell
Антиох IV Эпифанес	Antiokos IV Epifanes
Аугаа Антиох	Antiokos III den store
Нил мөрөн	Nilen
Циклид	Ciklider
Воронеж	Voronezj
Воронеж муж	Voronezj oblast
Липецк	Lipetsk
Конго мөрөн	Kongo (elv)
Бантен	Banten
Нигер мөрөн	Niger (elv)
Төв Жава	Jawa Tengah
Алжир хот	Alger
Тунис хот	Tunis
Ростов муж	Rostov oblast
Триполи	Tripoli
Дорно Жава	Jawa Timur
Антофагаста	Antofagasta
Тегеран	Teheran
Аддис-Абеб хот	Addis Abeba
Жакарта	Jakarta
Анкара	Ankara
Асмара	Asmara
Краснодар	Krasnodar
Краснодарын хязгаар	Krasnodar kraj
1961 он	1961
Белград	Beograd
Өрнө Жава	Jawa Barat
Адыгей	Adygia
Ангилал:Википедиа загварууд	Kategori:Maler
1960 он	1960
Жава	Java (øy)
Дамаск	Damaskus
Ямусукро хот	Yamoussoukro
Квентин Тарантино	Quentin Tarantino
Амазон мөрөн	Amazonas
Абужа	Abuja
Бага Зондын арлууд	De små Sundaøyer
Амман	Amman
Ангилал:Спортын загварууд	Kategori:Sportsmaler
Бейрут	Beirut
Маскат	Muskat (Oman)
Бужумбура	Bujumbura
Доха	Doha
Найроби	Nairobi
Лусака	Lusaka
Манама	Manama
Нар хиртэлт	Solformørkelse
Морони	Moroni
Өмнө Калимантан	Kalimantan Selatan
Монакогийн хунтайж II Альберт	Albert II av Monaco
Хоёртын тооллын систем	Binært tallsystem
Антананариву	Antananarivo
Хараре	Harare
Астрахань	Astrakhan
Ширээний теннис	Bordtennis
Астур муж	Asturias
Виндхук	Windhoek
Wikipedia:Ноорог	Wikipedia:Sandkasse
Wikipedia:Википедиад Тавтай морилно уу	Wikipedia:Introduksjon
Бүгд Найрамдах Халимаг Улс	Kalmykia
Элст	Elista
Баск орон	Baskerland (autonom region)
Газрын зураг	Kart
Гол мөрөн	Elv
Озаску	Osasco
Арагон орон	Aragón
Аммиак	Ammoniakk
Донгхой нисэх онгоцны буудал	Dong Hoi lufthavn
Майли Сайрус	Miley Cyrus
Мишель Платини	Michel Platini
Куритиба	Curitiba
Ангилал:Иран дахь дэлхийн соёлын өв	Kategori:Verdensarven i Iran
Өрнө Африк	Vest-Afrika
Ангилал:Японы түүх	Kategori:Japans historie
Хатуу диск	Platelager
Эрик Бана	Eric Bana
Ангилал:Туруутан	Kategori:Partåede hovdyr
Хабаровск	Khabarovsk
Йоахим Лёв	Joachim Löw
Пакистаны Панжаб	Punjab (Pakistan)
Анна Фэрис	Anna Faris
Котайк аймаг	Kotajk
Ангилал:Тунисчууд	Kategori:Tunisiere
Бернард Кац	Bernard Katz
Ужунг Кулон үндэсний хүрээлэн	Ujung Kulon nasjonalpark
Чогха Занбиль	Chogha Zanbil
Сундарбанс	Sundarbans
Солтаниех	Soltaniyeh
Ангилал:Лихтенштейн улсын хот	Kategori:Byer i Liechtenstein
Ангилал:Узбек орны түүх	Kategori:Usbekistans historie
Ангилал:Афганистаны түүх	Kategori:Afghanistans historie
Аннэ Франк	Anne Frank
Рауль Альбиоль	Raúl Albiol
Загвар:Location map Turkey	Mal:Kartposisjon Tyrkia
Ангилал:Тажикистаны түүх	Kategori:Tadsjikistans historie
Күнз	Konfucius
Сара Бернар	Sarah Bernhardt
Марлен Дитрих	Marlene Dietrich
Мэрилин Монро	Marilyn Monroe
Корбин Блю	Corbin Bleu
Ангилал:Математик	Kategori:Matematikk
Ангилал:Монголын түүх	Kategori:Mongolias historie
Ангилал:Казахстаны түүх	Kategori:Kasakhstans historie
Фарерын арлууд	Færøyene
Бали арал	Bali
Юпитер	Jupiter (gud)
Сэргэн мандалт (ренессанс)	Renessansen
Ле Корбюзье	Le Corbusier
Мексик песо	Meksikansk peso
Тогоруу	Trane
Ангилал:1888 онд төрөгсөд	Kategori:Fødsler i 1888
Ангилал:Ираны түүх	Kategori:Irans historie
Евро	Euro
Америк доллар	Amerikansk dollar
Газрын Дундад тэнгис	Middelhavet
Ангилал:Шинэ Зеландын газарзүй	Kategori:New Zealands geografi
Хятан улс	Liao-dynastiet
Ханжоу	Hangzhou
Христийн шашин	Kristendom
Алтан улс	Jin-dynastiet (1115–1234)
Ганга мөрөн	Ganges
Тутарга	Ris
Селин Дион	Céline Dion
Тив	Kontinent
Аделаид хот	Adelaide
Шувуу	Fugler
Дагестан	Dagestan
Нийслэл хот	Hovedstad
Монсон	Monzón
Португал хэл	Portugisisk
Сар (тоолол)	Måned
Мустафа Кемаль Ататюрк	Mustafa Kemal Atatürk
1948 он	1948
Махачкала	Makhatsjkala
Чечень	Tsjetsjenia
1949 он	1949
Грозный	Groznyj
Алмазан (хот)	Almazán
Ставрополь	Stavropol
Ставрополийн хязгаар	Stavropol kraj
Хуан Сянфан	Huang Xian-fan
Ингушет	Ingusjetia
1956 он	1956
1206 он	1206
1941 он	1941
Хойд Осет-Алани	Nord-Ossetia
Владикавказ	Vladikavkaz
1945 он	1945
1958 он	1958
1926 он	1926
1947 он	1947
Хиппократэс	Hippokrates
Нальчик	Naltsjik
Кабардино-Балкар	Kabardino-Balkaria
1944 он	1944
1952 он	1952
Алмааз	Diamant
Билл Гэйтс	Bill Gates
Япон хэл	Japansk
.NET Фрэймворк	.NET
Компьютерийн дэлгэц	Skjerm (monitor)
Нэвтэрхий толь	Encyklopedi
Нүүр хуудас	Portal:Forside
Төв процессор	CPU
1959 он	1959
LaTeX	LaTeX
1957 он	1957
Рүүтэр	Ruter (IT)
Резистор	Motstand (resistor)
Конденсатор	Kondensator (elektrisk)
Индукцийн ороомог	Spole (induktans)
Черкесск	Tsjerkessk
Карачай-Черкесс	Karatsjajevo-Tsjerkessia
Саратов	Saratov
Оренбург	Orenburg
Оренбург муж	Orenburg oblast
Транзистор	Transistor
Мордова	Mordovia
Бэйсбол	Baseball
Сагсан бөмбөг	Basketball
Гольф	Golf
Киров муж	Kirov oblast
Олимпийн наадам	Olympiske leker
Еврази	Eurasia
Хөх мөрөн	Chang Jiang
Удмурт	Udmurtia
Ижевск	Izjevsk
Сибирь	Sibir
Франсиско Гойя	Francisco Goya
1242 он	1242
1246 он	1246
Мари Эл	Mari El
Йошкар-Ола	Josjkar-Ola
Гималай	Himalaya
Андын нуруу	Andes
Хадат уул	Rocky Mountains
Кейптаун	Cape Town
Чуваш	Tsjuvasjia
Тэнгэр Уул	Tian Shan
Татарстан	Tatarstan
Каспийн тэнгис	Det kaspiske hav
1252 он	1252
Москвагийн метро	Moskvas metro
