ఆఫ్రికా	Afrika
ఉపగ్రహం	Naturlig satellitt
మే 1	1. mai
మే 2	2. mai
మే 3	3. mai
మే 4	4. mai
మే 5	5. mai
మే 6	6. mai
మే 7	7. mai
మే 8	8. mai
మే 9	9. mai
మే 10	10. mai
మే 11	11. mai
మే 12	12. mai
మే 13	13. mai
మే 14	14. mai
మే 15	15. mai
మే 16	16. mai
మే 17	17. mai
మే 18	18. mai
మే 19	19. mai
మే 20	20. mai
మే 21	21. mai
మే 22	22. mai
మే 23	23. mai
మే 24	24. mai
మే 25	25. mai
మే 26	26. mai
మే 27	27. mai
మే 28	28. mai
మే 29	29. mai
మే 30	30. mai
మే 31	31. mai
డిసెంబర్ 21	21. desember
జూన్ 14	14. juni
జూన్ 15	15. juni
జూన్ 13	13. juni
జూన్ 10	10. juni
జూన్ 7	7. juni
జూన్ 11	11. juni
జూన్ 9	9. juni
జూన్ 12	12. juni
జూన్ 6	6. juni
జూన్ 8	8. juni
జూన్ 5	5. juni
జూన్ 3	3. juni
జూన్ 2	2. juni
జూన్ 1	1. juni
జూన్ 4	4. juni
డిసెంబర్ 22	22. desember
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
జూన్ 16	16. juni
జూన్ 30	30. juni
జూన్ 29	29. juni
జూన్ 28	28. juni
జూన్ 26	26. juni
జూన్ 25	25. juni
జూన్ 22	22. juni
జూన్ 27	27. juni
జూన్ 24	24. juni
జూన్ 20	20. juni
జూన్ 23	23. juni
జూన్ 19	19. juni
జూన్ 18	18. juni
జూన్ 21	21. juni
జూన్ 17	17. juni
డిసెంబర్ 23	23. desember
బ్రూస్ విల్లీస్	Bruce Willis
ఆర్నాల్డ్ స్క్వార్జెనెగర్	Arnold Schwarzenegger
జూలై 15	15. juli
జూలై 13	13. juli
జూలై 12	12. juli
జూలై 10	10. juli
జూలై 9	9. juli
జూలై 14	14. juli
జూలై 8	8. juli
జూలై 7	7. juli
జూలై 6	6. juli
జూలై 5	5. juli
జూలై 2	2. juli
జూలై 4	4. juli
జూలై 3	3. juli
జూలై 1	1. juli
జూలై 11	11. juli
డిసెంబర్ 24	24. desember
జూలై 31	31. juli
జూలై 30	30. juli
జూలై 29	29. juli
జూలై 28	28. juli
జూలై 27	27. juli
జూలై 25	25. juli
జూలై 24	24. juli
జూలై 23	23. juli
జూలై 26	26. juli
జూలై 22	22. juli
జూలై 19	19. juli
జూలై 21	21. juli
జూలై 20	20. juli
జూలై 17	17. juli
జూలై 18	18. juli
జూలై 16	16. juli
కాల్బంతి	Fotball
డిసెంబర్ 25	25. desember
1963	1963
డిసెంబర్ 26	26. desember
1962	1962
ఐఫోన్	IPhone
ఆగష్టు 14	14. august
ఆగష్టు 15	15. august
ఆగష్టు 13	13. august
ఆగష్టు 12	12. august
ఆగష్టు 11	11. august
ఆగష్టు 10	10. august
ఆగష్టు 8	8. august
ఆగష్టు 7	7. august
ఆగష్టు 9	9. august
ఆగష్టు 5	5. august
ఆగష్టు 4	4. august
ఆగష్టు 2	2. august
ఆగష్టు 3	3. august
ఆగష్టు 6	6. august
ఆగష్టు 1	1. august
ఐప్యాడ్	IPad
డిసెంబర్ 27	27. desember
జలాంతర్గామి	Undervannsbåt
ఆగష్టు 16	16. august
ఆగష్టు 29	29. august
ఆగష్టు 28	28. august
ఆగష్టు 30	30. august
ఆగష్టు 25	25. august
ఆగష్టు 26	26. august
ఆగష్టు 23	23. august
ఆగష్టు 27	27. august
ఆగష్టు 21	21. august
ఆగష్టు 20	20. august
ఆగష్టు 24	24. august
ఆగష్టు 18	18. august
ఆగష్టు 17	17. august
ఆగష్టు 22	22. august
ఆగష్టు 19	19. august
ఆగష్టు 31	31. august
మైకల్ జాక్సన్	Michael Jackson
డిసెంబర్ 28	28. desember
అఫాసియా (మెదడు వ్యాధి వల్ల మాట పోవడం)	Afasi
ఫ్లూ	Influensa
సెప్టెంబర్ 15	15. september
సెప్టెంబర్ 14	14. september
సెప్టెంబర్ 13	13. september
సెప్టెంబర్ 12	12. september
సెప్టెంబర్ 8	8. september
సెప్టెంబర్ 11	11. september
సెప్టెంబర్ 7	7. september
సెప్టెంబర్ 10	10. september
సెప్టెంబర్ 5	5. september
సెప్టెంబర్ 4	4. september
సెప్టెంబర్ 9	9. september
సెప్టెంబర్‌ 2	2. september
సెప్టెంబర్ 6	6. september
సెప్టెంబర్ 1	1. september
సెప్టెంబర్‌ 3	3. september
డిసెంబర్ 29	29. desember
సెప్టెంబర్ 30	30. september
సెప్టెంబర్ 29	29. september
సెప్టెంబర్ 28	28. september
సెప్టెంబర్ 27	27. september
సెప్టెంబర్ 26	26. september
సెప్టెంబర్ 25	25. september
సెప్టెంబర్ 23	23. september
సెప్టెంబర్ 22	22. september
సెప్టెంబర్ 24	24. september
సెప్టెంబర్ 21	21. september
సెప్టెంబర్ 20	20. september
సెప్టెంబర్ 18	18. september
సెప్టెంబర్ 17	17. september
సెప్టెంబర్ 19	19. september
సెప్టెంబర్ 16	16. september
డిసెంబర్ 30	30. desember
డిసెంబర్ 31	31. desember
అక్టోబర్ 1	1. oktober
అక్టోబర్ 15	15. oktober
అక్టోబర్ 12	12. oktober
అక్టోబర్ 10	10. oktober
అక్టోబర్ 14	14. oktober
అక్టోబర్ 9	9. oktober
అక్టోబర్ 8	8. oktober
అక్టోబర్ 13	13. oktober
అక్టోబర్ 7	7. oktober
అక్టోబర్ 11	11. oktober
అక్టోబర్ 6	6. oktober
అక్టోబర్ 4	4. oktober
అక్టోబర్ 5	5. oktober
అక్టోబర్ 3	3. oktober
అక్టోబర్ 2	2. oktober
మేక	Geit
అక్టోబర్ 31	31. oktober
అక్టోబర్ 30	30. oktober
అక్టోబర్ 29	29. oktober
అక్టోబర్ 28	28. oktober
అక్టోబర్ 26	26. oktober
అక్టోబర్ 25	25. oktober
అక్టోబర్ 24	24. oktober
అక్టోబర్ 27	27. oktober
అక్టోబర్ 22	22. oktober
అక్టోబర్ 23	23. oktober
అక్టోబర్ 20	20. oktober
అక్టోబర్ 21	21. oktober
అక్టోబర్ 19	19. oktober
అక్టోబర్ 17	17. oktober
అక్టోబర్ 16	16. oktober
అక్టోబర్ 18	18. oktober
నవంబర్ 15	15. november
నవంబర్ 14	14. november
నవంబర్ 13	13. november
నవంబర్ 12	12. november
నవంబర్ 11	11. november
నవంబర్ 10	10. november
నవంబర్ 7	7. november
నవంబర్ 8	8. november
నవంబర్ 9	9. november
నవంబర్ 6	6. november
నవంబర్ 5	5. november
నవంబర్ 4	4. november
నవంబర్ 3	3. november
నవంబర్ 2	2. november
నవంబర్ 1	1. november
అబ్బాయి	Gutt
నవంబర్ 30	30. november
నవంబర్ 29	29. november
నవంబర్ 28	28. november
నవంబర్ 27	27. november
నవంబర్ 26	26. november
నవంబర్ 25	25. november
నవంబర్ 23	23. november
నవంబర్ 24	24. november
నవంబర్ 21	21. november
నవంబర్ 20	20. november
నవంబర్ 22	22. november
నవంబర్ 19	19. november
నవంబర్ 18	18. november
నవంబర్ 17	17. november
నవంబర్ 16	16. november
అమ్మాయి	Jente
సిడ్నీ	Sydney
మెల్బోర్న్	Melbourne
ఎరుపు	Rød
అగ్ని	Ild
ఫోటాన్	Foton
భూమి వాతావరణం	Jordens atmosfære
జార్జ్ ఆర్వెల్	George Orwell
నైలు నది	Nilen
కాంగో నది	Kongo (elv)
తోకచుక్క	Komet
టెహరాన్	Teheran
అద్దిస్ అబాబా	Addis Abeba
జకార్తా	Jakarta
అంకారా	Ankara
1961	1961
అడుగు (కొలమానం)	Fot (måleenhet)
1960	1960
జావా (ద్వీపం)	Java (øy)
అమెజాన్ నది	Amazonas
మస్కట్	Muskat (Oman)
గ్రహశకలం	Asteroide
అమెజాన్.కాం	Amazon.com
సూర్య గ్రహణం	Solformørkelse
అడిడాస్	Adidas
పాఠశాల	Skole
విశ్వవిద్యాలయం	Universitet
ప్రిటోరియా	Pretoria
టేబుల్ టెన్నిస్	Bordtennis
సూపర్ నోవా	Supernova
వికీపీడియా:Sandbox	Wikipedia:Sandkasse
ఇల్లు	Hus
ల్యాప్‌టాప్	Bærbar datamaskin
కంప్యూటర్ హార్డ్‌వేర్	Maskinvare
బీజగణితం	Algebra
పటము	Kart
నది	Elv
ఓఝస్కు	Osasco
గ్లాస్గో	Glasgow
న్యూట్రాన్ తార	Nøytronstjerne
టెలిస్కోపు	Teleskop
రేడియో తరంగాలు	Radiobølger
పెట్టుబడి	Investering
రేడియో ఖగోళశాస్త్రం	Radioastronomi
మదర్ బోర్డు	Hovedkort
కురితీబా	Curitiba
అడవి	Skog
వర్గం:1888	Kategori:1888
యుఎస్‌బి ఫ్లాష్ డ్రైవ్ (USB Flash Drive)	Minnepinne
జిచిఉజ్ఫాలు	Zichyújfalu
హార్డ్ డిస్క్ డ్రైవ్	Platelager
మిట్ రోమ్నీ	Mitt Romney
నౌకాదళం	Marine
సుందరవనాలు	Sundarbans
సహకార సంఘాలు	Samvirke
రాజీవ్ గాంధీ	Rajiv Gandhi
కన్ఫ్యూషియస్	Konfucius
మార్లిన్ మన్రో	Marilyn Monroe
కర్బిన్ బ్ల్యు	Corbin Bleu
వర్గం:గణిత శాస్త్రము	Kategori:Matematikk
సూరత్	Surat
వర్గం:భారతదేశ చరిత్ర	Kategori:Indias historie
బాలి	Bali
షెర్లాక్ హోమ్స్	Sherlock Holmes
సాంస్కృతిక పునరుజ్జీవనం	Renessansen
గూడు	Fuglerede
స్తంభం	Søyle
వర్గం:1888 జననాలు	Kategori:Fødsler i 1888
యూరో	Euro
మధ్యధరా సముద్రము	Middelhavet
లారీ పేజ్	Larry Page
క్రైస్తవ మతము	Kristendom
బెర్లిన్ గోడ	Berlinmuren
గంగా నది	Ganges
బియ్యము	Ris
ఖండం	Kontinent
అడిలైడ్	Adelaide
పక్షి	Fugler
రాజధాని	Hovedstad
మూస:ఇస్లాం మతము	Mal:Islam
గుజరాతి భాష	Gujarati
నెల	Måned
ముస్తఫా కమాల్ అతాతుర్క్	Mustafa Kemal Atatürk
1948	1948
నెమటోడ	Rundormer
1949	1949
హువాంగ్ గ్జియాన్ హన్	Huang Xian-fan
1956	1956
1941	1941
1945	1945
1958	1958
శాతవాహనులు	Sātavāhanariket
1926	1926
1947	1947
హిప్పోక్రేట్స్	Hippokrates
1944	1944
1952	1952
వజ్రం	Diamant
బిల్ గేట్స్	Bill Gates
కంప్యూటర్ మానిటర్	Skjerm (monitor)
విజ్ఞాన సర్వస్వము	Encyklopedi
ఫ్లాపీ	Diskett
డీవీడీ	DVD
రాండమ్ ఏక్సెస్ మెమరీ	RAM
మొదటి పేజీ	Portal:Forside
కేంద్రీయ కార్యసరణి విభాగం	CPU
1959	1959
గ్రాఫైట్	Grafitt
1957	1957
రాతి ఉప్పు	Halitt
ట్రాన్సిస్టర్	Transistor
బాస్కెట్ బాల్	Basketball
క్రికెట్	Cricket
గోల్ఫ్	Golf
డేవిడ్ బౌవీ	David Bowie
ఒలింపిక్ క్రీడలు	Olympiske leker
యురేషియా	Eurasia
గ్రేట్ డేన్	Grand danois
హిమాలయాలు	Himalaya
ఆండీస్ పర్వతాలు	Andes
రాకీ పర్వతాలు	Rocky Mountains
కేప్ టౌన్	Cape Town
డర్బన్	Durban
కాస్పియన్ సముద్రము	Det kaspiske hav
సాల్వడార్ డాలీ	Salvador Dalí
విన్సెంట్ వాన్ గోహ్	Vincent van Gogh
మైఖేలాంజెలో	Michelangelo
పాబ్లో పికాసో	Pablo Picasso
మోడెమ్	Modem
బస్సు	Buss
అబూ నువాస్	Abu Nuwas
లార్డ్ బైరన్	Lord Byron
బాబిలోన్	Babylon
అంటోన్ చెకోవ్	Anton Tsjekhov
చార్లెస్ డికెన్స్	Charles Dickens
పెట్రా	Petra (Jordan)
మక్కా	Mekka
చే గెవారా	Che Guevara
నోవక్ డొకోవిక్	Novak Đoković
కానరీ ద్వీపములు	Kanariøyene
మావో జెడాంగ్	Mao Zedong
చిచేన్ ఇట్జా	Chichen Itza
సంభోగం	Samleie
గాబ్రియల్ గార్సియా మార్క్వెజ్	Gabriel García Márquez
గేథే	Johann Wolfgang von Goethe
