આફ્રિકા	Afrika
ક્રિકેટ વિશ્વ કપ ૨૦૦૭	Verdensmesterskapet i cricket 2007
લીડ્ઝ યુનાઈટેડ ફૂટબૉલ ક્લબ	Leeds United AFC
લિવરપૂલ ફૂટબોલ ક્લબ	Liverpool FC
જયપુર જિલ્લો	Jaipur (distrikt)
સાતારા જિલ્લો	Satara (distrikt)
ડાંગ જિલ્લો	Dang (distrikt)
ઈન્સીડ	INSEAD
કરોડ	Crore
દાળ	Dhal
ક્રિકેટનો બૉલ	Cricketball
કોઝીક્કોડ જિલ્લો	Kozhikode (distrikt)
નદિયા જિલ્લો	Nadia (distrikt)
મિર્જાપુર જિલ્લો	Mirzapur (distrikt)
ગોરખપુર જિલ્લો	Gorakhpur (distrikt)
હઠયોગ પ્રદીપિકા	Hathayoga-pradipika
સંભાર	Sambar
આહાર સુરક્ષા	Matvaresikkerhet
મીન રાશી	Fiskene (stjernetegn)
ડુંગરપુર જિલ્લો	Dungarpur (distrikt)
દેવાસ	Dewas
સંબલપુર જિલ્લો	Sambalpur (distrikt)
વિક્રમાદિત્ય	Kong Vikram og vampyren Baital
શનિદેવ	Shani
કમ્પ્યુટર નેટવર્ક	Datanett
તુમકુર જિલ્લો	Tumkur (distrikt)
આકાશવાણી	All India Radio
સમય માપવાનાં સાધનોનો ઇતિહાસ	Tidtakingens historie
વારાણસી જિલ્લો	Varanasi (distrikt)
હરે કૃષ્ણ મંત્ર	Hare Krishna
રાયબરેલી જિલ્લો	Raebareli (distrikt)
ત્રિપિટક	Tripitaka
ઉદયપુર જિલ્લો	Udaipur (distrikt)
અંડ કોષ	Eggcelle
ડિજિટલ માર્કેટિંગ	Digital markedsføring
મુરાદાબાદ જિલ્લો	Moradabad (distrikt)
જલપાઈગુડી જિલ્લો	Jalpaiguri (distrikt)
કોટ્ટયમ જિલ્લો	Kottayam (distrikt)
જૌનપુર જિલ્લો	Jaunpur (distrikt)
ઇન્સાસ	INSAS
એર્નાકુલમ જિલ્લો	Ernakulam (distrikt)
હનુમાનગઢ જિલ્લો	Hanumangarh (distrikt)
કોલ્લમ જિલ્લો	Kollam (distrikt)
મહારાજગંજ જિલ્લો	Maharajganj (distrikt)
સુલ્તાનપુર જિલ્લો	Sultanpur (distrikt)
તેહરી ગઢવાલ જિલ્લો	Tehri Garhwal (distrikt)
માંકેવી વયંસેવ	Agnes Monica
વયનાડ જિલ્લો	Wayanad (distrikt)
એલચો	Svart kardemomme
યુ.કે. પોસ્ટકોડ્સ	Storbritannias postkoder
વિક્રમ સંવત	Vikram Samvat
જીવ મિલખા સિંઘ	Jeev Milkha Singh
શ્રેણી:ચીન	Kategori:Kina
શ્રેણી:જાપાન	Kategori:Japan
શ્રેણી:ઓસ્ટ્રેલિયા	Kategori:Australia
શ્રેણી:ભારત	Kategori:India
કરૌલી જિલ્લો	Karauli (distrikt)
ગંગાનગર જિલ્લો	Ganganagar (distrikt)
કાસરગોડ જિલ્લો	Kasaragod (distrikt)
જેસલમેર જિલ્લો	Jaisalmer (distrikt)
સિકર જિલ્લો	Sikar (distrikt)
સાંગલી જિલ્લો	Sangli (distrikt)
લોન્ગલેન્ગ જિલ્લો	Longleng (distrikt)
રાયચૂર જિલ્લો	Raichur (distrikt)
જોધપુર જિલ્લો	Jodhpur (distrikt)
રોહતક	Rohtak
શ્રેણી:નેધરલેંડ	Kategori:Nederland
શ્રેણી:પાકિસ્તાન	Kategori:Pakistan
શ્રેણી:પક્ષી	Kategori:Fugler
શ્રેણી:વનસ્પતિ	Kategori:Planter
શ્રેણી:ભૌતિકવિજ્ઞાન	Kategori:Fysikk
શ્રેણી:જીવવિજ્ઞાન	Kategori:Biologi
શ્રેણી:રસાયણવિજ્ઞાન	Kategori:Kjemi
શ્રેણી:ભૂગોળ	Kategori:Geografi
શ્રેણી:વિજ્ઞાન	Kategori:Vitenskap
જળ શુદ્ધિકરણ	Vannrensing
ઝાલાવાડ જિલ્લો	Jhalawar (distrikt)
ઝુનઝુનુન જિલ્લો	Jhunjhunun (distrikt)
સોનપુર જિલ્લો	Subarnapur (distrikt)
પ્રતાપગઢ જિલ્લો	Pratapgarh (distrikt)
સ્ટર્લિંગ સબ મશીનગન	Sterling L2A3
હાવડા જિલ્લો	Howrah (distrikt)
બિલાસપુર જિલ્લો, હિમાચલ પ્રદેશ	Bilaspur (distrikt i Himachal Pradesh)
ઉડ્ડપી જિલ્લો	Udupi (distrikt)
શ્રીનગર જિલ્લો	Srinagar (distrikt)
સવાઇ માધોપુર જિલ્લો	Sawai Madhopur (distrikt)
વ્યાપાર વિશ્લેષણ	Forretningsanalyse
મઊ જિલ્લો	Mau (distrikt)
પલક્કડ જિલ્લો	Palakkad (distrikt)
મુર્શિદાબાદ જિલ્લો	Murshidabad (distrikt)
કોડાગુ જિલ્લો	Kodagu (distrikt)
ગુલાબ જાંબુ	Gulab jamun
એન્ટાર્કટીકા	Antarktis
પ્રતાપગઢ જિલ્લો, રાજસ્થાન	Pratapgarh (distrikt i Rajasthan)
નંદરબાર જિલ્લો	Nandurbar (distrikt)
ઉસ્માનાબાદ જિલ્લો	Osmanabad (distrikt)
રુદ્રાક્ષ	Rudraksha
કૌરવ	Kaurava
સિમ્બા (ડિઝની વર્લ્ડ)	Simba
કારગિલ જિલ્લો	Kargil (distrikt)
નાયબ વડાપ્રધાન	Indias visestatsminister
હાથરસ	Hathras
ઢાંચો:Dts	Mal:Sorterbar dato
કાકરાપાર અણુ શક્તિ મથક	Kakrapar kjernekraftverk
ખંભાત	Cambay
બુલન્દ શહેર જિલ્લો	Bulandshahr (distrikt)
લખિમપુર ખેરી જિલ્લો	Lakhimpur Kheri (distrikt)
ખેડા જિલ્લો	Kheda (distrikt)
મેરઠ જિલ્લો	Meerut (distrikt)
રામનવમી	Ramanavami
રત્નાગિરી જિલ્લો	Ratnagiri (distrikt)
અમરાવતી જિલ્લો	Amravati (distrikt)
અનુગુલ જિલ્લો	Angul (distrikt)
પોરબંદર જિલ્લો	Porbandar (distrikt)
હરદોઇ જિલ્લો	Hardoi (distrikt)
પૂર્વ સિક્કિમ જિલ્લો	East Sikkim (distrikt)
સાબરકાંઠા જિલ્લો	Sabarkantha (distrikt)
ગાંધીનગર જિલ્લો	Gandhinagar (distrikt)
લખનૌ જિલ્લો	Lucknow (distrikt)
મથુરા જિલ્લો	Mathura (distrikt)
અલ્હાબાદ જિલ્લો	Allahabad (distrikt)
એટા જિલ્લો	Etah (distrikt)
ઉત્તરકાશી જિલ્લો	Uttarkashi (distrikt)
ગાજિયાબાદ જિલ્લો	Ghaziabad (distrikt)
રુથ	Rut
પંચમહાલ જિલ્લો	Panchmahal (distrikt)
કોંગ્રેસ	Kongress
નુહ	Nuh
ઉત્તર સિક્કિમ જિલ્લો	North Sikkim (distrikt)
મુરૈના	Morena
ગૌતમ બુદ્ધ નગર જિલ્લો	Gautam Buddha Nagar (distrikt)
નર્મદા જિલ્લો	Narmada (distrikt)
ભોપાલ જિલ્લો	Bhopal (distrikt)
પલામૂ જિલ્લો	Palamu (distrikt)
સોલાપૂર જિલ્લો	Solapur (distrikt)
ચંદ્રપૂર જિલ્લો	Chandrapur (distrikt)
જલગાંવ જિલ્લો	Jalgaon (distrikt)
નૈનિતાલ જિલ્લો	Nainital (distrikt)
કોલ્હાપૂર જિલ્લો	Kolhapur (distrikt)
સુરત જિલ્લો	Surat (distrikt)
સહરાનપુર જિલ્લો	Saharanpur (distrikt)
પુના જિલ્લો	Pune (distrikt)
જુનાગઢ જિલ્લો	Junagadh (distrikt)
નવસારી જિલ્લો	Navsari (distrikt)
બાગપત જિલ્લો	Baghpat (distrikt)
ચમોલી જિલ્લો	Chamoli (distrikt)
બરેલી જિલ્લો	Bareilly (distrikt)
ધુલિયા જિલ્લો	Dhule (distrikt)
આણંદ	Anand (Gujarat)
ગડચિરોલી જિલ્લો	Gadchiroli (distrikt)
યવતમાળ જિલ્લો	Yavatmal (distrikt)
વાશીમ જિલ્લો	Washim (distrikt)
જાલના જિલ્લો	Jalna (distrikt)
દક્ષિણ સિક્કિમ જિલ્લો	South Sikkim (distrikt)
રુદ્રપ્રયાગ જિલ્લો	Rudraprayag (distrikt)
અલમોડા જિલ્લો	Almora (distrikt)
સરગુજા જિલ્લો	Surguja (distrikt)
ઉધમસિંગ નગર જિલ્લો	Udham Singh Nagar (distrikt)
નુઆપડા	Nuapada (distrikt)
ઔરૈયા જિલ્લો	Auraiya (distrikt)
સીતાપુર જિલ્લો	Sitapur (distrikt)
બહરૈચ જિલ્લો	Bahraich (distrikt)
શાહજહાંપુર જિલ્લો	Shahjahanpur (distrikt)
મહોબા	Mahoba
મહામયાનગર જિલ્લો	Mahamaya Nagar (distrikt)
રાયસેન જિલ્લો	Raisen (distrikt)
રાજકોટ જિલ્લો	Rajkot (distrikt)
વિદિશા જિલ્લો	Vidisha (distrikt)
પાટણ જિલ્લો	Patan (distrikt)
ઇટાવા જિલ્લો	Etawah (distrikt)
બાગેશ્વર જિલ્લો	Bageshwar (distrikt)
મહોબા જિલ્લો	Mahoba (distrikt)
રામપુર જિલ્લો	Rampur (distrikt)
સિદ્ધાર્થનગર જિલ્લો	Siddharthnagar (distrikt)
દેહરાદૂન જિલ્લો	Dehradun (distrikt)
ગુડગાંવ જિલ્લો	Gurgaon (distrikt)
હિસાર જિલ્લો	Hisar (distrikt)
મૈનપુરી જિલ્લો	Mainpuri (distrikt)
શ્રીહરિકોટા	Sriharikota
પુરી જિલ્લો	Puri (distrikt)
જલંધર જિલ્લો	Jalandhar (distrikt)
સઇહા જિલ્લો	Saiha (distrikt)
ઇમ્ફાલ પશ્ચિમ જિલ્લો	Imphal West (distrikt)
રાજગઢ જિલ્લો	Rajgarh (distrikt)
કુશીનગર જિલ્લો	Kushinagar (distrikt)
ભિવાની જિલ્લો	Bhiwani (distrikt)
અનિદ્રા	Søvnløshet
મંદસૌર જિલ્લો	Mandsaur (distrikt)
યમુનાનગર જિલ્લો	Yamuna Nagar (distrikt)
રી ભોઇ જિલ્લો	Ri Bhoi (distrikt)
અમરોહા જિલ્લો	Jyotiba Phule Nagar (distrikt)
મંડી જિલ્લો	Mandi (distrikt)
ફાર્રુખાબાદ જિલ્લો	Farrukhabad (distrikt)
પંચકુલા જિલ્લો	Panchkula (distrikt)
બારામૂલા જિલ્લો	Baramulla (distrikt)
મયુરભંજ જિલ્લો	Mayurbhanj (distrikt)
ઓંગોલે	Ongole
જયંતિયા હિલ્સ જિલ્લો	Jaintia Hills (distrikt)
લેહ જિલ્લો	Leh (distrikt)
શિમલા જિલ્લો	Shimla (distrikt)
ગોંડા જિલ્લો	Gonda (distrikt)
ઉન્નાવ જિલ્લો	Unnao (distrikt)
ઝાંસી જિલ્લો	Jhansi (distrikt)
હીરાકુડ બંધ	Hirakud-demningen
હજારીબાગ જિલ્લો	Hazaribagh (distrikt)
પિથોરગઢ જિલ્લો	Pithoragarh (distrikt)
સંત કબીર નગર જિલ્લો	Sant Kabir Nagar (distrikt)
શ્રાવસ્તી જિલ્લો	Shravasti (distrikt)
સંગરુર જિલ્લો	Sangrur (distrikt)
વલસાડ જિલ્લો	Valsad (distrikt)
મોગા જિલ્લો	Moga (distrikt)
કૌશમ્બી જિલ્લો	Kaushambi (distrikt)
ગજપતિ જિલ્લો	Gajapati (distrikt)
ઉધમપુર જિલ્લો	Udhampur (distrikt)
ઐઝવાલ જિલ્લો	Aizawl (distrikt)
લલિતપુર જિલ્લો	Lalitpur (distrikt)
કોલાસિબ જિલ્લો	Kolasib (distrikt)
લુન્ગલેઇ જિલ્લો	Lunglei (distrikt)
મુક્તસર જિલ્લો	Muktsar (distrikt)
જમ્મુ જિલ્લો	Jammu (distrikt)
રાંચી જિલ્લો	Ranchi (distrikt)
ઝાજ્જર જિલ્લો	Jhajjar (distrikt)
લોહરદગ્ગા જિલ્લો	Lohardaga (distrikt)
લાતૂર જિલ્લો	Latur (distrikt)
ચંબા	Chamba
પશ્ચિમી સિંહભૂમ જિલ્લો	West Singhbhum (distrikt)
ચમ્ફાઇ જિલ્લો	Champhai (distrikt)
સ્તોત્ર	Stotra
ચતરા જિલ્લો	Chatra (distrikt)
શ્રેણી:સંદિગ્ધ શીર્ષક વાળાં પાનાં	Kategori:Pekere
શ્રેણી:મનોવિજ્ઞાન	Kategori:Psykologi
છિન્દવાડા જિલ્લો	Chhindwara (distrikt)
ચાડિયો	Fugleskremsel
કોરબા	Korba (India)
ભાસ	Bhāsa
રાયગડ જિલ્લો	Raigarh (distrikt i Maharashtra)
મહેસાણા જિલ્લો	Mehsana (distrikt)
હમીરપુર જિલ્લો, ઉત્તર પ્રદેશ	Hamirpur (distrikt, Uttar Pradesh)
ઉત્તર દિનાજપુર જિલ્લો	Uttar Dinajpur (distrikt)
બાલેશ્વર જિલ્લો	Balasore (distrikt)
દેવાસ જિલ્લો	Dewas (distrikt)
દેવધર જિલ્લો	Deoghar (distrikt)
મોહાલી જિલ્લો	Mohali (distrikt)
માલદહ જિલ્લો	Malda (distrikt)
ગ્વાલિયર જિલ્લો	Gwalior (distrikt)
ઝાબુઆ જિલ્લો	Jhabua (distrikt)
મુંબઈ ઉપનગરી જિલ્લો	Mumbai Suburban (distrikt)
સાગર જિલ્લો	Sagar (distrikt)
ખંડવા જિલ્લો	Khandwa (distrikt)
શાહડોલ જિલ્લો	Shahdol (distrikt)
પૌડી ગઢવાલ જિલ્લો	Pauri Garhwal (distrikt)
કોડરમા જિલ્લો	Koderma (distrikt)
પાનીપત જિલ્લો	Panipat (distrikt)
ફરીદાબાદ જિલ્લો	Faridabad (distrikt)
હમીરપુર જિલ્લો	Hamirpur (distrikt i Himachal Pradesh)
સેરછિપ જિલ્લો	Serchhip (distrikt)
થૌબલ જિલ્લો	Thoubal (distrikt)
લોન્ગતલાઇ જિલ્લો	Lawngtlai (distrikt)
અંબાલા જિલ્લો	Ambala (distrikt)
હિંગોલી જિલ્લો	Hingoli (distrikt)
જાજપુર જિલ્લો	Jajpur (distrikt)
બીરભૂમ જિલ્લો	Birbhum (distrikt)
બાંકુડા જિલ્લો	Bankura (distrikt)
કોલકાતા જિલ્લો	Kolkata (distrikt)
ચિત્રકૂટ જિલ્લો	Chitrakoot (distrikt)
કાનપુર નગર જિલ્લો	Kanpur Nagar (distrikt)
ગરુડ	Ørner
સરદાર સરોવર બંધ	Sardar Sarovar-demningen
બુરહાનપુર જિલ્લો	Burhanpur (distrikt)
હરદા જિલ્લો	Harda (distrikt)
મોકોક્ચુન્ગ જિલ્લો	Mokokchung (distrikt)
ધનુ રાશી	Skytten (stjernetegn)
મેવાત જિલ્લો	Mewat (distrikt)
સિવની જિલ્લો	Seoni (distrikt)
ધનબાદ જિલ્લો	Dhanbad (distrikt)
સોનીપત જિલ્લો	Sonipat (distrikt)
લાતેહાર જિલ્લો	Latehar (distrikt)
અશોકનગર જિલ્લો	Ashoknagar (distrikt)
ગ્રામિણ કામરુપ જિલ્લો	Kamrup (distrikt)
હરદ્વાર જિલ્લો	Haridwar (distrikt)
ખરગોન જિલ્લો	Khargone (distrikt)
રાયગઢ જિલ્લો	Raigarh (distrikt i Chhattisgarh)
કિન્નોર જિલ્લો	Kinnaur (distrikt)
ગુમલા જિલ્લો	Gumla (distrikt)
કોરિયા જિલ્લો	Koriya (distrikt)
રાયપુર જિલ્લો	Raipur (distrikt)
બોકારો જિલ્લો	Bokaro (distrikt)
પાકુડ જિલ્લો	Pakur (distrikt)
સુન્દરગઢ જિલ્લો	Sundargarh (distrikt)
કુપવાડા જિલ્લો	Kupwara (distrikt)
ડોડા જિલ્લો	Doda (distrikt)
સિહોર જિલ્લો, મધ્ય પ્રદેશ	Sehore (distrikt)
શિવપુરી જિલ્લો	Shivpuri (distrikt)
અનૂપપુર જિલ્લો	Anuppur (distrikt)
કોરબા જિલ્લો	Korba (distrikt)
રતલામ જિલ્લો	Ratlam (distrikt)
સેનાપતિ જિલ્લો	Senapati (distrikt)
તમેન્ગલોન્ગ જિલ્લો	Tamenglong (distrikt)
ઉના જિલ્લો	Una (distrikt)
રેવાડી જિલ્લો	Rewari (distrikt)
ચંડેલ જિલ્લો	Chandel (distrikt)
ગિરીડીહ જિલ્લો	Giridih (distrikt)
ગઢવા જિલ્લો	Garhwa (distrikt)
દક્ષિણ ૨૪ પરગણા જિલ્લો	South 24 Parganas (distrikt)
સિંધી	Sindhi
કાંકેર જિલ્લો	Kanker (distrikt)
બરાન જિલ્લો	Baran (distrikt)
મોન જિલ્લો	Mon (distrikt)
મુરૈના જિલ્લો	Morena (distrikt)
પન્ના જિલ્લો	Panna (distrikt)
મુંબઈ શહેરી જિલ્લો	Mumbai City (distrikt)
મંડલા જિલ્લો	Mandla (distrikt)
શ્રીખંડ	Shrikhand
ભિંડ જિલ્લો	Bhind (distrikt)
નીમચ જિલ્લો	Neemuch (distrikt)
રાજનાંદગાંવ જિલ્લો	Rajnandgaon (distrikt)
અદ્વૈત વેદાંત	Advaita vedanta
બરનાલા જિલ્લો	Barnala (distrikt)
ગડગ જિલ્લો	Gadag (distrikt)
બઘેલી ભાષા	Bagheli
બક્સા જિલ્લો	Baksa (distrikt)
સરાઇકેલા ખરસાવાં જિલ્લો	Saraikela Kharsawan (distrikt)
બૌઢ જિલ્લો	Boudh (distrikt)
મુજફ્ફરનગર જિલ્લો	Muzaffarnagar (distrikt)
તૌરાત	Tawrat
ડિંડોરી જિલ્લો	Dindori (distrikt)
સાર્વભૌમ દેશોના રાષ્ટ્રધ્વજોની ચિત્રગેલેરી	Liste over nasjonalflagg
કુરુંગ કુમે જિલ્લો	Kurung Kumey (distrikt)
ટીકમગઢ જિલ્લો	Tikamgarh (distrikt)
સીધી જિલ્લો	Sidhi (distrikt)
શાજાપુર જિલ્લો	Shajapur (distrikt)
મહાસમન્દ જિલ્લો	Mahasamund (distrikt)
કવર્ધા જિલ્લો	Kabirdham (distrikt)
ગુજરાતના જિલ્લાઓ	Distrikter i Gujarat
પૂર્વીય સિંહભૂમ જિલ્લો	East Singhbhum (distrikt)
પાઘડી	Turban
ઉસ્માનાબાદ	Osmanabad
શહેરી કામરુપ જિલ્લો	Kamrup Metropolitan (distrikt)
શ્રાવસ્તી	Shravasti
દામોહ જિલ્લો	Damoh (distrikt)
કોલાર જિલ્લો	Kolar (distrikt)
દીવ જિલ્લો	Diu (distrikt)
ટ્વેનસાંગ જિલ્લો	Tuensang (distrikt)
જાંજગીર-ચમ્પા જિલ્લો	Janjgir-Champa (distrikt)
ચુરાચાંદપુર જિલ્લો	Churachandpur (distrikt)
જશપુર જિલ્લો	Jashpur (distrikt)
દુમકા જિલ્લો	Dumka (distrikt)
સતના જિલ્લો	Satna (distrikt)
રાયગઢા જિલ્લો	Rayagada (distrikt)
સિમડેગા જિલ્લો	Simdega (distrikt)
કૈફાઇર જિલ્લો	Kiphire (distrikt)
હિન્દુધર્મના ઉત્સવો	Hinduistiske høytider
ગાયકવાડ રાજવંશ	Gaekwad
ગુલબર્ગ જિલ્લો	Gulbarga (distrikt)
અલીરાજપુર જિલ્લો	Alirajpur (distrikt)
સિંગરૌલી જિલ્લો	Singrauli (distrikt)
બેટમેન (ચિત્રકથા)	Batman
રાજેન્દ્ર શાહ	Rajendra Keshavlal Shah
એનરોન કૌભાંડ	Enron-skandalen
એન્ડ્ર્યૂ સાયમન્ડ્સ	Andrew Symonds
બજરંગ દળ	Bajrang Dal
આહિર	Abhira
ડો. કે. રાધાકૃષ્ણન	K. Radhakrishnan
પલવલ જિલ્લો	Palwal (distrikt)
કટોકટી કાળ (ભારત)	Unntakstilstanden (India)
કનૌજી ભાષા	Braj-kanauji
કૂચબિહાર જિલ્લો	Cooch Behar (distrikt)
કૃતજ્ઞતા	Takknemlighet
ચન્દૌલી જિલ્લો	Chandauli (distrikt)
તલ	Sesam
માંડ્યા જિલ્લો	Mandya (distrikt)
બાદિયાન	Stjerneanis
શ્રેણી:સ્ટબ	Kategori:Stubber
શ્રેણી:સંસ્કૃતિ	Kategori:Kultur
કણ્ણૂર જિલ્લો	Kannur (distrikt)
કુલ્લૂ જિલ્લો	Kullu (distrikt)
સોલન જિલ્લો	Solan (distrikt)
જામતાડા જિલ્લો	Jamtara (distrikt)
શિમોગા જિલ્લો	Shimoga (distrikt)
જામનગર જિલ્લો	Jamnagar (distrikt)
અનંતનાગ જિલ્લો	Anantnag (distrikt)
પીપળો	Gudefiken
ઢાંચો:સૌરમંડળ	Mal:Solsystem
પટ્ટાઈ	Kjerrhauker
વિકિપીડિયા:HotCat	Wikipedia:HotCat
કૈલાશ સત્યાર્થી	Kailash Satyarthi
ભારતના ઉપરાષ્ટ્રપતિ	Liste over Indias visepresidenter
ઢાંચો:Location map India Gujarat	Mal:Kartposisjon Gujarat
ઢાંચો:Location map India Jammu and Kashmir	Mal:Kartposisjon Jammu og Kashmir
સલગમ	Vanlig nepe
ઢાંચો:ઉક્તિ	Mal:Sitat
કેરી	Mango (frukt)
સર્જિયો માત્તારેલા	Sergio Mattarella
ઢાંચો:Location map Scotland	Mal:Kartposisjon Skottland
વિકિપીડિયા:પ્રબંધક	Wikipedia:Administratorer
શ્રેણી:વ્યક્તિત્વ	Kategori:Personer
શ્રેણી:કલા	Kategori:Kunst
ઇજિપ્ત	Egypt
વિકિપીડિયા:સંદિગ્ધ શીર્ષક	Wikipedia:Flertydige titler
વિકિપીડિયા:શ્રેણી	Wikipedia:Kategorier
રવીન્દ્ર પ્રભાત	Ravindra Prabhat
વિકિપીડિયા:વિકિપરિયોજના	Wikipedia:Underprosjekter
ઢાંચો:Bot	Mal:Bot
વિકિપીડિયા:વિકિપીડિયા શું નથી	Wikipedia:Hva Wikipedia ikke er
કેનેડા	Canada
વિકિપીડિયા:પ્રકાશનાધિકાર	Wikipedia:Opphavsrett
વિકિપીડિયા:પ્રબંધકોનું સૂચનપટ	Wikipedia:Administratorenes oppslagstavle
શ્રેણી:યુરોપ	Kategori:Europa
ઢાંચો:Documentation	Mal:Dokumentasjon
શ્રેણી:રદ કરવા માટેના પાના	Kategori:Sletting
શ્રેણી:સભ્યોની ભાષાઓ	Kategori:Wikipedia-brukere etter språk
વિકિપીડિયા:પાયાના પાંચ સિદ્ધાંત	Wikipedia:Fem søyler
વિકિપીડિયા:નિષ્પક્ષ દૃષ્ટિકોણ	Wikipedia:Objektivitet
વિકિપીડિયા:પ્રારંભિક સંશોધન નહીં	Wikipedia:Original forskning
વિકિપીડિયા:નોંધનીયતા	Wikipedia:Relevanskriterier
વિકિપીડિયા:બાહ્ય કડીઓ	Wikipedia:Retningslinjer for eksterne lenker
વિકિપીડિયા:સહીઓ	Hjelp:Signatur
વિકિપીડિયા:જીવંત વ્યક્તિઓનું જીવન ચરિત્ર	Wikipedia:Biografier om levende personer
મદદ:Footnotes	Wikipedia:Bruk av kilder2
આલિયા ભટ્ટ	Alia Bhatt
ઢાંચો:Softredirect	Mal:Softredirect
ઢાંચો:Delete	Mal:Hurtigsletting
ઢાંચો:Please leave this line alone (sandbox heading)	Mal:Sandkasse
ન્યાયશાસ્ત્ર	Rettsvitenskap
શ્રેણી:ભાષાઓ	Kategori:Språk
શ્રેણી:વિકિપીડિયા	Kategori:Wikipedia
વિકિપીડિયા:General disclaimer	Wikipedia:Generelle forbehold
શ્રેણી:તૂટી ફાઈલ કડીઓને સાથે પાના	Kategori:Sider med brutte fillenker
ઢાંચો:Navbox	Mal:Navboks
કાંગારુ	Kenguruer
ઢાંચો:Track listing	Mal:Musikkalbum
ઢાંચો:Nutshell	Mal:Nøtteskall
ઢાંચો:!	Mal:!
ઢાંચો:Tnavbar	Mal:Tnavbar
ઢાંચો:Code	Mal:Kode
ઢાંચો:0	Mal:0
ઢાંચો:Small	Mal:Small
ઢાંચો:Clear	Mal:Clear
ઢાંચો:Col-break	Mal:Col-break
ઢાંચો:Col-begin	Mal:Col-begin
ઢાંચો:Col-end	Mal:Col-end
ઢાંચો:Trim	Mal:Trim
ઢાંચો:Nowrap	Mal:Nowrap
ઢાંચો:Tooltip	Mal:Abbr
ઢાંચો:Anchor	Mal:Anchor
વિકિપીડિયા:દરેક ભાષાના વિકિપીડિયામાં હોય એવા પ્રારંભિક લેખોની યાદી	Wikipedia:Liste over artikler vi bør ha
શ્રેણી:આફ્રિકા	Kategori:Afrika
શ્રેણી:જુલાઇ	Kategori:Dager i juli
શ્રેણી:જૂન	Kategori:Dager i juni
ઢાંચો:વિકિસ્રોત	Mal:Wikisource
ઢાંચો:Babel	Mal:Babel
ઢાંચો:Commons	Mal:Commons
ઢાંચો:Reflist	Mal:Referanser
વિકિપીડિયા:સંદર્ભ	Wikipedia:Bruk av kilder
ઢાંચો:સ્ટબ	Mal:Stubb
ઢાંચો:See also	Mal:Se også
ઢાંચો:User de	Mal:Bruker de
ઢાંચો:User de-1	Mal:Bruker de-1
ઢાંચો:User en-3	Mal:Bruker en-3
ઢાંચો:User en-2	Mal:Bruker en-2
ઢાંચો:User en-4	Mal:Bruker en-4
ઢાંચો:User en	Mal:Bruker en
ઢાંચો:User de-2	Mal:Bruker de-2
ઢાંચો:User tr	Mal:Bruker tr
ઢાંચો:User fr	Mal:Bruker fr
શ્રેણી:ફેબ્રુઆરી	Kategori:Dager i februar
શ્રેણી:એશિયા	Kategori:Asia
શ્રેણી:ચીલી	Kategori:Chile
ઢાંચો:Mod	Mal:Mod
શ્રેણી:૧૯૧૦	Kategori:1910
ઢાંચો:સ્વાગત	Mal:Reg-velkommen
ઢાંચો:Wikipediasister	Mal:Søsterprosjekt
ઢાંચો:Image label	Mal:Image label
ઢાંચો:અધિકૃત જાળસ્થળ	Mal:Offisielt nettsted
ઢાંચો:Infobox television	Mal:Infobox Television
ઢાંચો:ભૌગોલિક સ્થાન	Mal:Geografisk plassering
ઢાંચો:માહિતીચોકઠું સંગીત કલાકાર	Mal:Infoboks musiker
ઢાંચો:Collapsible list	Mal:Sammenleggbar liste
ઢાંચો:Es icon	Mal:Es icon
ઢાંચો:Ambox	Mal:Amboks
ઢાંચો:Wikipedia category	Mal:Wikipedia-kategori
ઢાંચો:Dubious	Mal:Omstridt
ઢાંચો:Hide in print	Mal:Gjem ved utskrift
ઢાંચો:Infobox magazine	Mal:Infoboks forskningstidsskrift
ઢાંચો:Navigation templates	Mal:Navigational templates
ઢાંચો:Infobox school	Mal:Infoboks skole
ઢાંચો:Refimprove	Mal:Refforbedre
ઢાંચો:માહિતીચોકઠું દેશ	Mal:Infoboks land2
ઢાંચો:Infobox Software	Mal:Infoboks programvare
ઢાંચો:Infobox airline	Mal:Infoboks flyselskap
ઢાંચો:Str left	Mal:Str left
ઢાંચો:Str sub long	Mal:Str sub
ઢાંચો:Audio	Mal:Audio
ઢાંચો:Flat list	Mal:Flatlist
ઢાંચો:Used in system	Mal:Brukes av systemet
ઢાંચો:Tmbox	Mal:Tmbox
ઢાંચો:S-start	Mal:S-start
ઢાંચો:Facebook	Mal:Facebook
ઢાંચો:માહિતીચોકઠું કંપની	Mal:Infoboks firma
ઢાંચો:Cite news	Mal:Kilde avis
ઢાંચો:Family tree	Mal:Stamtre
ઢાંચો:ઉમદા લેખ	Mal:Utmerket
ઢાંચો:માહિતીચોકઠું રાજવી	Mal:Infoboks monark
શ્રેણી:પેરિસ	Kategori:Paris
શ્રેણી:User en-4	Kategori:Bruker en-4
શ્રેણી:User en	Kategori:Bruker en
શ્રેણી:User en-2	Kategori:Bruker en-2
ઢાંચો:Infobox	Mal:Infoboks
ઢાંચો:Main other	Mal:Main other
ઢાંચો:Image class names	Mal:Image class names
ઢાંચો:User zh	Mal:Bruker zh
ઢાંચો:Documentation/start box	Mal:Dokumentasjon/start boks
ઢાંચો:Documentation/end box2	Mal:Dokumentasjon/end boks 2
