Aprika	Afrika
Nuremberg	Nürnberg
1999	1999
1917	1917
1918	1918
Pagkain	Mat
Edmonton	Edmonton
Ahas	Slanger
Jacques Chirac	Jacques Chirac
Bilis ng liwanag	Lysets hastighet
Pakikipagtalik sa pamamagitan ng bibig	Oralsex
Regina, Saskatchewan	Regina (Saskatchewan)
Victoria, British Columbia	Victoria (Britisk Columbia)
Winnipeg	Winnipeg
Totma	Totma
Halifax, Nova Scotia	Halifax (Nova Scotia)
Syktyvkar	Syktyvkar
Cherepovets	Tsjerepovets
Lungsod ng Québec	Québec (by)
Enero 1	1. januar
Enero 2	2. januar
1920	1920
Enero 3	3. januar
1919	1919
Valencia, Bukidnon	Valencia City
1921	1921
Nenets Autonomous Okrug	Nenetsk
1922	1922
Enero 4	4. januar
1923	1923
1924	1924
Naryan-Mar	Narjan-Mar
Riau	Riau
Sosyalistang Pederatibong Republikang Sobyet ng Rusya	Den russiske sovjetiske føderative sosialistrepublikk
Georges Pompidou	Georges Pompidou
Leningrad Oblast	Leningrad oblast
Romulus at Remus	Romulus og Remus
Planetang unano	Dvergplanet
Enero 5	5. januar
Pskov	Pskov
Pskov Oblast	Pskov oblast
Syzran	Syzran
Enero 6	6. januar
Lalawigan ng Kapuluan ng Riau	Kepulauan Riau
Elektron	Elektron
Enero 7	7. januar
Enero 8	8. januar
Veliky Novgorod	Novgorod
Enero 9	9. januar
Novgorod Oblast	Novgorod oblast
Enero 10	10. januar
Nizhny Novgorod Oblast	Nizjnij Novgorod oblast
Enero 11	11. januar
Enero 12	12. januar
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Scipio Africanus
Enero 13	13. januar
Birmingham	Birmingham
Enero 14	14. januar
Enero 15	15. januar
Enero 16	16. januar
Tom Hanks	Tom Hanks
Enero 17	17. januar
Enero 18	18. januar
Enero 19	19. januar
Enero 20	20. januar
Rebolusyong Industriyal	Den industrielle revolusjon
Enero 21	21. januar
Enero 22	22. januar
Enero 23	23. januar
Imperyong Romano	Det romerske keiserriket
Enero 24	24. januar
Enero 25	25. januar
Minsk	Minsk
Enero 26	26. januar
Microsoft	Microsoft
Enero 27	27. januar
Enero 28	28. januar
Enero 29	29. januar
Enero 30	30. januar
Tver	Tver
Enero 31	31. januar
Tver Oblast	Tver oblast
Proton	Proton
Disyembre 2	2. desember
Disyembre 1	1. desember
Disyembre 3	3. desember
Disyembre 7	7. desember
Disyembre 5	5. desember
Disyembre 8	8. desember
Disyembre 10	10. desember
Disyembre 6	6. desember
Disyembre 9	9. desember
Pink Floyd	Pink Floyd
Disyembre 4	4. desember
Pebrero 1	1. februar
Pebrero 2	2. februar
Sodium chloride	Koksalt
Pebrero 3	3. februar
Kurów	Kurów
Pebrero 4	4. februar
Pebrero 5	5. februar
Pebrero 6	6. februar
Pebrero 7	7. februar
Pebrero 8	8. februar
Pebrero 9	9. februar
Pebrero 10	10. februar
Kimika	Kjemi
Led Zepellin	Led Zeppelin
Pebrero 14	14. februar
Pebrero 13	13. februar
Pebrero 15	15. februar
Pebrero 11	11. februar
Pebrero 12	12. februar
Smolensk	Smolensk
Pebrero 19	19. februar
Pebrero 17	17. februar
Pebrero 16	16. februar
Pebrero 18	18. februar
Pebrero 20	20. februar
Mapanuring kimika	Analytisk kjemi
Smolensk Oblast	Smolensk oblast
Neutron	Nøytron
69 (posisyong pangpagtatalik)	69 (sexstilling)
Pebrero 21	21. februar
Pebrero 22	22. februar
Pebrero 23	23. februar
Pebrero 24	24. februar
Pebrero 25	25. februar
Pebrero 26	26. februar
27	27
Pebrero 27	27. februar
Pebrero 28	28. februar
Disyembre 11	11. desember
Pebrero 29	29. februar
Disyembre 12	12. desember
Disyembre 13	13. desember
Disyembre 14	14. desember
Disyembre 15	15. desember
Marso 2	2. mars
Marso 3	3. mars
Marso 5	5. mars
Marso 1	1. mars
Marso 7	7. mars
Marso 8	8. mars
Marso 4	4. mars
Marso 10	10. mars
Marso 11	11. mars
Marso 6	6. mars
Marso 13	13. mars
Marso 9	9. mars
Marso 12	12. mars
Marso 15	15. mars
Marso 14	14. mars
Disyembre 16	16. desember
Disyembre 17	17. desember
Marso 16	16. mars
Marso 17	17. mars
Marso 18	18. mars
Yaroslavl	Jaroslavl
Marso 19	19. mars
1989	1989
1988	1988
Marso 20	20. mars
1987	1987
1986	1986
1985	1985
1984	1984
Marso 21	21. mars
1983	1983
Marso 22	22. mars
1982	1982
1981	1981
Disyembre 18	18. desember
1980	1980
Marso 23	23. mars
Yaroslavl Oblast	Jaroslavl oblast
Mogadiscio	Mogadishu
Disyembre 19	19. desember
Marso 24	24. mars
Marso 25	25. mars
Disyembre 20	20. desember
Marso 26	26. mars
Marso 27	27. mars
Marso 28	28. mars
Marso 29	29. mars
Marso 30	30. mars
Marso 31	31. mars
Nassau	Nassau (Bahamas)
Galaksiyang Andromeda	Andromedagalaksen
Sanaa	Sanaá
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Karang ng Tarawa	Tarawa
Digmaan ng Tatlumpung Taon	Tredveårskrigen
Papa Benedicto XVI	Benedikt XVI
Abril 15	15. april
Abril 13	13. april
Abril 12	12. april
Abril 14	14. april
Abril 11	11. april
Abril 10	10. april
Abril 8	8. april
Abril 9	9. april
Abril 7	7. april
Abril 6	6. april
Abril 5	5. april
Abril 4	4. april
Abril 3	3. april
Abril 1	1. april
Abril 2	2. april
Teleskopyong Pangkalawakang Hubble	Hubble-teleskopet
Abril 16	16. april
Abril 17	17. april
Abril 18	18. april
Abril 19	19. april
Abril 20	20. april
Abril 21	21. april
Abril 22	22. april
Abril 23	23. april
Abril 24	24. april
Gerhard Schröder	Gerhard Schröder
Abril 25	25. april
Abril 26	26. april
Abril 27	27. april
Abril 28	28. april
Abril 29	29. april
Abril 30	30. april
Likas na satelayt	Naturlig satellitt
Joachim Gauck	Joachim Gauck
Pagkatuto ng makina	Maskinlæring
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Mayo 1	1. mai
Mayo 2	2. mai
Mayo 3	3. mai
Mayo 4	4. mai
Mayo 5	5. mai
Mayo 6	6. mai
Mayo 7	7. mai
Mayo 8	8. mai
Mayo 9	9. mai
Mayo 10	10. mai
Mayo 11	11. mai
Mayo 12	12. mai
Mayo 13	13. mai
Mayo 14	14. mai
Mayo 15	15. mai
Titan (buwan)	Titan (måne)
Mayo 16	16. mai
Mayo 17	17. mai
Mayo 18	18. mai
Mayo 19	19. mai
Mayo 20	20. mai
Mayo 21	21. mai
Mayo 22	22. mai
Mayo 23	23. mai
Mayo 24	24. mai
Mayo 25	25. mai
Mayo 26	26. mai
Mayo 27	27. mai
Mayo 28	28. mai
Mayo 29	29. mai
Mayo 30	30. mai
Mayo 31	31. mai
Kostroma	Kostroma
Kostroma Oblast	Kostroma oblast
Paul McCartney	Paul McCartney
Disyembre 21	21. desember
Papa Pio XII	Pius XII
Hunyo 14	14. juni
Hunyo 15	15. juni
Hunyo 13	13. juni
Hunyo 10	10. juni
Hunyo 7	7. juni
Hunyo 11	11. juni
Hunyo 9	9. juni
Hunyo 12	12. juni
Hunyo 6	6. juni
Hunyo 8	8. juni
Hunyo 5	5. juni
Hunyo 3	3. juni
Hunyo 2	2. juni
Hunyo 1	1. juni
Hunyo 4	4. juni
Ivanovo	Ivanovo
Ringo Starr	Ringo Starr
Napoli (lungsod)	Napoli
Disyembre 22	22. desember
10 Hygiea	10 Hygiea
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
Hunyo 16	16. juni
Ivanovo Oblast	Ivanovo oblast
Lungsod ng Palermo	Palermo
Hunyo 30	30. juni
Hunyo 29	29. juni
Hunyo 28	28. juni
Hunyo 26	26. juni
Hunyo 25	25. juni
Hunyo 22	22. juni
Hunyo 27	27. juni
Hunyo 24	24. juni
Hunyo 20	20. juni
Hunyo 23	23. juni
Hunyo 19	19. juni
Hunyo 18	18. juni
Hunyo 21	21. juni
Hunyo 17	17. juni
Disyembre 23	23. desember
Wilhelm II, Emperador ng Alemanya	Vilhelm II av Tyskland
Bruce Willis	Bruce Willis
Vladimir	Vladimir
Arnold Schwarzenegger	Arnold Schwarzenegger
Hulyo 15	15. juli
Hulyo 13	13. juli
Hulyo 12	12. juli
Hulyo 10	10. juli
Hulyo 9	9. juli
Hulyo 14	14. juli
Hulyo 8	8. juli
Hulyo 7	7. juli
Hulyo 6	6. juli
Hulyo 5	5. juli
Hulyo 2	2. juli
Hulyo 4	4. juli
Hulyo 3	3. juli
Hulyo 1	1. juli
Hulyo 11	11. juli
Vladimir Oblast	Vladimir oblast
Disyembre 24	24. desember
Sasha Grey	Sasha Grey
Hulyo 31	31. juli
Hulyo 30	30. juli
Hulyo 29	29. juli
Hulyo 28	28. juli
Hulyo 27	27. juli
Hulyo 25	25. juli
Hulyo 24	24. juli
Hulyo 23	23. juli
Hulyo 26	26. juli
Hulyo 22	22. juli
Hulyo 19	19. juli
Hulyo 21	21. juli
Hulyo 20	20. juli
Hulyo 17	17. juli
Hulyo 18	18. juli
Hulyo 16	16. juli
Futbol	Fotball
Disyembre 25	25. desember
Ryazan	Rjazan
Lungsod ng Siena	Siena
Ryazan Oblast	Rjazan oblast
1963	1963
Urbino	Urbino
Disyembre 26	26. desember
Holocaust	Holocaust
1962	1962
IPhone	IPhone
Tula, Russia	Tula (Tula)
Agosto 14	14. august
Agosto 15	15. august
Agosto 13	13. august
Agosto 12	12. august
Agosto 11	11. august
Agosto 10	10. august
Agosto 8	8. august
Agosto 7	7. august
Agosto 9	9. august
Agosto 5	5. august
Agosto 4	4. august
Agosto 2	2. august
Agosto 3	3. august
Agosto 6	6. august
Agosto 1	1. august
Geronimo	Geronimo
Tula Oblast	Tula oblast
Magkapatid na Grimm	Brødrene Grimm
Disyembre 27	27. desember
Bryansk	Brjansk
Madrid	Madrid
Elton John	Elton John
Bryansk Oblast	Brjansk oblast
Submarino	Undervannsbåt
Agosto 16	16. august
Coca-Cola	Coca-Cola
Agosto 29	29. august
Agosto 28	28. august
Agosto 30	30. august
Agosto 25	25. august
Agosto 26	26. august
Agosto 23	23. august
Agosto 27	27. august
Agosto 21	21. august
Agosto 20	20. august
Agosto 24	24. august
Agosto 18	18. august
Agosto 17	17. august
Agosto 22	22. august
Agosto 19	19. august
Agosto 31	31. august
Michael Jackson	Michael Jackson
Disyembre 28	28. desember
Kaluga	Kaluga
Trangkaso	Influensa
Bogotá	Bogotá
Kaluga Oblast	Kaluga oblast
Brasilia	Brasília
Marijuana	Cannabis (rusmiddel)
Setyembre 15	15. september
Setyembre 14	14. september
Setyembre 13	13. september
Setyembre 12	12. september
Setyembre 8	8. september
Setyembre 11	11. september
Setyembre 7	7. september
Setyembre 10	10. september
Setyembre 5	5. september
Setyembre 4	4. september
Setyembre 9	9. september
Setyembre 2	2. september
Setyembre 6	6. september
Setyembre 1	1. september
Setyembre 3	3. september
Disyembre 29	29. desember
Alaksandr Łukašenka	Aleksandr Lukasjenko
Lungsod ng Lima	Lima
Setyembre 30	30. september
Setyembre 29	29. september
Setyembre 28	28. september
Setyembre 27	27. september
Setyembre 26	26. september
Setyembre 25	25. september
Santiago, Tsile	Santiago de Chile
Setyembre 23	23. september
Setyembre 22	22. september
Setyembre 24	24. september
Setyembre 21	21. september
Setyembre 20	20. september
Setyembre 18	18. september
Setyembre 17	17. september
Sosyalistang Republikang Sobyetikang ng Belorusya	Den hviterussiske sosialistiske sovjetrepublikk
Setyembre 19	19. september
Setyembre 16	16. september
Quito	Quito
Disyembre 30	30. desember
Sucre	Sucre (Bolivia)
Disyembre 31	31. desember
Oktubre 1	1. oktober
Oktubre 15	15. oktober
Oktubre 12	12. oktober
Oktubre 10	10. oktober
Oktubre 14	14. oktober
Oktubre 9	9. oktober
Oktubre 8	8. oktober
Oktubre 13	13. oktober
Oktubre 7	7. oktober
Oktubre 11	11. oktober
Oktubre 6	6. oktober
Oktubre 4	4. oktober
Oktubre 5	5. oktober
Oktubre 3	3. oktober
Oktubre 2	2. oktober
Asuncion	Asunción
Kambing	Geit
Palasyo ng Bersalyes	Slottet i Versailles
Oktubre 31	31. oktober
Oktubre 30	30. oktober
Oktubre 29	29. oktober
Oktubre 28	28. oktober
Oktubre 26	26. oktober
Oktubre 25	25. oktober
Oktubre 24	24. oktober
Oktubre 27	27. oktober
Oktubre 22	22. oktober
Oktubre 23	23. oktober
Oktubre 20	20. oktober
Oktubre 21	21. oktober
Oktubre 19	19. oktober
Oktubre 17	17. oktober
Oktubre 16	16. oktober
Oktubre 18	18. oktober
Katedral	Katedral
Kalayaan	Frihet
Nobyembre 15	15. november
Nobyembre 14	14. november
Nobyembre 13	13. november
Nobyembre 12	12. november
Nobyembre 11	11. november
Nobyembre 10	10. november
Nobyembre 7	7. november
Nobyembre 8	8. november
Nobyembre 9	9. november
Nobyembre 6	6. november
Nobyembre 5	5. november
Nobyembre 4	4. november
Nobyembre 3	3. november
Nobyembre 2	2. november
Nobyembre 1	1. november
Amy Johnson	Amy Johnson
Paramaribo	Paramaribo
2 Pallas	2 Pallas
3 Juno	3 Juno
ICarly	ICarly
Nobyembre 30	30. november
Nobyembre 29	29. november
Nobyembre 28	28. november
Nobyembre 27	27. november
Nobyembre 26	26. november
Nobyembre 25	25. november
Nobyembre 23	23. november
Nobyembre 24	24. november
Nobyembre 21	21. november
Nobyembre 20	20. november
Nobyembre 22	22. november
Nobyembre 19	19. november
Nobyembre 18	18. november
Nobyembre 17	17. november
Nobyembre 16	16. november
4 Vesta	4 Vesta
Katmandu	Katmandu
Belmopan	Belmopan
Carlomagno	Karl den store
San José, Costa Rica	San José
San Salvador	San Salvador
Canberra	Canberra
Io (buwan)	Io (måne)
Oryol Oblast	Orjol oblast
Sydney	Sydney
Lunti	Grønn
Callisto (buwan)	Callisto (måne)
Melbourne	Melbourne
Pula	Rød
Europa (buwan)	Europa (måne)
Muon	Myon
Kursk	Kursk
Ganymede (buwan)	Ganymedes (måne)
Kursk Oblast	Kursk oblast
Perth, Kanlurang Australya	Perth (Australia)
Apoy	Ild
Photon	Foton
Kanlurang Australya	Vest-Australia
New South Wales	New South Wales
Positron	Positron
Hilagang Teritoryo	Nordterritoriet
Tegucigalpa	Tegucigalpa
Amalthea (buwan)	Amalthea (måne)
Managua	Managua
Gluon	Gluon
Charles Martel	Karl Martell
Enceladus (buwan)	Enceladus (måne)
Lungsod ng Panama	Panama by
Titania (buwan)	Titania
Belgorod	Belgorod
Lourdes	Lourdes
Belgorod Oblast	Belgorod oblast
George Orwell	George Orwell
Umbriel (buwan)	Umbriel (måne)
Ariel (buwan)	Ariel (måne)
Amelia Earhart	Amelia Earhart
Antiochus IV Epiphanes	Antiokos IV Epifanes
Triton (buwan)	Triton (måne)
Aosta	Aosta
Seleucus II Callinicus	Selevkos II Kallinikos
Ilog Nilo	Nilen
Sirius	Sirius
Voronezh	Voronezj
Lungsod ng Perugia	Perugia
Voronezh Oblast	Voronezj oblast
L’Aquila (lungsod)	L'Aquila
Lipetsk	Lipetsk
Sumatra	Sumatra
Ilog Congo	Kongo (elv)
Lipetsk Oblast	Lipetsk oblast
Tambov	Tambov
Tambov Oblast	Tambov oblast
Rabat	Rabat
Kometa	Komet
Arhel	Alger
Tunis	Tunis
Rostov Oblast	Rostov oblast
Tripoli	Tripoli
Silangang Haba	Jawa Timur
Rede Globo	Rede Globo
Lungsod ng Djibouti	Djibouti (by)
Antofagasta	Antofagasta
Teherán	Teheran
Adis Abeba	Addis Abeba
Jakarta	Jakarta
Verbania	Verbania
Ankara	Ankara
Asmara	Asmara
Krasnodar	Krasnodar
NDjamena	N'Djamena
Niamey	Niamey
Krasnodar Krai	Krasnodar kraj
Nouakchott	Nouakchott
Riad	Riyadh
1961	1961
Bamako	Bamako
Talampakan (yunit)	Fot (måleenhet)
Belgrado	Beograd
Dakar	Dakar
Kanlurang Haba	Jawa Barat
Banjul	Banjul
Conakry	Conakry
Adygea	Adygia
Bissau	Bissau
Kategorya:Mga suleras sa Wikipedia	Kategori:Maler
Monrovia	Monrovia
Praia	Praia
Maykop	Majkop
1960	1960
Java (pulo)	Java (øy)
Kategorya:Wikipedia template categories	Kategori:Maler etter tema
Accra	Accra
Damasko	Damaskus
Yamoussoukro	Yamoussoukro
Ouagadougou	Ouagadougou
Freetown	Freetown
Ilog Amasona	Amazonas
Abuja	Abuja
Lomé	Lomé
Kalimantan	Kalimantan
Porto-Novo	Porto-Novo
Aman	Amman
Jaunde	Yaoundé
Kategorya:Sports templates	Kategori:Sportsmaler
Selebes	Sulawesi
Malabo	Malabo
Volgograd Oblast	Volgograd oblast
Beirut	Beirut
Libreville	Libreville
Maskate	Muskat (Oman)
Kapuluang Maluku	Molukkene
Bangui	Bangui
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Nicosia	Nikosia
Kigali	Kigali
Doha	Doha
Asteroyd	Asteroide
Dodoma	Dodoma
Nairobi	Nairobi
Neurosikolohiya	Nevropsykologi
Lilongwe	Lilongwe
Lusaka	Lusaka
Manama	Manama
Eklipse ng araw	Solformørkelse
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni, Komoros	Moroni
Mbabane	Mbabane
Galicia (Espanya)	Galicia (Spania)
Maseru	Maseru
Paaralan	Skole
Antananarivo	Antananarivo
Pamantasan	Universitet
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly
Pretoria	Pretoria
Astrakhan	Astrakhan
Port Louis	Port Louis
Pingpong	Bordtennis
San Tomas	São Tomé
Asturias (Espanya)	Asturias
Windhoek	Windhoek
Supernoba	Supernova
Wikipedia:Sanayan	Wikipedia:Sandkasse
Victoria, Seychelles	Victoria (Seychellene)
Astrakhan Oblast	Astrakhan oblast
Lokal na pangkat	Den lokale gruppen
Wikipedia:Maligayang pagdating!	Wikipedia:Introduksjon
Cantabria	Cantabria
Tahanan	Hus
Kalmykia	Kalmykia
Neubrandenburg	Neubrandenburg
Hardware (kompyuter)	Maskinvare
Alhebra	Algebra
Elista	Elista
Bayang Basko	Baskerland (autonom region)
Anatomiya ng tao	Menneskets anatomi
Mapa	Kart
Nafarroa	Navarra
Ilog	Elv
Ramesses X	Ramses X av Egypt
Tara Strong	Tara Strong
Duke Ellington	Duke Ellington
Osasco	Osasco
Aragón	Aragón
CeeLo Green	CeeLo Green
36 BC	36 f.Kr.
20 BC	20 f.Kr.
40 BC	40 f.Kr.
39 BC	39 f.Kr.
37 BC	37 f.Kr.
Eschweiler	Eschweiler (Rheinland)
22 BC	22 f.Kr.
Amonya	Ammoniakk
38 BC	38 f.Kr.
Fujairah	Fujairah
Glasgow	Glasgow
28 BC	28 f.Kr.
Pion	Pion
18 BC	18 f.Kr.
15 BC	15 f.Kr.
33 BC	33 f.Kr.
Chris Rock	Chris Rock
30 BK	30 f.Kr.
12 BC	12 f.Kr.
Ligiran	Bane
Paliparan ng Dong Hoi	Dong Hoi lufthavn
Kalawakan	Ytre rom
45 BC	45 f.Kr.
Wetzlar	Wetzlar
46 BC	46 f.Kr.
41 BC	41 f.Kr.
49 BC	49 f.Kr.
42 BC	42 f.Kr.
25 BC	25 f.Kr.
47 BC	47 f.Kr.
10 BK	10 f.Kr.
Daksipat	Teleskop
James Coburn	James Coburn
Kategorya:Kasaysayan ng Malaysia	Kategori:Malaysias historie
Miley Cyrus	Miley Cyrus
Motherboard	Hovedkort
Kategorya:Kasaysayan ng Bangladesh	Kategori:Bangladeshs historie
Kategorya:Kasaysayan ng Bhutan	Kategori:Bhutans historie
Rodger Bumpass	Rodger Bumpass
Kategorya:Lutuing Griyego	Kategori:Gresk mat
Primorsky Krai	Primorskij kraj
Kategorya:Kasaysayan ng Arabyang Saudi	Kategori:Saudi-Arabias historie
Kategorya:Kasaysayan ng Indonesya	Kategori:Indonesias historie
Jimmy Bennett	Jimmy Bennett
Kategorya:Kasaysayan ng Taiwan	Kategori:Taiwans historie
Kategorya:Stub (Suwesya)	Kategori:Sverigestubber
Curitiba	Curitiba
Kategorya:Mga lansangan ayon sa bansa	Kategori:Veier etter område
Pangaea	Pangea
Kanlurang Aprika	Vest-Afrika
Kategorya:Kasaysayan ng Turkiya	Kategori:Tyrkias historie
Gubat	Skog
Kategorya:Kasaysayan ng Silangang Timor	Kategori:Øst-Timors historie
Kategorya:Kasaysayan ng Hapon	Kategori:Japans historie
Kategorya:1888	Kategori:1888
Zichyújfalu	Zichyújfalu
Kategorya:Blattodea	Kategori:Kakerlakker
Hard disk drive	Platelager
Papa Pío VIII	Pius VIII
Kategorya:Artiodactyla	Kategori:Partåede hovdyr
Papa Benedicto XV	Benedikt XV
Khabarovsk	Khabarovsk
Jennette McCurdy	Jennette McCurdy
Clancy Brown	Clancy Brown
Kategorya:Ipinanganak noong 1421	Kategori:Fødsler i 1421
Kategorya:Squamata	Kategori:Skjellkrypdyr
Hukbong dagat	Marine
Lalawigan ng Kotayk	Kotajk
Victorious	Victorious
Kooperatiba	Samvirke
Kategorya:Lutuing Ukranyano	Kategori:Ukrainsk mat
Kategorya:Kasaysayan ng Afghanistan	Kategori:Afghanistans historie
O-Zone	O-Zone
Kategorya:Kasaysayan ng Biyetnam	Kategori:Vietnams historie
Kategorya:Kasaysayan ng Pakistan	Kategori:Pakistans historie
Kategorya:1421	Kategori:1421
Sean Connery	Sean Connery
Kategorya:People infobox templates	Kategori:Infobokser person
Aklat ni Job	Jobs bok
Aklat ng mga Kawikaan	Salomos ordspråk
Anne Frank	Anne Frank
Confucius	Konfucius
Sarah Bernhardt	Sarah Bernhardt
Kategorya:Kasaysayan ng Irak	Kategori:Iraks historie
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnabal	Karneval
Kategorya:Matematika	Kategori:Matematikk
Kategorya:Kasaysayan ng Mongolia	Kategori:Mongolias historie
Kapuluang Peroe	Færøyene
Surat	Surat
Kategorya:Kasaysayan ng India	Kategori:Indias historie
Mohamed Morsi	Mohammed Mursi
Barbra Streisand	Barbra Streisand
Kategorya:Kasaysayan ng Pilipinas	Kategori:Filippinenes historie
Bali, Indonesya	Bali
Hupiter (mitolohiya)	Jupiter (gud)
Sherlock Holmes	Sherlock Holmes
107 BK	107 f.Kr.
Renasimiyento	Renessansen
143 BC	143 f.Kr.
Dukado ng Borgonya	Hertugdømmet Burgund
126 BC	126 f.Kr.
116 BC	116 f.Kr.
136 BC	136 f.Kr.
113 BK	113 f.Kr.
Pugad	Fuglerede
140 BC	140 f.Kr.
Kategorya:Gruiformes	Kategori:Tranefugler
150 BC	150 f.Kr.
Kategorya:Ipinanganak noong 1888	Kategori:Fødsler i 1888
130 BC	130 f.Kr.
1488	1488
Kategorya:Kasaysayan ng Iran	Kategori:Irans historie
Kategorya:Kasaysayan ng Singapore	Kategori:Singapores historie
Jimmy Kimmel	Jimmy Kimmel
Euro	Euro
Dolyar ng Estados Unidos	Amerikansk dollar
Dagat Mediteraneo	Middelhavet
Kategorya:Stub (Pinlandiya)	Kategori:Finlandstubber
Republika ng Venezia	Republikken Venezia
Kategorya:Heograpiya ng New Zealand	Kategori:New Zealands geografi
Jason Lee	Jason Lee
Hangzhou	Hangzhou
Herman Melville	Herman Melville
Kristiyanismo	Kristendom
1004	1004
Garona	Garonne
Seattle, Washington	Seattle
Pader ng Berlin	Berlinmuren
Ilog Ganges	Ganges
Palay	Ris
Baltimore, Maryland	Baltimore
Nadym	Nadym
Celine Dion	Céline Dion
Kontinente	Kontinent
Adelaide	Adelaide
Ibon	Fugler
Dagestan	Dagestan
Kabisera	Hovedstad
Monzón	Monzón
Padron:Islam	Mal:Islam
Wikang Portuges	Portugisisk
Buwan (panahon)	Måned
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
Padron:Portada	Mal:Portal
1948	1948
Bilateria	Bilaterier
Eumetazoa	Vevsdyr
Kinorhyncha	Kinorhyncher
Priapulida	Priapulider
Nematode	Rundormer
Nematomorpha	Taglormer
Chechnya	Tsjetsjenia
1949	1949
Onychophora	Fløyelsdyr
Tardigrada	Bjørnedyr
Grozny	Groznyj
Almazán	Almazán
Stavropol	Stavropol
Stavropol Krai	Stavropol kraj
Huang Xianfan	Huang Xian-fan
Ingushetia	Ingusjetia
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
Hilagang Osetya-Alania	Nord-Ossetia
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
Hippocrates	Hippokrates
Kabardino-Balkaria	Kabardino-Balkaria
1944	1944
1952	1952
Diyamante	Diamant
Bill Gates	Bill Gates
Wikang Hapones	Japansk
Monitor ng kompyuter	Skjerm (monitor)
Ensiklopedya	Encyklopedi
Floppy disk	Diskett
DVD	DVD
Random access memory	RAM
Unang Pahina	Portal:Forside
CPU	CPU
1959	1959
1957	1957
Resistor	Motstand (resistor)
Kapasitor	Kondensator (elektrisk)
Cherkessk	Tsjerkessk
Karachay-Cherkessia	Karatsjajevo-Tsjerkessia
Saratov	Saratov
Charles Lyell	Charles Lyell
Saratov Oblast	Saratov oblast
Orenburg	Orenburg
Orenburg Oblast	Orenburg oblast
Transistor	Transistor
Mordovia	Mordovia
Saransk	Saransk
1214	1214
1215	1215
Beysbol	Baseball
Basketbol	Basketball
1216	1216
Kriket	Cricket
Golp	Golf
Rugbi	Rugby (sport)
1217	1217
1218	1218
Kirov, Kirov Oblast	Kirov (Kirov oblast)
Karera ng mga sasakyang de-motor	Bilsport
Kirov Oblast	Kirov oblast
1219	1219
Palarong Olimpiko	Olympiske leker
1220	1220
1221	1221
Louis Blériot	Louis Blériot
1222	1222
1223	1223
Perm Krai	Perm kraj
1224	1224
1225	1225
1226	1226
Hitita	Hettittene
1227	1227
1228	1228
1229	1229
1230	1230
Ilog Yangtze	Chang Jiang
1231	1231
1232	1232
1233	1233
Udmurtia	Udmurtia
1234	1234
1235	1235
Izhevsk	Izjevsk
1236	1236
Siberia	Sibir
1237	1237
Francisco de Goya	Francisco Goya
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Anemia	Anemi
Mari El	Mari El
Yoshkar-Ola	Josjkar-Ola
Himalaya	Himalaya
Andes	Andes
Sverdlovsk Oblast	Sverdlovsk oblast
Bulubunduking Rocky	Rocky Mountains
Cape Town	Cape Town
Chuvashia	Tsjuvasjia
Hindu Kush	Hindu Kush
Lungsod ng Treviso	Treviso
Bulubundukin ng Kaukasya	Kaukasus
Tatarstan	Tatarstan
1247	1247
1248	1248
Dagat Caspian	Det kaspiske hav
1249	1249
1250	1250
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
Metro (sistemang daangbakal)	Tunnelbane
1257	1257
Lawa ng Victoria	Victoriasjøen
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
Lawa ng Tanganyika	Tanganyikasjøen
1263	1263
Lawa ng Baikal	Bajkalsjøen
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
1278	1278
1279	1279
1280	1280
1281	1281
Penza	Penza
1282	1282
1283	1283
1284	1284
Penza Oblast	Penza oblast
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
1290	1290
1291	1291
1292	1292
1293	1293
1294	1294
1295	1295
1296	1296
1297	1297
1298	1298
1299	1299
Albrecht Dürer	Albrecht Dürer
Vittore Carpaccio	Vittore Carpaccio
Vincent van Gogh	Vincent van Gogh
Zelenogradsk	Zelenogradsk
Katsushika Hokusai	Katsushika Hokusai
Frida Kahlo	Frida Kahlo
