አፍሪቃ	Afrika
784 እ.ኤ.አ.	784
661 እ.ኤ.አ.	661
625 እ.ኤ.አ.	625
653 እ.ኤ.አ.	653
904 እ.ኤ.አ.	904
921 እ.ኤ.አ.	921
923 እ.ኤ.አ.	923
1126 እ.ኤ.አ.	1126
668 እ.ኤ.አ.	668
636 እ.ኤ.አ.	636
408 እ.ኤ.አ.	408
464 እ.ኤ.አ.	464
410 እ.ኤ.አ.	410
956 እ.ኤ.አ.	956
952 እ.ኤ.አ.	952
658 እ.ኤ.አ.	658
650 እ.ኤ.አ.	650
518 እ.ኤ.አ.	518
70 እ.ኤ.አ.	70
81 እ.ኤ.አ.	81
69 እ.ኤ.አ.	69
87 እ.ኤ.አ.	87
65 እ.ኤ.አ.	65
66 እ.ኤ.አ.	66
67 እ.ኤ.አ.	67
55 እ.ኤ.አ.	55
34 እ.ኤ.አ.	34
44 እ.ኤ.አ.	44
35 እ.ኤ.አ.	35
64 እ.ኤ.አ.	64
504 እ.ኤ.አ.	504
453 እ.ኤ.አ.	453
161 እ.ኤ.አ.	161
169 እ.ኤ.አ.	169
481 እ.ኤ.አ.	481
151 እ.ኤ.አ.	151
155 እ.ኤ.አ.	155
128 እ.ኤ.አ.	128
129 እ.ኤ.አ.	129
463 እ.ኤ.አ.	463
193 እ.ኤ.አ.	193
674 እ.ኤ.አ.	674
687 እ.ኤ.አ.	687
251 እ.ኤ.አ.	251
337 እ.ኤ.አ.	337
786 እ.ኤ.አ.	786
660 እ.ኤ.አ.	660
50 እ.ኤ.አ.	50
260 እ.ኤ.አ.	260
501 እ.ኤ.አ.	501
45 እ.ኤ.አ.	45
491 እ.ኤ.አ.	491
49 እ.ኤ.አ.	49
978 እ.ኤ.አ.	978
ሳይሌሲያን	Schlesisk
221 እ.ኤ.አ.	221
543 እ.ኤ.አ.	543
536 እ.ኤ.አ.	536
230 እ.ኤ.አ.	230
762 እ.ኤ.አ.	762
610 እ.ኤ.አ.	610
787 እ.ኤ.አ.	787
480 እ.ኤ.አ.	480
209 እ.ኤ.አ.	209
202 እ.ኤ.አ.	202
192 እ.ኤ.አ.	192
681 እ.ኤ.አ.	681
819 እ.ኤ.አ.	819
173 እ.ኤ.አ.	173
867 እ.ኤ.አ.	867
865 እ.ኤ.አ.	865
827 እ.ኤ.አ.	827
824 እ.ኤ.አ.	824
847 እ.ኤ.አ.	847
883 እ.ኤ.አ.	883
829 እ.ኤ.አ.	829
813 እ.ኤ.አ.	813
910 እ.ኤ.አ.	910
850 እ.ኤ.አ.	850
808 እ.ኤ.አ.	808
853 እ.ኤ.አ.	853
872 እ.ኤ.አ.	872
873 እ.ኤ.አ.	873
856 እ.ኤ.አ.	856
858 እ.ኤ.አ.	858
831 እ.ኤ.አ.	831
857 እ.ኤ.አ.	857
828 እ.ኤ.አ.	828
826 እ.ኤ.አ.	826
833 እ.ኤ.አ.	833
848 እ.ኤ.አ.	848
834 እ.ኤ.አ.	834
881 እ.ኤ.አ.	881
852 እ.ኤ.አ.	852
163 እ.ኤ.አ.	163
154 እ.ኤ.አ.	154
201 እ.ኤ.አ.	201
803 እ.ኤ.አ.	803
805 እ.ኤ.አ.	805
52 እ.ኤ.አ.	52
532 እ.ኤ.አ.	532
82 እ.ኤ.አ.	82
84 እ.ኤ.አ.	84
73 እ.ኤ.አ.	73
72 እ.ኤ.አ.	72
62 እ.ኤ.አ.	62
71 እ.ኤ.አ.	71
75 እ.ኤ.አ.	75
74 እ.ኤ.አ.	74
83 እ.ኤ.አ.	83
78 እ.ኤ.አ.	78
77 እ.ኤ.አ.	77
90 እ.ኤ.አ.	90
80 እ.ኤ.አ.	80
627 እ.ኤ.አ.	627
456 እ.ኤ.አ.	456
91 እ.ኤ.አ.	91
190 እ.ኤ.አ.	190
109 እ.ኤ.አ.	109
53 እ.ኤ.አ.	53
270 እ.ኤ.አ.	270
688 እ.ኤ.አ.	688
452 እ.ኤ.አ.	452
795 እ.ኤ.አ.	795
አቭርል ለቪን	Avril Lavigne
465 እ.ኤ.አ.	465
778 እ.ኤ.አ.	778
846 እ.ኤ.አ.	846
830 እ.ኤ.አ.	830
404 እ.ኤ.አ.	404
ፕሬዝዳንት	President
908 እ.ኤ.አ.	908
896 እ.ኤ.አ.	896
897 እ.ኤ.አ.	897
927 እ.ኤ.አ.	927
63 እ.ኤ.አ.	63
555 እ.ኤ.አ.	555
571 እ.ኤ.አ.	571
86 እ.ኤ.አ.	86
401 እ.ኤ.አ.	401
890 እ.ኤ.አ.	890
533 እ.ኤ.አ.	533
264 እ.ኤ.አ.	264
99 እ.ኤ.አ.	99
415 እ.ኤ.አ.	415
483 እ.ኤ.አ.	483
469 እ.ኤ.አ.	469
462 እ.ኤ.አ.	462
459 እ.ኤ.አ.	459
466 እ.ኤ.አ.	466
402 እ.ኤ.አ.	402
761 እ.ኤ.አ.	761
780 እ.ኤ.አ.	780
675 እ.ኤ.አ.	675
689 እ.ኤ.አ.	689
774 እ.ኤ.አ.	774
759 እ.ኤ.አ.	759
758 እ.ኤ.አ.	758
350 እ.ኤ.አ.	350
782 እ.ኤ.አ.	782
760 እ.ኤ.አ.	760
785 እ.ኤ.አ.	785
783 እ.ኤ.አ.	783
767 እ.ኤ.አ.	767
766 እ.ኤ.አ.	766
211 እ.ኤ.አ.	211
232 እ.ኤ.አ.	232
204 እ.ኤ.አ.	204
188 እ.ኤ.አ.	188
98 እ.ኤ.አ.	98
894 እ.ኤ.አ.	894
891 እ.ኤ.አ.	891
602 እ.ኤ.አ.	602
628 እ.ኤ.አ.	628
892 እ.ኤ.አ.	892
601 እ.ኤ.አ.	601
672 እ.ኤ.አ.	672
682 እ.ኤ.አ.	682
821 እ.ኤ.አ.	821
648 እ.ኤ.አ.	648
686 እ.ኤ.አ.	686
664 እ.ኤ.አ.	664
677 እ.ኤ.አ.	677
640 እ.ኤ.አ.	640
110 እ.ኤ.አ.	110
111 እ.ኤ.አ.	111
137 እ.ኤ.አ.	137
138 እ.ኤ.አ.	138
122 እ.ኤ.አ.	122
140 እ.ኤ.አ.	140
809 እ.ኤ.አ.	809
167 እ.ኤ.አ.	167
665 እ.ኤ.አ.	665
776 እ.ኤ.አ.	776
763 እ.ኤ.አ.	763
769 እ.ኤ.አ.	769
667 እ.ኤ.አ.	667
529 እ.ኤ.አ.	529
777 እ.ኤ.አ.	777
788 እ.ኤ.አ.	788
671 እ.ኤ.አ.	671
772 እ.ኤ.አ.	772
432 እ.ኤ.አ.	432
231 እ.ኤ.አ.	231
237 እ.ኤ.አ.	237
239 እ.ኤ.አ.	239
130 እ.ኤ.አ.	130
226 እ.ኤ.አ.	226
207 እ.ኤ.አ.	207
475 እ.ኤ.አ.	475
454 እ.ኤ.አ.	454
495 እ.ኤ.አ.	495
206 እ.ኤ.አ.	206
468 እ.ኤ.አ.	468
461 እ.ኤ.አ.	461
460 እ.ኤ.አ.	460
194 እ.ኤ.አ.	194
210 እ.ኤ.አ.	210
ዳልጋ ኣንበሳ	Karakal
225 እ.ኤ.አ.	225
311 እ.ኤ.አ.	311
220 እ.ኤ.አ.	220
541 እ.ኤ.አ.	541
642 እ.ኤ.አ.	642
313 እ.ኤ.አ.	313
180 እ.ኤ.አ.	180
794 እ.ኤ.አ.	794
587 እ.ኤ.አ.	587
530 እ.ኤ.አ.	530
609 እ.ኤ.አ.	609
497 እ.ኤ.አ.	497
540 እ.ኤ.አ.	540
428 እ.ኤ.አ.	428
548 እ.ኤ.አ.	548
422 እ.ኤ.አ.	422
549 እ.ኤ.አ.	549
457 እ.ኤ.አ.	457
478 እ.ኤ.አ.	478
253 እ.ኤ.አ.	253
467 እ.ኤ.አ.	467
458 እ.ኤ.አ.	458
158 እ.ኤ.አ.	158
157 እ.ኤ.አ.	157
164 እ.ኤ.አ.	164
124 እ.ኤ.አ.	124
113 እ.ኤ.አ.	113
121 እ.ኤ.አ.	121
106 እ.ኤ.አ.	106
551 እ.ኤ.አ.	551
494 እ.ኤ.አ.	494
320 እ.ኤ.አ.	320
242 እ.ኤ.አ.	242
291 እ.ኤ.አ.	291
48 እ.ኤ.አ.	48
97 እ.ኤ.አ.	97
56 እ.ኤ.አ.	56
93 እ.ኤ.አ.	93
57 እ.ኤ.አ.	57
ሩዋን	Rouen
503 እ.ኤ.አ.	503
510 እ.ኤ.አ.	510
509 እ.ኤ.አ.	509
474 እ.ኤ.አ.	474
484 እ.ኤ.አ.	484
576 እ.ኤ.አ.	576
493 እ.ኤ.አ.	493
479 እ.ኤ.አ.	479
287 እ.ኤ.አ.	287
407 እ.ኤ.አ.	407
485 እ.ኤ.አ.	485
547 እ.ኤ.አ.	547
546 እ.ኤ.አ.	546
544 እ.ኤ.አ.	544
537 እ.ኤ.አ.	537
535 እ.ኤ.አ.	535
502 እ.ኤ.አ.	502
527 እ.ኤ.አ.	527
ያሬን	Yaren
508 እ.ኤ.አ.	508
ገመድ	Tau
525 እ.ኤ.አ.	525
613 እ.ኤ.አ.	613
618 እ.ኤ.አ.	618
617 እ.ኤ.አ.	617
608 እ.ኤ.አ.	608
645 እ.ኤ.አ.	645
621 እ.ኤ.አ.	621
606 እ.ኤ.አ.	606
623 እ.ኤ.አ.	623
604 እ.ኤ.አ.	604
603 እ.ኤ.አ.	603
626 እ.ኤ.አ.	626
619 እ.ኤ.አ.	619
634 እ.ኤ.አ.	634
630 እ.ኤ.አ.	630
614 እ.ኤ.አ.	614
505 እ.ኤ.አ.	505
446 እ.ኤ.አ.	446
791 እ.ኤ.አ.	791
557 እ.ኤ.አ.	557
ካልኩሌተር	Kalkulator
656 እ.ኤ.አ.	656
657 እ.ኤ.አ.	657
659 እ.ኤ.አ.	659
651 እ.ኤ.አ.	651
676 እ.ኤ.አ.	676
670 እ.ኤ.አ.	670
652 እ.ኤ.አ.	652
673 እ.ኤ.አ.	673
654 እ.ኤ.አ.	654
647 እ.ኤ.አ.	647
812 እ.ኤ.አ.	812
669 እ.ኤ.አ.	669
792 እ.ኤ.አ.	792
649 እ.ኤ.አ.	649
895 እ.ኤ.አ.	895
756 እ.ኤ.አ.	756
663 እ.ኤ.አ.	663
779 እ.ኤ.አ.	779
662 እ.ኤ.አ.	662
684 እ.ኤ.አ.	684
773 እ.ኤ.አ.	773
757 እ.ኤ.አ.	757
435 እ.ኤ.አ.	435
790 እ.ኤ.አ.	790
437 እ.ኤ.አ.	437
433 እ.ኤ.አ.	433
764 እ.ኤ.አ.	764
426 እ.ኤ.አ.	426
781 እ.ኤ.አ.	781
425 እ.ኤ.አ.	425
429 እ.ኤ.አ.	429
423 እ.ኤ.አ.	423
765 እ.ኤ.አ.	765
235 እ.ኤ.አ.	235
233 እ.ኤ.አ.	233
223 እ.ኤ.አ.	223
224 እ.ኤ.አ.	224
216 እ.ኤ.አ.	216
219 እ.ኤ.አ.	219
254 እ.ኤ.አ.	254
272 እ.ኤ.አ.	272
208 እ.ኤ.አ.	208
175 እ.ኤ.አ.	175
170 እ.ኤ.አ.	170
171 እ.ኤ.አ.	171
172 እ.ኤ.አ.	172
58 እ.ኤ.አ.	58
59 እ.ኤ.አ.	59
139 እ.ኤ.አ.	139
114 እ.ኤ.አ.	114
134 እ.ኤ.አ.	134
135 እ.ኤ.አ.	135
179 እ.ኤ.አ.	179
142 እ.ኤ.አ.	142
96 እ.ኤ.አ.	96
181 እ.ኤ.አ.	181
146 እ.ኤ.አ.	146
145 እ.ኤ.አ.	145
183 እ.ኤ.አ.	183
182 እ.ኤ.አ.	182
184 እ.ኤ.አ.	184
324 እ.ኤ.አ.	324
589 እ.ኤ.አ.	589
521 እ.ኤ.አ.	521
92 እ.ኤ.አ.	92
597 እ.ኤ.አ.	597
329 እ.ኤ.አ.	329
ክራካው	Kraków
133 እ.ኤ.አ.	133
413 እ.ኤ.አ.	413
258 እ.ኤ.አ.	258
259 እ.ኤ.አ.	259
196 እ.ኤ.አ.	196
236 እ.ኤ.አ.	236
789 እ.ኤ.አ.	789
332 እ.ኤ.አ.	332
631 እ.ኤ.አ.	631
487 እ.ኤ.አ.	487
638 እ.ኤ.አ.	638
473 እ.ኤ.አ.	473
176 እ.ኤ.አ.	176
143 እ.ኤ.አ.	143
643 እ.ኤ.አ.	643
523 እ.ኤ.አ.	523
215 እ.ኤ.አ.	215
148 እ.ኤ.አ.	148
247 እ.ኤ.አ.	247
424 እ.ኤ.አ.	424
641 እ.ኤ.አ.	641
492 እ.ኤ.አ.	492
639 እ.ኤ.አ.	639
256 እ.ኤ.አ.	256
441 እ.ኤ.አ.	441
131 እ.ኤ.አ.	131
191 እ.ኤ.አ.	191
450 እ.ኤ.አ.	450
612 እ.ኤ.አ.	612
635 እ.ኤ.አ.	635
611 እ.ኤ.አ.	611
534 እ.ኤ.አ.	534
488 እ.ኤ.አ.	488
607 እ.ኤ.አ.	607
524 እ.ኤ.አ.	524
282 እ.ኤ.አ.	282
472 እ.ኤ.አ.	472
471 እ.ኤ.አ.	471
490 እ.ኤ.አ.	490
316 እ.ኤ.አ.	316
797 እ.ኤ.አ.	797
511 እ.ኤ.አ.	511
295 እ.ኤ.አ.	295
598 እ.ኤ.አ.	598
አረቢያ	Den arabiske halvøy
303 እ.ኤ.አ.	303
250 እ.ኤ.አ.	250
515 እ.ኤ.አ.	515
512 እ.ኤ.አ.	512
418 እ.ኤ.አ.	418
333 እ.ኤ.አ.	333
294 እ.ኤ.አ.	294
217 እ.ኤ.አ.	217
277 እ.ኤ.አ.	277
578 እ.ኤ.አ.	578
312 እ.ኤ.አ.	312
284 እ.ኤ.አ.	284
283 እ.ኤ.አ.	283
241 እ.ኤ.አ.	241
243 እ.ኤ.አ.	243
262 እ.ኤ.አ.	262
498 እ.ኤ.አ.	498
336 እ.ኤ.አ.	336
334 እ.ኤ.አ.	334
266 እ.ኤ.አ.	266
261 እ.ኤ.አ.	261
470 እ.ኤ.አ.	470
349 እ.ኤ.አ.	349
271 እ.ኤ.አ.	271
275 እ.ኤ.አ.	275
292 እ.ኤ.አ.	292
296 እ.ኤ.አ.	296
345 እ.ኤ.አ.	345
431 እ.ኤ.አ.	431
304 እ.ኤ.አ.	304
550 እ.ኤ.አ.	550
586 እ.ኤ.አ.	586
588 እ.ኤ.አ.	588
554 እ.ኤ.አ.	554
229 እ.ኤ.አ.	229
583 እ.ኤ.አ.	583
265 እ.ኤ.አ.	265
263 እ.ኤ.አ.	263
585 እ.ኤ.አ.	585
582 እ.ኤ.አ.	582
556 እ.ኤ.አ.	556
420 እ.ኤ.አ.	420
280 እ.ኤ.አ.	280
581 እ.ኤ.አ.	581
558 እ.ኤ.አ.	558
302 እ.ኤ.አ.	302
309 እ.ኤ.አ.	309
353 እ.ኤ.አ.	353
335 እ.ኤ.አ.	335
367 እ.ኤ.አ.	367
344 እ.ኤ.አ.	344
245 እ.ኤ.አ.	245
290 እ.ኤ.አ.	290
449 እ.ኤ.አ.	449
308 እ.ኤ.አ.	308
255 እ.ኤ.አ.	255
439 እ.ኤ.አ.	439
319 እ.ኤ.አ.	319
318 እ.ኤ.አ.	318
299 እ.ኤ.አ.	299
419 እ.ኤ.አ.	419
416 እ.ኤ.አ.	416
338 እ.ኤ.አ.	338
310 እ.ኤ.አ.	310
315 እ.ኤ.አ.	315
359 እ.ኤ.አ.	359
360 እ.ኤ.አ.	360
273 እ.ኤ.አ.	273
286 እ.ኤ.አ.	286
288 እ.ኤ.አ.	288
278 እ.ኤ.አ.	278
455 እ.ኤ.አ.	455
577 እ.ኤ.አ.	577
575 እ.ኤ.አ.	575
482 እ.ኤ.አ.	482
486 እ.ኤ.አ.	486
580 እ.ኤ.አ.	580
567 እ.ኤ.አ.	567
564 እ.ኤ.አ.	564
561 እ.ኤ.አ.	561
328 እ.ኤ.አ.	328
325 እ.ኤ.አ.	325
317 እ.ኤ.አ.	317
574 እ.ኤ.አ.	574
566 እ.ኤ.አ.	566
249 እ.ኤ.አ.	249
348 እ.ኤ.አ.	348
442 እ.ኤ.አ.	442
443 እ.ኤ.አ.	443
267 እ.ኤ.አ.	267
244 እ.ኤ.አ.	244
248 እ.ኤ.አ.	248
343 እ.ኤ.አ.	343
562 እ.ኤ.አ.	562
417 እ.ኤ.አ.	417
268 እ.ኤ.አ.	268
590 እ.ኤ.አ.	590
269 እ.ኤ.አ.	269
ቬኔትኛ	Venetiansk
499 እ.ኤ.አ.	499
409 እ.ኤ.አ.	409
405 እ.ኤ.አ.	405
406 እ.ኤ.አ.	406
403 እ.ኤ.አ.	403
414 እ.ኤ.አ.	414
ቮሮኛ	Sørestisk
411 እ.ኤ.አ.	411
412 እ.ኤ.አ.	412
560 እ.ኤ.አ.	560
592 እ.ኤ.አ.	592
የሜዳ አህያ	Sebra
276 እ.ኤ.አ.	276
መስጊድ	Moské
314 እ.ኤ.አ.	314
323 እ.ኤ.አ.	323
366 እ.ኤ.አ.	366
362 እ.ኤ.አ.	362
545 እ.ኤ.አ.	545
531 እ.ኤ.አ.	531
514 እ.ኤ.አ.	514
513 እ.ኤ.አ.	513
539 እ.ኤ.አ.	539
538 እ.ኤ.አ.	538
519 እ.ኤ.አ.	519
516 እ.ኤ.አ.	516
520 እ.ኤ.አ.	520
522 እ.ኤ.አ.	522
528 እ.ኤ.አ.	528
506 እ.ኤ.አ.	506
526 እ.ኤ.አ.	526
507 እ.ኤ.አ.	507
214 እ.ኤ.አ.	214
213 እ.ኤ.አ.	213
212 እ.ኤ.አ.	212
228 እ.ኤ.አ.	228
227 እ.ኤ.አ.	227
149 እ.ኤ.አ.	149
174 እ.ኤ.አ.	174
189 እ.ኤ.አ.	189
199 እ.ኤ.አ.	199
141 እ.ኤ.አ.	141
132 እ.ኤ.አ.	132
ኮርሲካኛ	Korsikansk
125 እ.ኤ.አ.	125
123 እ.ኤ.አ.	123
147 እ.ኤ.አ.	147
144 እ.ኤ.አ.	144
198 እ.ኤ.አ.	198
178 እ.ኤ.አ.	178
ቡጊኛ	Buginesisk
177 እ.ኤ.አ.	177
187 እ.ኤ.አ.	187
195 እ.ኤ.አ.	195
የአርመኒያ ሰንደቅ ዓላማ	Armenias flagg
186 እ.ኤ.አ.	186
347 እ.ኤ.አ.	347
620 እ.ኤ.አ.	620
624 እ.ኤ.አ.	624
ኩሻዊ ቋንቋዎች	Kusjittiske språk
605 እ.ኤ.አ.	605
629 እ.ኤ.አ.	629
616 እ.ኤ.አ.	616
615 እ.ኤ.አ.	615
644 እ.ኤ.አ.	644
646 እ.ኤ.አ.	646
633 እ.ኤ.አ.	633
637 እ.ኤ.አ.	637
436 እ.ኤ.አ.	436
434 እ.ኤ.አ.	434
293 እ.ኤ.አ.	293
427 እ.ኤ.አ.	427
185 እ.ኤ.አ.	185
321 እ.ኤ.አ.	321
327 እ.ኤ.አ.	327
430 እ.ኤ.አ.	430
447 እ.ኤ.አ.	447
569 እ.ኤ.አ.	569
568 እ.ኤ.አ.	568
444 እ.ኤ.አ.	444
ፍሪዩልያን	Friulisk
796 እ.ኤ.አ.	796
ንሴት	Potens (matematikk)
798 እ.ኤ.አ.	798
793 እ.ኤ.አ.	793
ጋን ቻይንኛ	Gan (språk)
እዤን ደላክሯ	Eugène Delacroix
685 እ.ኤ.አ.	685
799 እ.ኤ.አ.	799
683 እ.ኤ.አ.	683
274 እ.ኤ.አ.	274
579 እ.ኤ.አ.	579
281 እ.ኤ.አ.	281
306 እ.ኤ.አ.	306
438 እ.ኤ.አ.	438
ካሽሚርኛ	Kasjmiri
297 እ.ኤ.አ.	297
421 እ.ኤ.አ.	421
298 እ.ኤ.አ.	298
351 እ.ኤ.አ.	351
352 እ.ኤ.አ.	352
355 እ.ኤ.አ.	355
95 እ.ኤ.አ.	95
94 እ.ኤ.አ.	94
594 እ.ኤ.አ.	594
542 እ.ኤ.አ.	542
448 እ.ኤ.አ.	448
445 እ.ኤ.አ.	445
305 እ.ኤ.አ.	305
234 እ.ኤ.አ.	234
565 እ.ኤ.አ.	565
ጊላኪኛ	Gileki
ካነዳኛ	Kannada
381 እ.ኤ.አ.	381
385 እ.ኤ.አ.	385
ካሹብኛ	Kasjubisk
ናይሎ ሳህራዊ ቋንቋዎች	Nilosahariske språk
553 እ.ኤ.አ.	553
307 እ.ኤ.አ.	307
584 እ.ኤ.አ.	584
346 እ.ኤ.አ.	346
257 እ.ኤ.አ.	257
መብረቅ	Lyn
285 እ.ኤ.አ.	285
591 እ.ኤ.አ.	591
289 እ.ኤ.አ.	289
በርትራንድ ረስል	Bertrand Russell
የኒካራጓ ምልክት ቋንቋ	Nicaraguansk tegnspråk
እጅ	Hånd
ዱ ፉ	Du Fu
563 እ.ኤ.አ.	563
የአኪሊዮስ ተረከዝ	Akilleshæl
252 እ.ኤ.አ.	252
ናፖሊታንኛ	Napolitansk-kalabresisk språk
595 እ.ኤ.አ.	595
ኖርማንኛ	Normannisk
246 እ.ኤ.አ.	246
ኦሞአዊ	Omotiske språk
ኦሮምኛ	Oromo
ቴዮዶር ሮዝቬልት	Theodore Roosevelt
596 እ.ኤ.አ.	596
593 እ.ኤ.አ.	593
357 እ.ኤ.አ.	357
573 እ.ኤ.አ.	573
ቴል አቪቭ	Tel Aviv
ስሜን ሳሚኛ	Nordsamisk
ኢሮንኛ	Ossetisk
ኔፓል ባሳ	Nepal bhasa
ቫልፓራይሶ	Valparaíso
ኢካሮስ	Ikaros
559 እ.ኤ.አ.	559
ሴማዊ ቋንቋዎች	Semittiske språk
599 እ.ኤ.አ.	599
326 እ.ኤ.አ.	326
341 እ.ኤ.አ.	341
322 እ.ኤ.አ.	322
ናስ	Bronse
ሆስኒ ሙባረክ	Hosni Mubarak
ወሓካ	Oaxaca
386 እ.ኤ.አ.	386
ትግርኛ	Tigrinja (språk)
ፉናፉቲ	Funafuti
374 እ.ኤ.አ.	374
380 እ.ኤ.አ.	380
ቶክ ፒሲን	Tok pisin
ፓብሎ ኔሩዳ	Pablo Neruda
ዋሎንኛ	Vallonsk
የምልክት ቋንቋ	Tegnspråk
136 እ.ኤ.አ.	136
ፖርቶፕሪንስ	Port-au-Prince
ዊናራይኛ	Waray-waray
ዉ ቻይንኛ	Wu (språk)
ዉድሮው ዊልሰን	Woodrow Wilson
ሳቃኛ	Jakutisk
ቀርጤስ	Kreta
ሞሾቭጸ	Mošovce
ዩኒቨርስቲ ኦፍ ኦክስፎርድ	University of Oxford
ማሕሙድ አሕማዲኔዣድ	Mahmoud Ahmadinejad
ሲዲ	CD
አሌክሳንድር ሶልዠኒጽን	Aleksandr Solzjenitsyn
ሴይንት ህሊና ደሴት	St. Helena
382 እ.ኤ.አ.	382
342 እ.ኤ.አ.	342
373 እ.ኤ.አ.	373
372 እ.ኤ.አ.	372
ኤጊያን ባህር	Egeerhavet
አናስታስያ	Anastacia
ኤፍራጥስ ወንዝ	Eufrat
ጄምስ ጋርፊልድ	James Garfield
የሊቢያ ሰንደቅ ዓላማ	Libyas flagg
አስርቱ ቃላት	De ti bud
ጆሃንስበርግ	Johannesburg
1990ዎቹ	1990-årene
ጆዋን ሮውሊንግ	J.K. Rowling
ኪንግስተን	Kingston (Jamaica)
ግሥላ	Leopard
አውራሪስ	Neshorn
ሶማሊላንድ	Somaliland
የስልክ መግቢያ	Landsnumre for telefon
ሳንቶ ዶሚንጎ	Santo Domingo
ቴኪክስኪያክ	Tequixquiac
ዩሊሲስ ግራንት	Ulysses S. Grant
ፓፓያ	Papaya
375 እ.ኤ.አ.	375
ቤንጃሚን ፍራንክሊን	Benjamin Franklin
1970ዎቹ	1970-årene
ዊሊያም ማኪንሊ	William McKinley
የአሜሪካ ፕሬዝዳንቶች ዝርዝር	Liste over USAs presidenter
የዋና ከተሞች ዝርዝር	Liste over hovedsteder etter land
ዌብሳይት	Nettsted
ግሮቨር ክሊቭላንድ	Grover Cleveland
ኩዌት ከተማ	Kuwait (by)
ሄርበርት ሁቨር	Herbert Hoover
ዋረን ሃርዲንግ	Warren G. Harding
387 እ.ኤ.አ.	387
ሱመር	Sumer
ኮሎምቦ	Colombo
መካከለኛ ቢኮልኛ	Bikol
መስኮት	Vindu
መዲና	Medina
ቼስተር አርተር	Chester A. Arthur
ዋሻ	Grotte
አካድኛ	Akkadisk
ዋይት ሃውስ	Det hvite hus
ፖሊስ	Politi
ጤግሮስ	Tigris
ዊልያም ሃወርድ ታፍት	William Howard Taft
ግዕዝ	Ge'ez
ቤንጃሚን ሀሪሰን	Benjamin Harrison
ራዘርፎርድ ሄይስ	Rutherford B. Hayes
ሃመርኛ	Hamer-banna
ባሩክ ስፒኖዛ	Baruch de Spinoza
ዞራስተር	Zarathustra
ኢንተርሊንግዌ	Interlingue
ኦመር ሃያም	Omar Khayyām
ስፖርት ክለብ ኮሪንቺያንስ ፓውሊስታ	Sport Club Corinthians Paulista
ኢንተርሊንጉዋ	Interlingua
ኢሎካኖ	Ilokano
ሥነ ውበት	Estetikk
ሆ ቺ ሚን	Hồ Chí Minh
ካልቪን ኩሊጅ	Calvin Coolidge
ስብስብ	Mengde
ብርጅታውን	Bridgetown
ላዲኖ	Jødespansk
ሲሊጎ	Siligo
ሊንጋላ	Lingala
ማላያላም	Malayalam
አፒያ	Apia
ሴንት ጆንስ፥ አንቲጋ እና ባርቡዳ	Saint John's
ሮዞ	Roseau
ሎዥባን	Lojban
ሃሙራቢ	Hammurabi
ሞልዶቭኛ	Moldovsk
የፖለቲካ ጥናት	Statsvitenskap
ማዖሪ ቋንቋ	Maorisk
ደቡብ ሚንኛ	Minnan
ፖርት ሞርስቢ	Port Moresby
1900ዎቹ	1900-årene
ኖቪያል	Novial
ድረ ገጽ	Nettside
በር	Dør
አራት ማዕዘን	Firkant
ቮላፒውክ	Volapük
ሚስማር	Spiker
ንጉሥ ሰሎሞን	Salomo
ሥላሴ	Den hellige treenighet
ያሁ	Yahoo!
331 እ.ኤ.አ.	331
ማሪኡፖል	Mariupol
365 እ.ኤ.አ.	365
379 እ.ኤ.አ.	379
ዴቪድ ሁም	David Hume
የ2006 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	VM i fotball 2006
ጆን ማይክል ታልበት	John Michael Talbot
ኦቾሎኒ	Peanøtt
ቶማስ ሆብስ	Thomas Hobbes
ገበያ	Marked
እስስት	Kameleoner
ብሉምፎንቴይን	Bloemfontein
ቲ.ኤስ. ኤልየት	T.S. Eliot
በልጺ	Bălți
ፖርት ቪላ	Port Vila
ማቀዝቀዣ	Kjøleskap
ስኳር ድንች	Søtpotet
ያንጎን	Yangôn
ኅልውነት	Eksistensialisme
አርተር ሾፐናውር	Arthur Schopenhauer
አንዤ	Angers
ቱርኩ	Åbo
ሳው ፓውሉ የእግር ኳስ ክለብ	São Paulo Futebol Clube
ሃብሃብ	Vannmelon
አበሳሰል	Matlaging
ላብራዶር	Labrador retriever
ሱቫ	Suva
ኑኩአሎፋ	Nuku'alofa
በሶብላ	Basilikum
አስዋን ግድብ	Aswandammen
ትኩሳት	Feber
ፖርት ኦፍ ስፔን	Port of Spain
የእብድ ውሻ በሽታ	Rabies
ሪቻርድ ፋይንማን	Richard Feynman
መጥረቢያ	Øks
ቢርኪርካራ	Birkirkara
ኧያፍያትላዮኪውትል	Eyjafjallajökull
አኮንካጓ	Aconcagua
ደቂቅ ዘ አካላት	Mikroorganisme
ሱሪ	Bukse
ጡብ	Murstein
ዊል ስሚዝ	Will Smith
ሞላላ	Ellipse
መፈንቅል	Vektstang
መንኮራኩር	Romskip
ማባዛት	Multiplikasjon
ርብቃ	Rebekka (bibelsk person)
ሎጥ	Lot (bibelsk person)
ታክሎባን	Tacloban
ማይስፔስ	Myspace
ዳግማዊ ኒኮላይ	Nikolaj II av Russland
አና ማሪያ ዮፐክ	Anna Maria Jopek
ናንሲ	Nancy
ሆኒያራ	Honiara
ሽንት	Urin
ጸሎት	Bønn
አሦር	Assyria
