აფრიკა	Afrika
ჩრდილოეთი რაინ-ვესტფალია	Nordrhein-Westfalen
ჰესენი	Hessen
რაინლანდ-პფალცი	Rheinland-Pfalz
ზაარლანდი	Saarland
საქსონია	Sachsen
ჯონ ლენონი	John Lennon
ილინოისი	Illinois
თიურინგია	Thüringen
საქსონია-ანჰალტი	Sachsen-Anhalt
ჩრდილოეთი დაკოტა	Nord-Dakota
ბრანდენბურგი (მხარე)	Brandenburg
ბრემენი (მხარე)	Bremen
ლომბარდია	Lombardia
სამხრეთი დაკოტა	Sør-Dakota
მონტანა	Montana
უაიომინგი	Wyoming
პიემონტი	Piemonte
იერუსალიმი	Jerusalem
ჯორჯო ნაპოლიტანო	Giorgio Napolitano
აიდაჰო	Idaho
ვალე-დ’აოსტა	Aostadalen
ვაშინგტონის შტატი	Washington
კარლო აძელიო ჩამპი	Carlo Azeglio Ciampi
ბრიუს სპრინგსტინი	Bruce Springsteen
ნევადა	Nevada
ოსკარ ლუიჯი სკალფარო	Oscar Luigi Scalfaro
დონი (მდინარე)	Don
ფრანჩესკო კოსიგა	Francesco Cossiga
ალესანდრო პერტინი	Sandro Pertini
ჯოვანი ლეონე	Giovanni Leone
ტრენტინო-ალტო-ადიჯე	Trentino-Syd-Tirol
ჯუზეპე სარაგატი	Giuseppe Saragat
ინდოეთის ოკეანე	Indiahavet
ანტონიო სენი	Antonio Segni
ჯოვანი გრონკი	Giovanni Gronchi
ლუიჯი ეინაუდი	Luigi Einaudi
ვენეტო	Veneto
ენრიკო დე ნიკოლა	Enrico De Nicola
კოსოვო	Kosovo
კარიბის ზღვა	Det karibiske hav
მონტე-ვიზო	Monte Viso
ფრიული-ვენეცია-ჯულია	Friuli-Venezia Giulia
კოტის ალპები	De cottiske Alpene
პან გი მუნი	Ban Ki-moon
კოფი ანანი	Kofi Annan
ლიგურია	Liguria
ბუტროს ბუტროს-გალი	Boutros Boutros-Ghali
ხავიერ პერეს დე კუელიარი	Javier Pérez de Cuéllar
კურტ ვალდჰაიმი	Kurt Waldheim
კოლორადოს შტატი	Colorado
ემილია-რომანია	Emilia-Romagna
უ ტანი	U Thant
კოლორადო	Colorado (elv)
დაგ ჰამარშელდი	Dag Hammarskjöld
ფრიდერიკ შოპენი	Frédéric Chopin
მურაბა	Syltetøy
პენინის ალპები	Wallis-Alpene
ტრიუგვე ლი	Trygve Lie
ტოსკანა	Toscana
ლეპონტის ალპები	De lepontinske Alpene
ლეონარდ კოენი	Leonard Cohen
რეტის ალპები	De rätiske Alpene
მარკე	Marche
უმბრია	Umbria
კატეგორია:ძირითადი კატეგორიები	Kategori:Kategorier
ლაციო	Latium
დოლომიტის ალპები	Dolomittene
აბრუცი	Abruzzo
აპენინის მთები	Appenninene
ალპები	Alpene
კარპატები	Karpatene
გრენობლი	Grenoble
ბლეზ პასკალი	Blaise Pascal
დორტმუნდი	Dortmund
გენტი	Gent
ჩიკაგო	Chicago
ბითლზი	The Beatles
მაასტრიხტი	Maastricht
არნემი	Arnhem
ზამთარი	Vinter
გაზაფხული	Vår
ზაფხული	Sommer
შემოდგომა	Høst
ბუნიაობა	Jevndøgn
სადამ ჰუსეინი	Saddam Hussein
ოსამა ბინ ლადენი	Osama bin Laden
ესპანური ენა	Spansk
ფრიდრიხ ჰაიეკი	Friedrich Hayek
მონტევიდეო	Montevideo
იოჰან სებასტიან ბახი	Johann Sebastian Bach
ანტონიო ვივალდი	Antonio Vivaldi
ტოლიატი	Toljatti
ოპერა	Opera
ფილადელფია	Philadelphia
კოლკატა	Kolkata
ჩენაი	Chennai
დელი	Delhi
დაკა	Dhaka
ბენგალურუ	Bangalore
დასავლეთი ბენგალი	Vest-Bengal
ობობები	Edderkopper
ობობასნაირნი	Edderkoppdyr
ფეხსახსრიანები	Leddyr
ჰაიდარაბადი	Hyderabad
ისლამაბადი	Islamabad
ტრიპურა	Tripura
ნაყოფი (მცენარე)	Frukt
ფული	Penger
ვირჯინია	Virginia
დასავლეთი ვირჯინია	Vest-Virginia
გრან-პარადიზო	Gran Paradiso
მატერჰორნი	Matterhorn
ჰურონის ტბა	Huronsjøen
ნიუ-იორკის შტატი	New York (delstat)
ცერიუმი	Cerium
პრაზეოდიმიუმი	Praseodym
როდ-აილენდი	Rhode Island
ნეოდიმიუმი	Neodym
მწერები	Insekter
მერილენდი	Maryland
დელავერის შტატი	Delaware
ვლადიმერ ლენინი	Vladimir Lenin
ევროპიუმი	Europium
ოჰაიო	Ohio
პუბლიუს ვერგილიუს მარონი	Vergil
ნიკოლო მაკიაველი	Niccolò Machiavelli
პენსილვანია	Pennsylvania
ფრანჩესკო პეტრარკა	Francesco Petrarca
ჯოვანი ბოკაჩო	Giovanni Boccaccio
უეტერზენი	Uetersen
ოქტავიანე ავგუსტუსი	Augustus
Microsoft Windows	Microsoft Windows
ტიბერიუსი	Tiberius
ნიუ-ჯერსი	New Jersey
კალიგულა	Caligula
გიბრალტარი	Gibraltar
კლავდიუსი	Claudius
ფინური ენა	Finsk
ნერონი	Nero
გალბა	Galba
ინდიანა	Indiana
ოტონი	Otho
ვიტელიუსი	Vitellius
Nokia	Nokia (selskap)
ვესპასიანე ფლავიუსი	Vespasian
ავტომობილი	Bil
ტიტუსი	Titus
იუვენტუსი (საფეხბურთო კლუბი)	Juventus
დომიციანე	Domitian
ნერვა	Nerva
ტრაიანე	Trajan
როჯერ ფედერერი	Roger Federer
ადრიანე	Hadrian
ჯორჯია	Georgia (USA)
ანტონინუს პიუსი	Antoninus Pius
მარკუს ავრელიუსი	Marcus Aurelius
ლუციუს ვერუსი	Lucius Verus
კომოდუსი	Commodus
ზაგრები	Zagreb
პერტინაქსი	Pertinax
რაჯასტანი	Rajasthan
კამპანია (იტალია)	Campania
ტეხასი	Texas
დიდიუს იულიანუსი	Didius Julianus
ლუციუს სეპტიმიუს სევერუსი	Septimius Severus
მოლიზე	Molise
ტამილნადუ	Tamil Nadu
კარაკალა	Caracalla
აპულია	Puglia
გენუა	Genova
ბრუნო მარსი	Bruno Mars
ბაზილიკატა	Basilicata
ჩრდილოეთი კაროლინა	Nord-Carolina
ბალახის ჰოკეი	Landhockey
სამხრეთი კაროლინა	Sør-Carolina
სამპდორია (საფეხბურთო კლუბი)	UC Sampdoria
კალაბრია	Calabria
სიცილია	Sicilia
მანილა	Manila
სარდინია	Sardinia
ბენინიო აკინო	Benigno Aquino III
ლუარა (მდინარე)	Loire
მორის ეშერი	Maurits Cornelis Escher
სენა (მდინარე)	Seine
დავაო	Davao
ლე-მანი	Le Mans
ბორდო	Bordeaux
კორასონ აკინო	Corazón Aquino
წითელი მჭამელი	Systemisk lupus erythematosus
ბუენოს-აირესი	Buenos Aires
ჰაკერი	Datasnok
მეხიკო	Mexico by
ტოკიო	Tokyo
ლა-პასი	La Paz
ბარსელონა	Barcelona
მისისიპის შტატი	Mississippi
ფერნანდო მაგელანი	Ferdinand Magellan
მისისიპი	Mississippi (elv)
უტარ-პრადეში	Uttar Pradesh
უტარაკჰანდი	Uttarakhand
მიზორამი	Mizoram
სიკიმი	Sikkim
პატაგონია	Patagonia
ტენესი	Tennessee
რიხარდ ვაგნერი	Richard Wagner
რობერტ ლუის სტივენსონი	Robert Louis Stevenson
ნაგპური	Nagpur
ჯენის ჯოპლინი	Janis Joplin
აბიჯანი	Abidjan
აბუ-დაბი	Abu Dhabi (by)
ასტანა	Astana
ლიონის ეკლესია	Katedralen i Lyon
ნიუ-მექსიკო	New Mexico
რამსეს II	Ramses II
ათენი	Athen
მინესოტა	Minnesota
ბაღდადი	Bagdad
კარაკასი	Caracas
მსოფლიო კოორდინირებული დრო	UTC
უისკონსინი	Wisconsin
პუნა	Pune
ციცერონი	Marcus Tullius Cicero
მილანი (საფეხბურთო კლუბი)	AC Milan
