Yn Affrick	Afrika
13 Luanistyn	13. august
12 Luanistyn	12. august
11 Luanistyn	11. august
10 Luanistyn	10. august
8 Luanistyn	8. august
7 Luanistyn	7. august
9 Luanistyn	9. august
5 Luanistyn	5. august
4 Luanistyn	4. august
2 Luanistyn	2. august
3 Luanistyn	3. august
6 Luanistyn	6. august
1 Luanistyn	1. august
27 Mee ny Nollick	27. desember
Madrid	Madrid
16 Luanistyn	16. august
29 Luanistyn	29. august
28 Luanistyn	28. august
30 Luanistyn	30. august
25 Luanistyn	25. august
26 Luanistyn	26. august
23 Luanistyn	23. august
27 Luanistyn	27. august
21 Luanistyn	21. august
20 Luanistyn	20. august
24 Luanistyn	24. august
18 Luanistyn	18. august
17 Luanistyn	17. august
22 Luanistyn	22. august
19 Luanistyn	19. august
31 Luanistyn	31. august
Michael Jackson	Michael Jackson
28 Mee ny Nollick	28. desember
Brasília	Brasília
15 Mean Fouyir	15. september
14 Mean Fouyir	14. september
13 Mean Fouyir	13. september
12 Mean Fouyir	12. september
8 Mean Fouyir	8. september
11 Mean Fouyir	11. september
7 Mean Fouyir	7. september
10 Mean Fouyir	10. september
5 Mean Fouyir	5. september
4 Mean Fouyir	4. september
9 Mean Fouyir	9. september
2 Mean Fouyir	2. september
6 Mean Fouyir	6. september
1 Mean Fouyir	1. september
3 Mean Fouyir	3. september
29 Mee ny Nollick	29. desember
30 Mean Fouyir	30. september
29 Mean Fouyir	29. september
28 Mean Fouyir	28. september
27 Mean Fouyir	27. september
26 Mean Fouyir	26. september
25 Mean Fouyir	25. september
Santiago, y Çhillee	Santiago de Chile
23 Mean Fouyir	23. september
22 Mean Fouyir	22. september
24 Mean Fouyir	24. september
21 Mean Fouyir	21. september
20 Mean Fouyir	20. september
18 Mean Fouyir	18. september
17 Mean Fouyir	17. september
Pobblaght Hoveidjagh Hoshiallagh ny Belaroosh	Den hviterussiske sosialistiske sovjetrepublikk
19 Mean Fouyir	19. september
16 Mean Fouyir	16. september
30 Mee ny Nollick	30. desember
31 Mee ny Nollick	31. desember
1 Jerrey Fouyir	1. oktober
15 Jerrey Fouyir	15. oktober
12 Jerrey Fouyir	12. oktober
10 Jerrey Fouyir	10. oktober
14 Jerrey Fouyir	14. oktober
9 Jerrey Fouyir	9. oktober
8 Jerrey Fouyir	8. oktober
13 Jerrey Fouyir	13. oktober
7 Jerrey Fouyir	7. oktober
11 Jerrey Fouyir	11. oktober
6 Jerrey Fouyir	6. oktober
4 Jerrey Fouyir	4. oktober
5 Jerrey Fouyir	5. oktober
3 Jerrey Fouyir	3. oktober
2 Jerrey Fouyir	2. oktober
Asunción	Asunción
31 Jerrey Fouyir	31. oktober
30 Jerrey Fouyir	30. oktober
29 Jerrey Fouyir	29. oktober
28 Jerrey Fouyir	28. oktober
26 Jerrey Fouyir	26. oktober
25 Jerrey Fouyir	25. oktober
24 Jerrey Fouyir	24. oktober
27 Jerrey Fouyir	27. oktober
22 Jerrey Fouyir	22. oktober
23 Jerrey Fouyir	23. oktober
20 Jerrey Fouyir	20. oktober
21 Jerrey Fouyir	21. oktober
19 Jerrey Fouyir	19. oktober
17 Jerrey Fouyir	17. oktober
16 Jerrey Fouyir	16. oktober
18 Jerrey Fouyir	18. oktober
Darmstadt	Darmstadt
15 Mee Houney	15. november
14 Mee Houney	14. november
13 Mee Houney	13. november
12 Mee Houney	12. november
11 Mee Houney	11. november
10 Mee Houney	10. november
7 Mee Houney	7. november
8 Mee Houney	8. november
9 Mee Houney	9. november
6 Mee Houney	6. november
5 Mee Houney	5. november
4 Mee Houney	4. november
3 Mee Houney	3. november
2 Mee Houney	2. november
1 Mee Houney	1. november
Paramaribo	Paramaribo
30 Mee Houney	30. november
29 Mee Houney	29. november
28 Mee Houney	28. november
27 Mee Houney	27. november
26 Mee Houney	26. november
25 Mee Houney	25. november
23 Mee Houney	23. november
24 Mee Houney	24. november
21 Mee Houney	21. november
20 Mee Houney	20. november
22 Mee Houney	22. november
19 Mee Houney	19. november
18 Mee Houney	18. november
17 Mee Houney	17. november
16 Mee Houney	16. november
Liger-Atlantel	Loire-Atlantique
Sydney	Sydney
Yn Austrail Heear	Vest-Australia
Bretyn Yiass Noa	New South Wales
Thalloo yn Twoaie	Nordterritoriet
Thalloo Preeu-valjagh ny h-Austrail	Australian Capital Territory
Caayr ny Panamaa	Panama by
George Orwell	George Orwell
Aodoù-an-Arvor	Côtes-d'Armor
Penn-ar-Bed	Finistère
Hertfordshire	Hertfordshire
Ankara	Ankara
1961	1961
Trie	Fot (måleenhet)
Belgraaid	Beograd
Ronney:Clowanyn Wikipedia	Kategori:Maler
1960	1960
Ronney:Ronnaghyn clowan Wikipedia	Kategori:Maler etter tema
Quentin Tarantino	Quentin Tarantino
Ronney:Clowanyn spoyrt	Kategori:Sportsmaler
Beirut	Beirut
Ronney:Clowanyn oaylleeaght as najoor	Kategori:Vitenskapsmaler
Ronney:Clowanyn çheer	Kategori:Maler etter område
Lefkosia	Nikosia
Roltageagh	Asteroide
Ronney:Clowanyn çheer-oaylleeaght	Kategori:Geografimaler
Lusaka	Lusaka
Yn Ghaleesh, y Spaainey	Galicia (Spania)
Antananarivo	Antananarivo
Detmold	Detmold
Wikipedia:Sandbox	Wikipedia:Sandkasse
Wikipedia:Roie-raa	Wikipedia:Introduksjon
Glioonag	Bærbar datamaskin
Algeerey	Algebra
Kempten	Kempten (Allgäu)
Yn Çheer Vascagh (boodeeys hene-reiltagh)	Baskerland (autonom region)
Awin	Elv
Osasco	Osasco
Aragón	Aragón
Glaschu	Glasgow
Geayrag hulfuragh	Svovelsyre
Cruinlagh	Bane
Purt Aer Dong Hoi	Dong Hoi lufthavn
Felix Baumgartner	Felix Baumgartner
Rollage vuillagh	Pulsar
Curitiba	Curitiba
Ronney:Raaidyn rere çheer	Kategori:Veier etter område
Zichyújfalu	Zichyújfalu
Ronney:Artiodactyla	Kategori:Partåede hovdyr
Ronney:Amsterdam	Kategori:Amsterdam
Ronney:Tooneeshee	Kategori:Tunisiere
Victorious	Victorious
Ronney:Baljaghtyn ayns Liechtenstein	Kategori:Byer i Liechtenstein
Ronney:Kishtaghyn fys sleih	Kategori:Infobokser person
Clowan:Caslys-çheerey soiaghey ny Turkee	Mal:Kartposisjon Tyrkia
Corbin Bleu	Corbin Bleu
Ronney:Maddaght	Kategori:Matematikk
Ronney:Kyiv	Kategori:Kiev
Aymarish	Aymara (språk)
Ellanyn ny Geyrragh	Færøyene
1488	1488
Troarag	Kultivar
Euro	Euro
Yn Veanvooir	Middelhavet
Yn Chreestiaght	Kristendom
Boalley Verleen	Berlinmuren
Ushag	Fugler
Preeu-valley	Hovedstad
Monzón	Monzón
Portiugish	Portugisisk
Mee	Måned
1948	1948
Eumetasoa	Vevsdyr
1949	1949
Almazán	Almazán
Huang Xianfan	Huang Xian-fan
1956	1956
1200	1200
1941	1941
1945	1945
1958	1958
1926	1926
1947	1947
Hippocrates	Hippokrates
1944	1944
1952	1952
Shapaanish	Japansk
DVD	DVD
Ard-ghuillag	Portal:Forside
1959	1959
1957	1957
Ruggyr	Rugby (sport)
Yn Oaraishey	Eurasia
Yn Udmurt	Udmurtia
Yn Tatarstaan	Tatarstan
Yn Vooir Chaspagh	Det kaspiske hav
Traen fo-halloo	Tunnelbane
1266	1266
Albrecht Dürer	Albrecht Dürer
Frida Kahlo	Frida Kahlo
Michelangelo	Michelangelo
Peter Paul Rubens	Peter Paul Rubens
Frank Lloyd Wright	Frank Lloyd Wright
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Charles Dickens	Charles Dickens
Åland	Åland
Kanta-Häme	Egentliga Tavastland
Kymenlaakso	Kymmenedalen
Yn Laplann, Finnlynn	Lappland (Finland)
Pirkanmaa	Birkaland
Österbotten (ard)	Österbotten
Pohjanmaa Hwoaie	Norra Österbotten
Yn Chataloan	Catalonia
Päijät-Häme	Päijänne-Tavastland
Uusimaa	Nyland
Finnlynn Chiart	Egentliga Finland
1306	1306
1307	1307
Boodeeys Valencia	Comunitat Valenciana
1308	1308
1309	1309
1310	1310
1311	1311
1312	1312
1313	1313
1314	1314
Ny h-Ellanyn Balearagh	Balearene
Murcia (ard)	Murcia (autonom region)
Andalucía	Andalucía
Everton F.C.	Everton FC
Novak Đoković	Novak Đoković
Kabul	Kabul
Fallsoonys	Filosofi
Ronney:Duillagyn er çhionn-scryssey	Kategori:Sider som er foreslått raskt slettet
Hebe Camargo	Hebe Camargo
1400	1400
1366	1366
Lippe	Kreis Lippe
1380	1380
Calais	Calais
Rheynnyn ny Frank	Frankrikes departementer
1538	1538
1540	1540
Ronney:Rollageydys	Kategori:Astronomi
Irree Magh ny Frank	Den franske revolusjon
UTC±00:00	UTC±0
Gwened	Vannes
1473	1473
Charon (fo-phlannad)	Charon (måne)
1484	1484
1485	1485
1486	1486
1487	1487
Croitish	Kroatisk
UTC+01:00	UTC+01.00
1489	1489
1490	1490
1491	1491
1600	1600
UTC+02:00	UTC+02.00
1584	1584
1608	1608
1711	1711
Unnaneys Rollageydagh Eddyrashoonagh	Den internasjonale astronomiske union
1800	1800
1801	1801
James Joyce	James Joyce
1802	1802
1803	1803
1809	1809
20oo eash	20. århundre
1813	1813
21oo eash	21. århundre
1814	1814
19oo eash	19. århundre
1817	1817
1820	1820
1822	1822
1735	1735
1825	1825
1826	1826
18oo eash	18. århundre
17oo eash	17. århundre
16oo eash	16. århundre
15oo eash	15. århundre
Cataloanish	Katalansk
14oo eash	14. århundre
Ronney:Rollageyn	Kategori:Stjerner
13oo eash	13. århundre
12oo eash	12. århundre
11oo eash	11. århundre
Anjeeys	Ateisme
Bea-chemmig	Biokjemi
Eggoaylleeaght	Økologi
Politickaght	Politikk
Yn Commeeys Arabagh	Den arabiske liga
Fliughane-oaylleeaght	Mykologi
Reagheydys Chonaant yn Atlantagh Hwoaie	NATO
Reiltys	Regjering
Qin Shi Huang	Qin Shi Huangdi
Myn-vioagh-oaylleeaght	Mikrobiologi
Alexander Pushkin	Aleksandr Pusjkin
Ealisaid I Hostyn	Elisabeth I av England
Rang-oardraghey	Taksonomi
Bioag	Organisme
Ada Lovelace	Ada Byron Lovelace
Pobblaght	Republikk
Johannes Brahms	Johannes Brahms
Antonín Dvořák	Antonín Dvořák
George Frideric Handel	Georg Friedrich Händel
Igor Stravinsky	Igor Stravinskij
Pyotr Ilyich Tchaikovsky	Pjotr Tsjajkovskij
Giuseppe Verdi	Giuseppe Verdi
Yn Ghermaan Natseeagh	Tysklands historie (1933–1945)
Partee Natseeagh	Nationalsozialistische Deutsche Arbeiterpartei
Jacques Cartier	Jacques Cartier
Ewnyn	Jøder
Yuri Gagarin	Jurij Gagarin
Sleih-champ Auschwitz	Auschwitz
Oświęcim	Oświęcim
Joseph Haydn	Joseph Haydn
Keayn y Jiass	Sørishavet
Cleaysh	Øre
Stroin	Nese
Sooill	Øye
Keyrrey	Tamsau
Sheeintagh	Pattedyr
Elefant	Elefanter
Ollanish	Nederlandsk
Margaret Thatcher	Margaret Thatcher
Caayl blaa	Blomkål
Lus ny h-oohyn	Aubergine
Phobos (fo-phlannad)	Phobos (måne)
Deimos (fo-phlannad)	Deimos
Sniaghtey	Snø
1829	1829
1831	1831
Arraghey	Transport
1836	1836
1837	1837
1750	1750
1751	1751
1674	1674
1841	1841
1845	1845
1758	1758
1846	1846
1849	1849
1850	1850
1765	1765
1853	1853
1857	1857
1861	1861
1862	1862
1697	1697
1865	1865
1869	1869
Rooshish	Russisk
1870	1870
1873	1873
Çhalse X ny Frank	Karl X av Frankrike
1789	1789
1877	1877
1790	1790
Arran	Brød
1881	1881
1884	1884
1797	1797
1885	1885
1889	1889
Yn Chrimeea	Krim
Swahilish	Swahili
1892	1892
1893	1893
1894	1894
1895	1895
1896	1896
1897	1897
1898	1898
Çhengaghyn Sheenagh	Kinesisk
1899	1899
Killag	Celle
Hochtaunuskreis	Hochtaunuskreis
Romaanish	Rumensk
Bulgeyrish	Bulgarsk
Detmold (ard)	Regierungsbezirk Detmold
Fliaghey	Regn
Malagasish	Gassisk
Oaylleeaght najooragh	Naturvitenskap
Franklin D. Roosevelt	Franklin D. Roosevelt
Dowan-oaylleeaght	Geovitenskap
Winston Churchill	Winston Churchill
Nelson Mandela	Nelson Mandela
10oo eash	10. århundre
Proteen	Protein
Volcaan	Vulkan
Bodjal	Sky
Sterrym cassee	Tornado
9oo eash	9. århundre
Towse-oaylleeaght	Geometri
Grammeydys	Grammatikk
Geay	Vind
Aeraght	Atmosfære
Tarmaynys	Samfunnsøkonomi
Argid cadjin	Valuta
Çhengoaylleeaght	Lingvistikk
Myn-heean	Fonem
Corys screeuee	Skriftsystem
Abbyrlhit Arabagh	Det arabiske alfabetet
Hànzì	Kinesiske tegn
Abbyrlhit Kyrillagh	Det kyrilliske alfabetet
Abbyrlhit Greagagh	Det greske alfabetet
Abbyrlhit Romanagh	Det latinske alfabetet
Ronney:Yn Vulgeyr	Kategori:Bulgaria
Lettyraght	Litteratur
Ronney:Yn Rank	Kategori:Frankrike
Ronney:Kiaull	Kategori:Musikk
Ronney:Lettyraght	Kategori:Litteratur
Noaskeeal	Roman
Ronney:Feeleeaght	Kategori:Lyrikk
Ronney:Shennaghys ny Frank	Kategori:Frankrikes historie
Manga	Manga
Shynnagh ruy	Rødrev
Edjaghys	Utdannelse
Hugo Chávez	Hugo Chávez
Euronews	Euronews
Bainney	Melk
Slieau	Fjell
Andrew Johnson	Andrew Johnson
Ewdish	Jiddisch
Miami	Miami
Yn Dragan	Dragen
Shanghai	Shanghai
Albaanish	Albansk
Bascish	Baskisk
Aragonish	Aragonesisk
Armeainish	Armensk
Alsaasish	Elsassisk
Ookraanish	Ukrainsk
Yn Shelgeyr Mooar	Orion (stjernebilde)
Parlamaid ny h-Oarpey	Europaparlamentet
Coonseil ny h-Oarpey	Europarådet
Yn Cheeaght	Store bjørn
Eaghtyr Tarmaynagh Oarpagh	EØS
Purt Aer Vannin	Mans flyplass
Soolynnish	Svensk
Danvargish	Dansk
Norlynnish	Norsk
Sheckish	Tsjekkisk
Slovackish	Slovakisk
Sloveanish	Slovensk
Ungaarish	Ungarsk
Estoinish	Estisk
Latvish	Latvisk
Litaanish	Litauisk
Belarooshish	Hviterussisk
Breneen	Atom
Greagish	Gresk
Feayn-skeealleydaght	Mytologi
Yernish	Irsk
Maltish	Maltesisk
Craueeaght	Religion
Mandarin	Mandarin (språk)
Sigmund Freud	Sigmund Freud
Thaish	Thai
Yn Ewaghys	Jødedom
Ewnish	Hebraisk
Asserbajaanish	Aserbajdsjansk
Massadoanish	Makedonsk
Serbish	Serbisk
Bosnish	Bosnisk
Galeeshish	Galisisk
Bretnish	Walisisk
Gaelg ny h-Albey	Skotsk-gælisk
Adam Smith	Adam Smith
Ludwig Wittgenstein	Ludwig Wittgenstein
Barnet F.C.	Barnet FC
Shicklaage	Psykologi
Mahommad	Muhammed
Fiorag	Ekornfamilien
Tony Blair	Tony Blair
John Major	John Major
James Callaghan	James Callaghan
Gerald Ford	Gerald Ford
Richard Nixon	Richard Nixon
Çhengey (ronsaghey-kirpey)	Tunge
Mwannal	Hals
Goolag	Strupehode
Lyndon B. Johnson	Lyndon B. Johnson
Olt (ronsaghey-kirpey)	Ledd
Mannin	Man
Ellan Eeaght	Wight
Ealisaid II y Reeriaght Unnaneysit	Elisabeth II av Storbritannia
John F. Kennedy	John F. Kennedy
B	B
Kiaull chlassicagh	Klassisk musikk
Guilckagh (lettyr)	G
Unjin (lettyr)	U
Z (lettyr)	Z
Faarney (lettyr)	F
Juys (lettyr)	J
Abbyrlhit	Alfabet
Tramman (lettyr)	T
Couyll	C
Bunscoill	Grunnskole
Renniagh (lettyr)	R
Darragh (lettyr)	D
Alpha	Alfa
Iuar	I
Eboin	E
Hibbin (lettyr)	H
Dwight D. Eisenhower	Dwight D. Eisenhower
Haarlem	Haarlem
Keirn (lettyr)	K
Lhouan	L
Malpys (lettyr)	M (bokstav)
Neaynin (lettyr)	N
Onnane (lettyr)	O
Pobbyl (lettyr)	P
Quinsh (lettyr)	Q
Shellagh (lettyr)	S
Ronald Reagan	Ronald Reagan
Vervine (lettyr)	V
Wooishlagh (lettyr)	W
X (lettyr)	X
Yiarn (lettyr)	Y
Rafael Nadal	Rafael Nadal
Plasmey (fishig)	Plasma
Thiollane Vooir Eeaght	Kanaltunnelen
Ben Foster (bluckaneyr)	Ben Foster (fotballspiller)
Gordon Brown	Gordon Brown
1100	1100
Ronney:Yn Veneswaaley	Kategori:Venezuela
Beeal Feirshtey	Belfast
Cayr Deeth	Cardiff
Taabyl reiltagh ny bunstooghyn	Periodesystemet
Tórshavn	Tórshavn
Reptilia	Krypdyr
Archaea	Arkebakterier
Bacteria	Bakterier
Billey	Tre
Protista	Protoktister
Daa-veaghagh	Amfibier
Chordata	Ryggstrengdyr
Caashey	Ost
Smeyr-feeyney	Druer
Feill	Kjøtt
Praase	Potet
Ard-whaiyl y Reeriaght Unnaneyssit as Nerin Hwoaie	Det britiske parlamentet
Çhaghnoaylleeaght	Teknologi
Jeshaght	Maskin
Jeshaghteyrys	Ingeniørvitenskap
Çhaghteraght	Kommunikasjon
Çhellvane	Telefon
Cultoor	Kultur
Co-vunstoo	Kjemisk forbindelse
Lheeys	Medisin
Sarajevo	Sarajevo
Quaiyl slattyssagh	Lovgivende makt
Windows Vista	Windows Vista
Fidel Castro	Fidel Castro
Ronney:Yn Vrasseel	Kategori:Brasil
Ronney:Yn Romaan	Kategori:Romania
Bunstoo	Grunnstoff
Co-vreneen	Molekyl
Bieauaghey	Akselerasjon
Bree	Energi
Forse	Kraft
Gamman	Spill
Ym-hayrn	Tyngdekraft
Glout	Masse
Fillym	Film
Gas	Gass
Ushlagh	Væske
Stooaltane	Faststoff
Eirinys	Landbruk
Cadee	Bomull
Eaddeeyn	Klær
Bieauid	Hastighet
Eaghtyr	Areal
Oarn	Bygg (korn)
Harry S. Truman	Harry S. Truman
Peintal	Malerkunst
Jallooderys	Skulptur
Daunse	Dans
Pasheydys	Pottemaker
Maria Kirilenko	Marija Kirilenko
Çhaghnoaylleeaght-fysseree	Informasjons- og kommunikasjonsteknologi
Maria Sharapova	Marija Sjarapova
Chongqing	Chongqing
Tianjin	Tianjin
Wuhan	Wuhan
Rolley çheeraghyn y theihill	Liste over stater
Yn Eash Chloaie	Steinalderen
Yn Çhenn Egypt	Oldtidens Egypt
John Adams	John Adams
Thomas Jefferson	Thomas Jefferson
James Madison	James Madison
James Monroe	James Monroe
John Quincy Adams	John Quincy Adams
Andrew Jackson	Andrew Jackson
Martin Van Buren	Martin Van Buren
William Henry Harrison	William Henry Harrison
John Tyler	John Tyler
James K. Polk	James Knox Polk
Zachary Taylor	Zachary Taylor
Kevin Costner	Kevin Costner
Co-haaghey sollysh	Fotosyntese
Darragh (billey)	Eikeslekten
Juys (Pinus)	Furuslekten
1101	1101
Kerrin Tahrir	Tahrirplassen
Kahngyr	Kreft
Britaanish	Bretonsk
Yn Vritaan (ard)	Bretagne
Cryss hraa	Tidssone
Nicoteen	Nikotin
Gaelg	Mansk
Brattagh ny Britaan	Bretagnes flagg
Naoned	Nantes
Brest, y Vritaan	Brest (Frankrike)
Gorley shymlee	Tuberkulose
Clowan:Caslys-çheerey soiaghey ny Germaan	Mal:Kartposisjon Tyskland
Clowan:Caslys-çheerey soiaghey ny h-Eeslynn	Mal:Kartposisjon Island
Clowan:Caslys-çheerey soiaghey Norlynn	Mal:Kartposisjon Norge
Clowan:Caslys-çheerey soiaghey ny Danvarg	Mal:Kartposisjon Danmark
Clowan:Caslys-çheerey soiaghey ny Soolynn	Mal:Kartposisjon Sverige
Clowan:Caslys-çheerey soiaghey Finnlynn	Mal:Kartposisjon Finland
Clowan:Caslys-çheerey soiaghey ny h-Estaan	Mal:Kartposisjon Estland
Clowan:Caslys-çheerey soiaghey ny Latvey	Mal:Kartposisjon Latvia
Clowan:Caslys-çheerey soiaghey ny Litaan	Mal:Kartposisjon Litauen
Stanley, ny Malveenaghyn	Stanley
Clowan:Caslys-çheerey soiaghey ny h-Erin	Mal:Kartposisjon Irland
Clowan:Caslys-çheerey soiaghey ny Çheerey Injil	Mal:Kartposisjon Nederland
Clowan:Caslys-çheerey soiaghey ny Frank	Mal:Kartposisjon Frankrike
Clowan:Caslys-çheerey soiaghey Andorra	Mal:Kartposisjon Andorra
Clowan:Caslys-çheerey soiaghey ny Spaainey	Mal:Kartposisjon Spania
Clowan:Caslys-çheerey soiaghey ny Portiugal	Mal:Kartposisjon Portugal
Clowan:Caslys-çheerey soiaghey ny h-Iddaal	Mal:Kartposisjon Italia
Clowan:Caslys-çheerey soiaghey ny h-Elveeish	Mal:Kartposisjon Sveits
Ard-obbrinys	Arkitektur
Clowan:Caslys-çheerey soiaghey ny h-Austeyr	Mal:Kartposisjon Østerrike
Clowan:Caslys-çheerey soiaghey ny Pobblaght Çheck	Mal:Kartposisjon Tsjekkia
Clowan:Caslys-çheerey soiaghey ny Slovack	Mal:Kartposisjon Slovakia
Droghad	Bro
Clowan:Caslys-çheerey soiaghey ny h-Ungaar	Mal:Kartposisjon Ungarn
Clowan:Caslys-çheerey soiaghey ny Slovean	Mal:Kartposisjon Slovenia
Clowan:Caslys-çheerey soiaghey ny Serb	Mal:Kartposisjon Serbia
Clowan:Caslys-çheerey soiaghey Chosovo	Mal:Kartposisjon Kosovo
Clowan:Caslys-çheerey soiaghey Vontenegro	Mal:Kartposisjon Montenegro
Clowan:Caslys-çheerey soiaghey Phobblaght ny Massadoan	Mal:Kartposisjon Republikken Makedonia
Clowan:Caslys-çheerey soiaghey ny h-Albaan	Mal:Kartposisjon Albania
Clowan:Caslys-çheerey soiaghey ny Greag	Mal:Kartposisjon Hellas
Clowan:Caslys-çheerey soiaghey ny Bulgeyr	Mal:Kartposisjon Bulgaria
Clowan:Caslys-çheerey soiaghey ny Romaan	Mal:Kartposisjon Romania
Clowan:Caslys-çheerey soiaghey Voldova	Mal:Kartposisjon Moldova
Millard Fillmore	Millard Fillmore
Clowan:Caslys-çheerey soiaghey ny h-Ookraan	Mal:Kartposisjon Ukraina
Franklin Pierce	Franklin Pierce
Clowan:Caslys-çheerey soiaghey ny Shorshey	Mal:Kartposisjon Georgia
Clowan:Caslys-çheerey soiaghey ny h-Armeain	Mal:Kartposisjon Armenia
Clowan:Caslys-çheerey soiaghey ny h-Asserbajaan	Mal:Kartposisjon Aserbajdsjan
Clowan:Caslys-çheerey soiaghey ny Kassaghstaan	Mal:Kartposisjon Kasakhstan
James Buchanan	James Buchanan
Clowan:Caslys-çheerey soiaghey ny Ceeprey	Mal:Kartposisjon Kypros
Clowan:Caslys-çheerey soiaghey Israel	Mal:Kartposisjon Israel
Clowan:Caslys-çheerey soiaghey ny h-Afghanistaan	Mal:Kartposisjon Afghanistan
Clowan:Caslys-çheerey soiaghey ny h-Injey	Mal:Kartposisjon India
Clowan:Caslys-çheerey soiaghey ny Vietnam	Mal:Kartposisjon Vietnam
Clowan:Caslys-çheerey soiaghey ny h-Austrail	Mal:Kartposisjon Australia
Clowan:Caslys-çheerey soiaghey Phalau	Mal:Kartposisjon Palau
Clowan:Caslys-çheerey soiaghey ny Soorinam	Mal:Kartposisjon Surinam
Clowan:Caslys-çheerey soiaghey ny Shillee	Mal:Kartposisjon Chile
Clowan:Caslys-çheerey soiaghey ny h-Argenteen	Mal:Kartposisjon Argentina
Clowan:Caslys-çheerey soiaghey ny Brasseel	Mal:Kartposisjon Brasil
Staydraa	Statistikk
Greeish	Trapp
Pyramid	Pyramide (byggverk)
Impiraght Romanagh Vannee	Det tysk-romerske rike
Il-ha-Gwilen	Ille-et-Vilaine
Ny Loghlynee	Viking
Lane troar sthie	Bruttonasjonalprodukt
Mor-Bihan	Morbihan
Nord (rheynn ny Frank)	Nord (Frankrike)
Pas-de-Calais	Pas-de-Calais
Aah	Vadested
Lieh-innys ny h-Ibeir	Den iberiske halvøy
Feer earroo	Reelt tall
Smeyr ghoo	Bjørnebær
Smeyr churree	Tranebær
Cro bainney	Kokospalme
Peitshag	Fersken
Oranje	Appelsin
Leeim	Lime
Romansh	Retoromansk
Xiangish	Xiang
Saamish Yiass	Sørsamisk
Nahuatl	Nahuatl
Navajo (çhengey)	Navajo (språk)
Clowan:Caslys-çheerey soiaghey Ghreenlynn	Mal:Kartposisjon Grønland
Clowan:Caslys-çheerey soiaghey ny Canadey	Mal:Kartposisjon Canada
Clowan:Caslys-çheerey soiaghey ny Panamaa	Mal:Kartposisjon Panama
Tenochtitlan	Tenochtitlan
Coodagh keeagh	Brystholder
Picardie (ard)	Picardie
Arabish	Arabisk
Yn Chorsickey	Korsika
Ocsitaanish	Oksitansk
Stroll	Sateng
Gamma	Gamma
Ellan y Chaisht	Påskeøya
Baarle Albinagh	Skotsk
Brattagh	Flagg
Lhoob Finnlynn	Finskebukta
Boayrd	Bord (møbel)
Clowan:Caslys-çheerey soiaghey ny h-Egypt	Mal:Kartposisjon Egypt
Ethnologue	Ethnologue
Lemgo	Lemgo
Clowan:Caslys-çheerey soiaghey ny Sambia	Mal:Kartposisjon Zambia
Clowan:Caslys-çheerey soiaghey Vadagascar	Mal:Kartposisjon Madagaskar
Greddaner	Brødrister
Coodagh king	Hodeplagg
Dione (fo-phlannad)	Dione
Tethys	Tethys (måne)
Mwannalagh	Sjiraff
Piemontish	Piemontesisk
Arpitaanish	Frankoprovençalsk
Guangdong	Guangdong
Guangxi	Guangxi
Unnaneys ny Pobblaghtyn Soveidjagh Soshiallagh	Sovjetunionen
Poynt lheie	Smeltepunkt
Baljaghtyn ny Polynn	Gmina
Platypus	Nebbdyr
Thalloo Baie Jervis	Jervis Bay Territory
Yn Chataloan Hwoaie	Nord-Catalonia
90482 Orcus	90482 Orcus
José Manuel Barroso	José Manuel Durão Barroso
Queen	Queen
Freddie Mercury	Freddie Mercury
Braintree, Massachusetts	Braintree (Massachusetts)
Wikipedia:Artyn reiht	Wikipedia:Utmerkede artikler
Vermont	Vermont
Houston	Houston
Jacksonville, Florida	Jacksonville
Edgar Allan Poe	Edgar Allan Poe
Yn Ghermaan Hiar	Den tyske demokratiske republikk
Jiangsu	Jiangsu
Zhejiang	Zhejiang
Keeill	Kirke
Nord-Pas-de-Calais	Nord-Pas-de-Calais
Broioù al Liger	Pays de la Loire
Languedoc-Roussillon	Languedoc-Roussillon
Tibet (ard hene-reiltagh)	Den autonome region Tibet
Kiarkyl	Sirkel
Shooylagh	Mobiltelefon
Corockle affricaid	Affrikater
1925	1925
1927	1927
Manchuin	Manchester
Providence, Ellan Rhode	Providence
Queens	Queens
1000	1000
999	999
Kione Droghad	Onchan
Doolish	Douglas (Man)
1955	1955
1954	1954
1953	1953
1951	1951
1950	1950
1946	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
1936	1936
Manchester United F.C.	Manchester United FC
1935	1935
Fulham F.C.	Fulham FC
1934	1934
1933	1933
Southampton F.C.	Southampton FC
Tottenham Hotspur F.C.	Tottenham Hotspur FC
1932	1932
1931	1931
1930	1930
1929	1929
Yn Choagaash	Kaukasia
Porifera	Svamper
Prokaryota	Prokaryoter
Eukaryota	Eukaryoter
Kiare-chassagh	Firbente virveldyr
Heilongjiang	Heilongjiang
Corockle coghooysagh	Velarer
Birmingham City F.C.	Birmingham City FC
1079	1079
Blackburn Rovers F.C.	Blackburn Rovers FC
Derby County F.C.	Derby County FC
1095	1095
Podolsk	Podolsk
Meain alkalaihagh	Alkalimetall
Simferopol	Simferopol
Coventry City F.C.	Coventry City FC
Hallageen	Halogen
Gas ooasle	Edelgass
3	3
2	2
Bucharest	București
Yn Thaimish	Themsen
Tiranë	Tirana
1928	1928
Mangrove	Mangrove
Sichuan	Sichuan
