Āfrika	Afrika
Ekvinokcija	Jevndøgn
Sadams Huseins	Saddam Hussein
Osama bin Ladens	Osama bin Laden
Spāņu valoda	Spansk
Frīdrihs Hajeks	Friedrich Hayek
Montevideo	Montevideo
Johans Sebastians Bahs	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Toljati	Toljatti
Pitsburga	Pittsburgh
Opera	Opera
Filadelfija	Philadelphia
Kolkata	Kolkata
Opel Astra	Opel Astra
Čennai	Chennai
Deli	Delhi
Daka	Dhaka
Bengalūru	Bangalore
Rietumbengāle	Vest-Bengal
Zirnekļi	Edderkopper
Zirnekļveidīgie	Edderkoppdyr
Posmkāji	Leddyr
Haidarābādu	Hyderabad
Islāmābāda	Islamabad
Tripura	Tripura
Auglis	Frukt
Kategorija:Portu	Kategori:Porto
Pērtiķi	Apekatter
Nauda	Penger
Virdžīnija	Virginia
Rietumvirdžīnija	Vest-Virginia
Materhorns	Matterhorn
Dungeons & Dragons	Dungeons & Dragons
Dārzeņpipars	Paprika
Hūrons	Huronsjøen
Ņujorka (štats)	New York (delstat)
Cērijs	Cerium
Prazeodīms	Praseodym
Rodailenda	Rhode Island
Neodīms	Neodym
Kukaiņi	Insekter
Mērilenda	Maryland
Delavēra	Delaware
Vladimirs Ļeņins	Vladimir Lenin
Eiropijs	Europium
Ohaio (štats)	Ohio
Vergilijs	Vergil
Nikolo Makjavelli	Niccolò Machiavelli
Pensilvānija	Pennsylvania
Frančesko Petrarka	Francesco Petrarca
Džovanni Bokačo	Giovanni Boccaccio
Luidži Pirandello	Luigi Pirandello
Iterzene	Uetersen
Oktaviāns	Augustus
Microsoft Windows	Microsoft Windows
Tibērijs	Tiberius
Ņūdžersija	New Jersey
Kaligula	Caligula
Gibraltārs	Gibraltar
Klaudijs	Claudius
Somu valoda	Finsk
Nērons	Nero
Indiāna	Indiana
Otons	Otho
Vitēlijs	Vitellius
Nokia	Nokia (selskap)
Vespasiāns	Vespasian
Automašīna	Bil
Tits	Titus
Turīnas @@@u0026Juventus"	Juventus
Domiciāns	Domitian
Nerva	Nerva
Trajāns	Trajan
Rodžers Federers	Roger Federer
Adriāns	Hadrian
Džordžija	Georgia (USA)
Antonijs Pijs	Antoninus Pius
Marks Aurēlijs	Marcus Aurelius
KDE	KDE Software Compilation
Komods	Commodus
Zagreba	Zagreb
Rādžastāna	Rajasthan
Kampānija	Campania
Teksasa	Texas
Septimijs Severs	Septimius Severus
Molize	Molise
Tamilnāda	Tamil Nadu
Karakalla	Caracalla
Apūlija	Puglia
Dženova	Genova
Bruno Mars	Bruno Mars
Pinatubo	Pinatubo
Bazilikata	Basilicata
Ziemeļkarolīna	Nord-Carolina
Lauka hokejs	Landhockey
Dienvidkarolīna	Sør-Carolina
Dženovas @@@u0026Sampdoria"	UC Sampdoria
Kalabrija	Calabria
Sicīlija	Sicilia
Manila	Manila
Sardīnija	Sardinia
Ferdinands Markoss	Ferdinand E. Marcos
Sebu	Cebu City
Luāra (upe)	Loire
Moriss Kornēlijs Ešers	Maurits Cornelis Escher
Sēna	Seine
Krona slimība	Crohns sykdom
Davao	Davao
Kesonsitija	Quezón by
Lemāna	Le Mans
Bordo	Bordeaux
Korasona Akino	Corazón Aquino
Sistēmiskā sarkanā vilkēde	Systemisk lupus erythematosus
Buenosairesa	Buenos Aires
Urķis	Datasnok
Mehiko	Mexico by
Tokija	Tokyo
Lapasa	La Paz
Barselona	Barcelona
Misisipi (štats)	Mississippi
Fernāns Magelāns	Ferdinand Magellan
Misisipi (upe)	Mississippi (elv)
Utarpradēša	Uttar Pradesh
Utarakhanda	Uttarakhand
Mizorāma	Mizoram
Sikima	Sikkim
Patagonija	Patagonia
Tenesī	Tennessee
Rihards Vāgners	Richard Wagner
Roberts Luiss Stīvensons	Robert Louis Stevenson
Nāgpura	Nagpur
Dženisa Džoplina	Janis Joplin
Abidžana	Abidjan
Abū Dabī	Abu Dhabi (by)
Astana	Astana
Ņūmeksika	New Mexico
Ramzess Lielais	Ramses II
Atēnas	Athen
Minesota	Minnesota
Bagdāde	Bagdad
Karakasa	Caracas
Universālais koordinētais laiks	UTC
Viskonsina	Wisconsin
Pune	Pune
Cicerons	Marcus Tullius Cicero
AC Milan	AC Milan
Sindija Lopere	Cyndi Lauper
Aiova	Iowa
Nebraska	Nebraska
Gvatemala (pilsēta)	Guatemala by
Kanzasa	Kansas
Havana	Havanna
Tabaka	Tobakk
Hindi	Hindi
Marathu valoda	Marathi
Internet Explorer	Internet Explorer
Cigarete	Sigarett
Ganēša	Ganesha
Misūri (štats)	Missouri
Georgs Simons Oms	Georg Simon Ohm
Luiziāna	Louisiana
Nāgālenda	Nagaland
Kentuki	Kentucky
Ārkanzasa	Arkansas
Nīls Ārmstrongs	Neil Armstrong
Urdu	Urdu
Čārlzs Lindbergs	Charles Lindbergh
Sīgfrids Ēdstrems	Sigfrid Edström
Edīte Piafa	Édith Piaf
Osijeka	Osijek
Elba	Elben
Rijeka	Rijeka
Emsa	Ems (elv)
Oklahoma	Oklahoma
Vēzere	Weser
Johans Bleiks	Yohan Blake
Džastins Getlins	Justin Gatlin
Donava	Donau
Kirani Džeimss	Kirani James
Deivids Rudiša	David Lekuta Rudisha
Splita	Split
Rūra (upe)	Ruhr
Žaks Brels	Jacques Brel
Mozele	Mosel
Maina	Main
Mohameds Farahs	Mohammed Farah
Nekāra	Neckar
Ezekiels Kemboi	Ezekiel Kemboi
Zāle (upe)	Saale
Hāfele	Havel
Šprē	Spree
Džeisons Ričardsons	Jason Richardson (basketballspiller)
Elde	Elde (elv)
Felikss Sančess	Félix Sánchez
Ziemeļjūra	Nordsjøen
Skageraks	Skagerrak
Maskavas apgabals	Moskva oblast
Nesta Kārters	Nesta Carter
Ķīle	Kiel
Šverīne	Schwerin
Potsdama	Potsdam
Hannovere	Hannover
Diseldorfa	Düsseldorf
Mainca	Mainz
Vīsbādene	Wiesbaden
Dubrovnika	Dubrovnik
Zārbrikene	Saarbrücken
Minhene	München
Samaras apgabals	Samara oblast
Erfurte	Erfurt
Drēzdene	Dresden
Magdeburga	Magdeburg
Volejbols	Volleyball
Insbruka	Innsbruck
Brēgenca	Bregenz
Vīne	Wien
Reno Lavilenī	Renaud Lavillenie
Madonna (mūziķe)	Madonna (artist)
Kopenhāgena	København
Kaļiņingradas apgabals	Kaliningrad oblast
Stokholma	Stockholm
Tomašs Majevskis	Tomasz Majewski
Helsinki	Helsingfors
Dāvids Štorls	David Storl
Murmanskas apgabals	Murmansk oblast
Rīze Hofa	Reese Hoffa
Dublina	Dublin
Elagabals	Heliogabalus
Murmanska	Murmansk
Reikjavīka	Reykjavík
Roberts Hartings	Robert Harting
Ella Ficdžeralda	Ella Fitzgerald
Tallina	Tallinn
Rīga	Riga
Zanzibāra	Zanzibar
Gerds Kanters	Gerd Kanter
Lūiss Ārmstrongs	Louis Armstrong
Bratislava	Bratislava
Budapešta	Budapest
Primožs Kozmuss	Primož Kozmus
Kodži Murofuši	Koji Murofushi
Šarls Aznavūrs	Charles Aznavour
Kešorns Volkots	Keshorn Walcott
Eštons Ītons	Ashton Eaton
Gdaņska	Gdańsk
Trejs Hārdijs	Trey Hardee
Frankfurte pie Mainas	Frankfurt am Main
Vroclava	Wrocław
Kočina	Kochi (India)
Lantāns	Lantan
Prometijs	Promethium
Astronomiskā vienība	Astronomisk enhet
Samārijs	Samarium
Ačeha	Aceh
Kaļiņingrada	Kaliningrad
Decijs	Decius
Gadolīnijs	Gadolinium
Death Note	Death Note
Zinedins Zidāns	Zinedine Zidane
Terbijs	Terbium
Katoļticība	Katolisisme
Luksemburga (pilsēta)	Luxembourg (by)
Disprozijs	Dysprosium
Vaduca	Vaduz
Bībele	Bibelen
Holmijs	Holmium
Sanmarīno (pilsēta)	San Marino by
Erbijs	Erbium
Pnompeņa	Phnom Penh
Arhangeļska	Arkhangelsk
Tūlijs	Thulium
Hošimina	Ho Chi Minh-byen
Iterbijs	Ytterbium
Lutēcijs	Lutetium
Hanoja	Hanoi
Angļu valoda	Engelsk
Bangkoka	Bangkok
Andora la Velja	Andorra la Vella
Kualalumpūra	Kuala Lumpur
Taibei	Taipei
Amerīcijs	Americium
Odesa	Odessa
Arhangeļskas apgabals	Arkhangelsk oblast
Kirijs	Curium
Donhoja	Dong Hoi
Konsepsjona	Concepción
Berklijs	Berkelium
Bergamo @@@u0026Atalanta"	Atalanta BC
Kalifornijs	Californium
Diplomātija	Diplomati
Boloņa	Bologna
Einšteinijs	Einsteinium
Bologna F.C. 1909	Bologna FC 1909
Petrozavodska	Petrozavodsk
Fermijs	Fermium
Kaljāri	Cagliari
Mendelevijs	Mendelevium
Kijeva	Kiev
Cagliari Calcio	Cagliari Calcio
Nobēlijs	Nobelium
Katānija	Catania
Ontārio	Ontario
Lourensijs	Lawrencium
Igo Loriss	Hugo Lloris
Olivjē Žirū	Olivier Giroud
Karīms Benzemā	Karim Benzema
Florāns Maluda	Florent Malouda
Karēlijas Republika	Karelia
Patriss Evra	Patrice Evra
Franks Riberī	Franck Ribéry
Samīrs Nasrī	Samir Nasri
Gaels Klišī	Gaël Clichy
Otava	Ottawa
Anja Pēšone	Anja Pärson
Ēriks Abidāls	Éric Abidal
Džibrils Sisē	Djibril Cissé
Viljams Galā	William Gallas
Bakarijs Saņa	Bacary Sagna
Nikolā Anelka	Nicolas Anelka
Abu Diabī	Abou Diaby
Benjamins Raihs	Benjamin Raich
Jupitera pavadoņi	Jupiters måner
Džūba	Juba
Manitoba	Manitoba
Alberto Tomba	Alberto Tomba
Alberta	Alberta
Jaunskotija	Nova Scotia
Erevāna	Jerevan
Hermanis Maiers	Hermann Maier
Vologda	Vologda
Koņskovola	Końskowola
Dāresalāma	Dar-es-Salaam
Hartūma	Khartoum
Ņūbransvika	New Brunswick
Formula 1	Formel 1
Saturna pavadoņi	Saturns måner
Britu Kolumbija	Britisk Columbia
Prinča Edvarda Sala (Kanāda)	Prince Edward Island
2000. gads	2000
2003. gads	2003
2002. gads	2002
2001. gads	2001
Saskačevana	Saskatchewan
2012. gads	2012
2011. gads	2011
2010. gads	2010
2009. gads	2009
Oglekļa dioksīds	Karbondioksid
2013. gads	2013
2014. gads	2014
2015. gads	2015
Ņūfaundlenda un Labradora	Newfoundland og Labrador
2008. gads	2008
JavaScript	JavaScript
Ziemeļrietumu Teritorijas	Nordvestterritoriene
Jukona (teritorija)	Yukon
2004. gads	2004
Vologdas apgabals	Vologda oblast
2005. gads	2005
2006. gads	2006
Nunavuta	Nunavut
2007. gads	2007
Oglekļa monoksīds	Karbonmonoksid
Verona	Verona
Ikaluita	Iqaluit
1900. gads	1900
1901. gads	1901
Fransuā Miterāns	François Mitterrand
Tits Līvijs	Titus Livius
Džuzepe Farina	Giuseppe Farina
Šarls de Golls	Charles de Gaulle
1902. gads	1902
Florence	Firenze
1903. gads	1903
1904. gads	1904
1905. gads	1905
1907. gads	1907
1906. gads	1906
ACF Fiorentina	ACF Fiorentina
Seneka Jaunākais	Seneca den yngre
1908. gads	1908
1909. gads	1909
1992. gads	1992
Jelounaifa	Yellowknife
1991. gads	1991
JSON	JSON
1990. gads	1990
1993. gads	1993
Esene	Essen
1994. gads	1994
1995. gads	1995
Huans Manuels Fanhio	Juan Manuel Fangio
1996. gads	1996
Deivids Linčs	David Lynch
Marsels Hiršers	Marcel Hirscher
Komi	Komi
Genoa C.F.C.	Genoa CFC
1910. gads	1910
1911. gads	1911
1912. gads	1912
Leipciga	Leipzig
1913. gads	1913
Sentdžonsa (Kanāda)	St. John's (Newfoundland og Labrador)
1914. gads	1914
1915. gads	1915
Alberto Askari	Alberto Ascari
1916. gads	1916
1997. gads	1997
1998. gads	1998
Nirnberga	Nürnberg
1999. gads	1999
1917. gads	1917
1918. gads	1918
Pārtika	Mat
Edmontona	Edmonton
Hjētils Andrē Omots	Kjetil André Aamodt
Dīsburga	Duisburg
Čūskas	Slanger
Bohuma	Bochum
Maiks Hotorns	Mike Hawthorn
Žaks Širaks	Jacques Chirac
Vupertāle	Wuppertal
Gaismas ātrums	Lysets hastighet
Bīlefelde	Bielefeld
XML	XML
Manheima	Mannheim
Orālais sekss	Oralsex
Ridžaina	Regina (Saskatchewan)
Valerī Žiskārs d'Estēns	Valéry Giscard d'Estaing
Džeks Brebems	Jack Brabham
Neitrīno	Nøytrino
Bode Millers	Bode Miller
Viktorija (Kanāda)	Victoria (Britisk Columbia)
LOL	LOL
Vinipega	Winnipeg
Neptūna pavadoņi	Neptuns måner
Helifeksa	Halifax (Nova Scotia)
Siktivkara	Syktyvkar
Čerepoveca	Tsjerepovets
Kvebeka (pilsēta)	Québec (by)
UTC-12	UTC-12.00
1. janvāris	1. januar
2. janvāris	2. januar
Urāna pavadoņi	Uranus' måner
UTC-11	UTC-11.00
1920. gads	1920
3. janvāris	3. januar
1919. gads	1919
Tacits	Tacitus
1921. gads	1921
Ņencu autonomais apvidus	Nenetsk
1922. gads	1922
Lunda	Lund (by)
4. janvāris	4. januar
1923. gads	1923
Biobio reģions	Biobío
UTC-9:30	UTC-09.30
Lenss Ārmstrongs	Lance Armstrong
1924. gads	1924
Narjanmara	Narjan-Mar
Asteroīdu josla	Asteroidebeltet
UTC-9	UTC-09.00
Krievijas PFSR	Den russiske sovjetiske føderative sosialistrepublikk
Žoržs Pompidū	Georges Pompidou
Ļeņingradas apgabals	Leningrad oblast
JPEG	JPEG
Pundurplanēta	Dvergplanet
Kick-Ass: Jaunie supervaroņi	Kick-Ass (film)
5. janvāris	5. januar
Arika	Arica
UTC-8	UTC-08.00
Malme	Malmö
UTC-7	UTC-07.00
Pleskava	Pskov
Pleskavas apgabals	Pskov oblast
Sizraņa	Syzran
6. janvāris	6. januar
Krusttēva Toma būda	Onkel Toms hytte
Elektrons	Elektron
7. janvāris	7. januar
8. janvāris	8. januar
Veļikijnovgoroda	Novgorod
9. janvāris	9. januar
Novgorodas apgabals	Novgorod oblast
10. janvāris	10. januar
Ņižņijnovgorodas apgabals	Nizjnij Novgorod oblast
11. janvāris	11. januar
12. janvāris	12. januar
Kolumbija (upe)	Columbia (elv)
Bazs Oldrins	Buzz Aldrin
Scīpions Afrikānis	Scipio Africanus
13. janvāris	13. januar
Birmingema	Birmingham
14. janvāris	14. januar
15. janvāris	15. januar
16. janvāris	16. januar
Toms Henkss	Tom Hanks
17. janvāris	17. januar
18. janvāris	18. januar
19. janvāris	19. januar
20. janvāris	20. januar
Rūpnieciskā revolūcija	Den industrielle revolusjon
Benzols	Benzen
21. janvāris	21. januar
22. janvāris	22. januar
23. janvāris	23. januar
Romas impērija	Det romerske keiserriket
24. janvāris	24. januar
25. janvāris	25. januar
Minska	Minsk
26. janvāris	26. januar
Microsoft	Microsoft
27. janvāris	27. januar
28. janvāris	28. januar
29. janvāris	29. januar
30. janvāris	30. januar
Tvera	Tver
31. janvāris	31. januar
Tveras apgabals	Tver oblast
Protons	Proton
2. decembris	2. desember
1. decembris	1. desember
3. decembris	3. desember
7. decembris	7. desember
5. decembris	5. desember
8. decembris	8. desember
10. decembris	10. desember
6. decembris	6. desember
9. decembris	9. desember
Pink Floyd	Pink Floyd
4. decembris	4. desember
EADS	Airbus Group
1. februāris	1. februar
2. februāris	2. februar
Nātrija hlorīds	Koksalt
3. februāris	3. februar
Kurova	Kurów
4. februāris	4. februar
5. februāris	5. februar
6. februāris	6. februar
7. februāris	7. februar
8. februāris	8. februar
9. februāris	9. februar
10. februāris	10. februar
Ķīmija	Kjemi
Led Zeppelin	Led Zeppelin
14. februāris	14. februar
13. februāris	13. februar
15. februāris	15. februar
11. februāris	11. februar
12. februāris	12. februar
Smoļenska	Smolensk
1. kavalērijas divīzija (ASV)	1. kavaleridivisjon
Robins van Persijs	Robin van Persie
19. februāris	19. februar
17. februāris	17. februar
16. februāris	16. februar
18. februāris	18. februar
20. februāris	20. februar
Divpadsmit saniknotu vīru	12 edsvorne menn
Analītiskā ķīmija	Analytisk kjemi
Smoļenskas apgabals	Smolensk oblast
Neitrons	Nøytron
21. februāris	21. februar
22. februāris	22. februar
23. februāris	23. februar
24. februāris	24. februar
25. februāris	25. februar
26. februāris	26. februar
27. gads	27
27. februāris	27. februar
28. februāris	28. februar
11. decembris	11. desember
29. februāris	29. februar
12. decembris	12. desember
C sharp	C Sharp
Sid Meier's Civilization IV	Sid Meier's Civilization IV
13. decembris	13. desember
14. decembris	14. desember
15. decembris	15. desember
2. marts	2. mars
3. marts	3. mars
5. marts	5. mars
1. marts	1. mars
7. marts	7. mars
8. marts	8. mars
4. marts	4. mars
10. marts	10. mars
11. marts	11. mars
6. marts	6. mars
13. marts	13. mars
9. marts	9. mars
12. marts	12. mars
15. marts	15. mars
14. marts	14. mars
C++	C++
Sālsskābe	Saltsyre
16. decembris	16. desember
17. decembris	17. desember
Krisjānsanna	Kristiansand
16. marts	16. mars
17. marts	17. mars
18. marts	18. mars
Jaroslavļa	Jaroslavl
19. marts	19. mars
1989. gads	1989
1988. gads	1988
20. marts	20. mars
1987. gads	1987
1986. gads	1986
1985. gads	1985
1984. gads	1984
21. marts	21. mars
1983. gads	1983
22. marts	22. mars
1982. gads	1982
1981. gads	1981
18. decembris	18. desember
1980. gads	1980
23. marts	23. mars
Jaroslavļas apgabals	Jaroslavl oblast
Mogadīšo	Mogadishu
19. decembris	19. desember
24. marts	24. mars
25. marts	25. mars
20. decembris	20. desember
26. marts	26. mars
27. marts	27. mars
28. marts	28. mars
29. marts	29. mars
30. marts	30. mars
31. marts	31. mars
Aljē	Allier (elv)
Naso	Nassau (Bahamas)
Fluorūdeņradis	Hydrogenfluorid
Andromedas galaktika	Andromedagalaksen
Sana	Sanaá
1970. gads	1970
1971. gads	1971
1972. gads	1972
1973. gads	1973
1974. gads	1974
1975. gads	1975
1976. gads	1976
1977. gads	1977
1978. gads	1978
1979. gads	1979
1969. gads	1969
Trīsdesmitgadu karš	Tredveårskrigen
Tarbozaurs	Tarbosaurus
Konrāds Adenauers	Konrad Adenauer
Benedikts XVI	Benedikt XVI
15. aprīlis	15. april
13. aprīlis	13. april
12. aprīlis	12. april
14. aprīlis	14. april
11. aprīlis	11. april
10. aprīlis	10. april
8. aprīlis	8. april
9. aprīlis	9. april
7. aprīlis	7. april
6. aprīlis	6. april
5. aprīlis	5. april
4. aprīlis	4. april
3. aprīlis	3. april
1. aprīlis	1. april
2. aprīlis	2. april
Habla kosmiskais teleskops	Hubble-teleskopet
Villijs Brants	Willy Brandt
Helmūts Šmits	Helmut Schmidt
Helmūts Kols	Helmut Kohl
16. aprīlis	16. april
17. aprīlis	17. april
18. aprīlis	18. april
19. aprīlis	19. april
20. aprīlis	20. april
21. aprīlis	21. april
22. aprīlis	22. april
23. aprīlis	23. april
24. aprīlis	24. april
Gerhards Šrēders	Gerhard Schröder
25. aprīlis	25. april
26. aprīlis	26. april
27. aprīlis	27. april
28. aprīlis	28. april
29. aprīlis	29. april
30. aprīlis	30. april
Dabiskais pavadonis	Naturlig satellitt
Joahims Gauks	Joachim Gauck
Mašīnmācīšanās	Maskinlæring
Kristians Vulfs	Christian Wulff
Horsts Kēlers	Horst Köhler
1. maijs	1. mai
2. maijs	2. mai
Kālija bromīds	Kaliumbromid
3. maijs	3. mai
4. maijs	4. mai
5. maijs	5. mai
6. maijs	6. mai
7. maijs	7. mai
8. maijs	8. mai
9. maijs	9. mai
10. maijs	10. mai
11. maijs	11. mai
12. maijs	12. mai
13. maijs	13. mai
14. maijs	14. mai
15. maijs	15. mai
Titāns (pavadonis)	Titan (måne)
Rihards fon Veiczekers	Richard von Weizsäcker
16. maijs	16. mai
17. maijs	17. mai
18. maijs	18. mai
19. maijs	19. mai
20. maijs	20. mai
21. maijs	21. mai
22. maijs	22. mai
23. maijs	23. mai
24. maijs	24. mai
25. maijs	25. mai
26. maijs	26. mai
27. maijs	27. mai
28. maijs	28. mai
29. maijs	29. mai
30. maijs	30. mai
31. maijs	31. mai
Kostroma	Kostroma
Kostromas apgabals	Kostroma oblast
Pols Makartnijs	Paul McCartney
Egons Krencs	Egon Krenz
21. decembris	21. desember
Pijs XII	Pius XII
Ērihs Honekers	Erich Honecker
Romas @@@u0026Lazio"	SS Lazio
14. jūnijs	14. juni
15. jūnijs	15. juni
13. jūnijs	13. juni
10. jūnijs	10. juni
7. jūnijs	7. juni
11. jūnijs	11. juni
9. jūnijs	9. juni
12. jūnijs	12. juni
6. jūnijs	6. juni
8. jūnijs	8. juni
5. jūnijs	5. juni
3. jūnijs	3. juni
2. jūnijs	2. juni
1. jūnijs	1. juni
4. jūnijs	4. juni
Ivanova	Ivanovo
Ringo Stārs	Ringo Starr
Neapole	Napoli
22. decembris	22. desember
SSC Napoli	SSC Napoli
Džordžs Harisons	George Harrison
1968. gads	1968
Frīdrihs Eberts	Friedrich Ebert
1967. gads	1967
1966. gads	1966
1965. gads	1965
1964. gads	1964
16. jūnijs	16. juni
Ivanovas apgabals	Ivanovo oblast
Džons Franklins	John Franklin
Palermo	Palermo
30. jūnijs	30. juni
Gausa izslēgšanas metode	Gauss-eliminasjon
29. jūnijs	29. juni
28. jūnijs	28. juni
26. jūnijs	26. juni
25. jūnijs	25. juni
22. jūnijs	22. juni
27. jūnijs	27. juni
24. jūnijs	24. juni
20. jūnijs	20. juni
Pauls fon Hindenburgs	Paul von Hindenburg
23. jūnijs	23. juni
19. jūnijs	19. juni
18. jūnijs	18. juni
21. jūnijs	21. juni
17. jūnijs	17. juni
Čaks Noriss	Chuck Norris
U.S. Città di Palermo	US Città di Palermo
23. decembris	23. desember
Vilhelms II Hohencollerns	Vilhelm II av Tyskland
Gomeļa	Homel
Brūss Viliss	Bruce Willis
Parma	Parma
Vladimira	Vladimir
Arnolds Švarcenegers	Arnold Schwarzenegger
15. jūlijs	15. juli
13. jūlijs	13. juli
12. jūlijs	12. juli
10. jūlijs	10. juli
9. jūlijs	9. juli
14. jūlijs	14. juli
8. jūlijs	8. juli
Parma FC	Parma FC
7. jūlijs	7. juli
6. jūlijs	6. juli
5. jūlijs	5. juli
2. jūlijs	2. juli
4. jūlijs	4. juli
3. jūlijs	3. juli
1. jūlijs	1. juli
11. jūlijs	11. juli
Vladimiras apgabals	Vladimir oblast
Peskāra	Pescara
24. decembris	24. desember
Brēmerhāfene	Bremerhaven
Saša Greja	Sasha Grey
Watford F.C.	Watford FC
31. jūlijs	31. juli
30. jūlijs	30. juli
29. jūlijs	29. juli
28. jūlijs	28. juli
27. jūlijs	27. juli
25. jūlijs	25. juli
24. jūlijs	24. juli
23. jūlijs	23. juli
26. jūlijs	26. juli
22. jūlijs	22. juli
19. jūlijs	19. juli
21. jūlijs	21. juli
20. jūlijs	20. juli
17. jūlijs	17. juli
18. jūlijs	18. juli
16. jūlijs	16. juli
Skerņevice	Skierniewice
Futbols	Fotball
Luijs de Finess	Louis de Funès
AS Roma	AS Roma
Minstere	Münster
X-faili. Slepenās lietas	The X-Files
25. decembris	25. desember
Rjazaņa	Rjazan
Augsburga	Augsburg
Sjēna	Siena
Rjazaņas apgabals	Rjazan oblast
Jaroslavs Hašeks	Jaroslav Hašek
1963. gads	1963
Lehs Kačiņskis	Lech Kaczyński
Menhengladbaha	Mönchengladbach
26. decembris	26. desember
Holokausts	Holocaust
1962. gads	1962
Gelzenkirhene	Gelsenkirchen
IPhone	IPhone
Torino F.C.	Torino FC
Tula	Tula (Tula)
Braunšveiga	Braunschweig
14. augusts	14. august
15. augusts	15. august
13. augusts	13. august
12. augusts	12. august
11. augusts	11. august
10. augusts	10. august
8. augusts	8. august
7. augusts	7. august
9. augusts	9. august
5. augusts	5. august
4. augusts	4. august
2. augusts	2. august
3. augusts	3. august
6. augusts	6. august
1. augusts	1. august
Udīne	Udine
Džeronimo	Geronimo
Tulas apgabals	Tula oblast
Brāļi Grimmi	Brødrene Grimm
Hemnica	Chemnitz
IPad	IPad
Udinese Calcio	Udinese Calcio
27. decembris	27. desember
Brjanska	Brjansk
Krēfelde	Krefeld
Madride	Madrid
Eltons Džons	Elton John
Brjanskas apgabals	Brjansk oblast
Zemūdene	Undervannsbåt
16. augusts	16. august
Coca-Cola	Coca-Cola
Halle	Halle (Saale)
29. augusts	29. august
28. augusts	28. august
30. augusts	30. august
25. augusts	25. august
26. augusts	26. august
23. augusts	23. august
27. augusts	27. august
21. augusts	21. august
20. augusts	20. august
24. augusts	24. august
18. augusts	18. august
17. augusts	17. august
22. augusts	22. august
19. augusts	19. august
31. augusts	31. august
Maikls Džeksons	Michael Jackson
28. decembris	28. desember
Freiburga	Freiburg im Breisgau
Kaluga	Kaluga
Oberhauzene	Oberhausen
Gripa	Influensa
Bogota	Bogotá
Kalugas apgabals	Kaluga oblast
Lībeka	Lübeck
Brazilja	Brasília
Marihuāna	Cannabis (rusmiddel)
15. septembris	15. september
14. septembris	14. september
13. septembris	13. september
12. septembris	12. september
8. septembris	8. september
11. septembris	11. september
7. septembris	7. september
10. septembris	10. september
5. septembris	5. september
4. septembris	4. september
9. septembris	9. september
2. septembris	2. september
6. septembris	6. september
1. septembris	1. september
3. septembris	3. september
Rostoka	Rostock
29. decembris	29. desember
Odekolons	Eau de cologne
Kasele	Kassel
Aleksandrs Lukašenko	Aleksandr Lukasjenko
Lima	Lima
Vējiem līdzi (filma)	Tatt av vinden (film)
Kanādas provinces un teritorijas	Canadas provinser og territorier
30. septembris	30. september
29. septembris	29. september
28. septembris	28. september
27. septembris	27. september
26. septembris	26. september
25. septembris	25. september
Santjago	Santiago de Chile
23. septembris	23. september
22. septembris	22. september
24. septembris	24. september
21. septembris	21. september
20. septembris	20. september
18. septembris	18. september
17. septembris	17. september
Baltkrievijas PSR	Den hviterussiske sosialistiske sovjetrepublikk
19. septembris	19. september
16. septembris	16. september
Kito	Quito
30. decembris	30. desember
Sukre	Sucre (Bolivia)
Antuāns de Sent-Ekziperī	Antoine de Saint-Exupéry
Ludvigshāfene	Ludwigshafen
31. decembris	31. desember
1. oktobris	1. oktober
Osnabrika	Osnabrück
15. oktobris	15. oktober
12. oktobris	12. oktober
10. oktobris	10. oktober
14. oktobris	14. oktober
9. oktobris	9. oktober
8. oktobris	8. oktober
13. oktobris	13. oktober
7. oktobris	7. oktober
11. oktobris	11. oktober
6. oktobris	6. oktober
4. oktobris	4. oktober
5. oktobris	5. oktober
3. oktobris	3. oktober
2. oktobris	2. oktober
Asunsjona	Asunción
Kaza	Geit
Oldenburga	Oldenburg (Oldenburg)
Leverkūzene	Leverkusen
Zolingene	Solingen
Siksta kapela	Det sixtinske kapell
Versaļas pils	Slottet i Versailles
31. oktobris	31. oktober
30. oktobris	30. oktober
29. oktobris	29. oktober
28. oktobris	28. oktober
26. oktobris	26. oktober
